episode_id,symbol,outcome,OUTCOME_EVENT_DATE,EVENT_SESSION_OFFSET,fetch_status,bar_count,first_timestamp,last_timestamp,monotonic,duplicate_ts,ohlc_valid,max_gap_min,READY_0945,READY_1000,READY_1030,READY_1130,FULL_SESSION_COMPLETE,has_pm_session,has_close_session,INTRADAY_DAILY_MISMATCH,mismatch_detail,daily_high,minute_high,daily_close,minute_close,daily_s1_ok,data_source,5m_fetch_status,5m_has_data,5m_bar_count,5M_READY_0945,5M_READY_1000,5M_READY_1030,5M_READY_1130,5M_FULL_SESSION_COMPLETE
000938:20260630:2886,000938,FAILED_BREAKOUT,2026-07-03,1.0,OK,0,,,,,,,False,False,False,False,False,False,False,False,,31.59,,30.28,,True,NONE,OK,True,48,True,True,True,True,True
600661:20260701:760,600661,FAILED_BREAKOUT,2026-07-06,2.0,OK,0,,,,,,,False,False,False,False,False,False,False,False,,8.2,,7.56,,True,NONE,OK,True,48,True,True,True,True,True
605018:20260630:1491,605018,FAILED_BREAKOUT,2026-07-03,1.0,OK,0,,,,,,,False,False,False,False,False,False,False,False,,15.45,,14.92,,True,NONE,OK,True,48,True,True,True,True,True
603615:20260701:1777,603615,FAILED_BREAKOUT,2026-07-06,2.0,OK,0,,,,,,,False,False,False,False,False,False,False,False,,19.7,,18.93,,True,NONE,OK,True,48,True,True,True,True,True
002124:20260701:232,002124,SUCCESS,2026-07-06,1.0,OK,0,,,,,,,False,False,False,False,False,False,False,False,,2.45,,2.42,,True,NONE,OK,True,48,True,True,True,True,True
600975:20260701:474,600975,FAILED_BREAKOUT,2026-07-07,2.0,OK,0,,,,,,,False,False,False,False,False,False,False,False,,5.04,,4.95,,True,NONE,OK,True,48,True,True,True,True,True
002607:20260701:198,002607,SUCCESS,2026-07-07,2.0,OK,0,,,,,,,False,False,False,False,False,False,False,False,,2.29,,2.26,,True,NONE,OK,True,48,True,True,True,True,True
600449:20260702:1239,600449,FAILED_BREAKOUT,2026-07-06,1.0,OK,0,,,,,,,False,False,False,False,False,False,False,False,,14.3,,14.0,,True,NONE,OK,True,48,True,True,True,True,True
000876:20260701:690,000876,SUCCESS,2026-07-07,2.0,OK,0,,,,,,,False,False,False,False,False,False,False,False,,7.47,,7.42,,True,NONE,OK,True,48,True,True,True,True,True
002642:20260708:670,002642,SUCCESS,2026-07-28,1.0,OK,237,2026-07-28 09:31:00,2026-07-28 15:00:00,True,0.0,True,91.0,True,True,True,True,False,True,True,False,,7.26,7.26,7.26,7.26,True,AKSHARE/SINA 1m,OK,True,48,True,True,True,True,True
000892:20260706:376,000892,FAILED_BREAKOUT,2026-07-29,2.0,OK,237,2026-07-29 09:31:00,2026-07-29 15:00:00,True,0.0,True,91.0,True,True,True,True,False,True,True,False,,3.51,3.51,3.51,3.51,True,AKSHARE/SINA 1m,OK,True,48,True,True,True,True,True
601369:20260626:905,601369,FAILED_BREAKOUT,2026-07-28,1.0,OK,238,2026-07-28 09:31:00,2026-07-28 15:00:00,True,0.0,True,91.0,True,True,True,True,False,True,True,False,,9.31,9.31,9.2,9.2,True,AKSHARE/SINA 1m,OK,True,48,True,True,True,True,True
603988:20260727:1804,603988,SUCCESS,2026-07-30,2.0,OK,238,2026-07-30 09:31:00,2026-07-30 15:00:00,True,0.0,True,91.0,True,True,True,True,False,True,True,False,,20.3,20.3,19.91,19.91,True,AKSHARE/SINA 1m,OK,True,48,True,True,True,True,True
603955:20260727:1862,603955,FAILED_BREAKOUT,2026-07-30,2.0,OK,238,2026-07-30 09:31:00,2026-07-30 15:00:00,True,0.0,True,91.0,True,True,True,True,False,True,True,False,,20.22,20.22,19.0,19.0,True,AKSHARE/SINA 1m,OK,True,48,True,True,True,True,True
002292:20260727:776,002292,FAILED_BREAKOUT,2026-07-29,1.0,OK,238,2026-07-29 09:31:00,2026-07-29 15:00:00,True,0.0,True,91.0,True,True,True,True,False,True,True,False,,8.18,8.18,8.08,8.08,True,AKSHARE/SINA 1m,OK,True,48,True,True,True,True,True
603630:20260727:1443,603630,FAILED_BREAKOUT,2026-07-30,2.0,OK,238,2026-07-30 09:31:00,2026-07-30 15:00:00,True,0.0,True,91.0,True,True,True,True,False,True,True,False,,16.65,16.65,15.02,15.02,True,AKSHARE/SINA 1m,OK,True,48,True,True,True,True,True
