episode_id,symbol,name,candidate_date,trade_date,anchor_date,candidate_state,selection_source,selection_reason,outcome,outcome_reason,data_cutoff,pit_valid,intraday_data_available,invalid_price,s1_price,b2_trigger_price,pattern_3d,setup_quality_score,entry_quality_score,data_quality,duplicate_check,same_anchor_sibling_count
000702:20240808:492,000702,,2024-08-09,2024-08-12,2024-08-08,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,4.9,5.99,,INVALID_BEFORE_S1,69.14,69.14,PARTIAL,1,1
003029:20240807:2015,003029,,2024-08-09,2024-08-12,2024-08-07,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,17.68,20.79,,INVALID_BEFORE_S1,64.2,58.04,PARTIAL,1,0
002890:20240808:924,002890,,2024-08-09,2024-08-12,2024-08-08,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,FAILED_BREAKOUT,S1 touched but close 9.45 < S1 10.73,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,9.08,10.73,,S1_BEFORE_INVALID,72.84,72.84,PARTIAL,1,0
603131:20240807:1695,603131,,2024-08-09,2024-08-12,2024-08-07,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,13.91,15.24,,INVALID_BEFORE_S1,60.49,60.49,PARTIAL,1,0
002647:20240808:370,002647,仁东控股,2024-08-09,2024-08-12,2024-08-08,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,3.61,4.21,,INVALID_BEFORE_S1,79.32,79.32,PARTIAL,1,0
002209:20240806:842,002209,,2024-08-09,2024-08-12,2024-08-06,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,7.5,8.59,,INVALID_BEFORE_S1,73.15,73.15,PARTIAL,1,0
000536:20240809:208,000536,,2024-08-12,2024-08-13,2024-08-09,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,2.07,2.36,,INVALID_BEFORE_S1,85.19,53.01,PARTIAL,1,0
603333:20240807:343,603333,,2024-08-12,2024-08-13,2024-08-07,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,3.17,3.64,,INVALID_BEFORE_S1,73.15,73.15,PARTIAL,1,1
000558:20240809:254,000558,,2024-08-12,2024-08-13,2024-08-09,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,2.32,2.66,,INVALID_BEFORE_S1,70.37,70.37,PARTIAL,1,0
603716:20240808:696,603716,塞力医疗,2024-08-12,2024-08-13,2024-08-08,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,6.93,7.49,,INVALID_BEFORE_S1,61.73,51.03,PARTIAL,1,1
603768:20240807:1163,603768,,2024-08-12,2024-08-13,2024-08-07,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,10.58,11.96,,INVALID_BEFORE_S1,75.31,75.31,PARTIAL,1,1
600227:20240808:158,600227,赤天化,2024-08-12,2024-08-13,2024-08-08,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,1.48,1.66,,INVALID_BEFORE_S1,76.3,76.3,PARTIAL,1,1
000952:20240808:581,000952,,2024-08-12,2024-08-13,2024-08-08,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,5.07,5.63,,INVALID_BEFORE_S1,60.25,60.25,PARTIAL,1,0
600552:20240809:1012,600552,凯盛科技,2024-08-12,2024-08-13,2024-08-09,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,9.82,11.15,,INVALID_BEFORE_S1,75.31,75.31,PARTIAL,1,1
003026:20240809:3213,003026,,2024-08-12,2024-08-13,2024-08-09,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,SUCCESS,S1 first + close>=S1 + volume>=signal-day volume,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,29.59,33.38,,S1_BEFORE_INVALID,62.96,41.75,PARTIAL,1,0
600316:20240806:2349,600316,,2024-08-12,2024-08-13,2024-08-06,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,NO_LAUNCH,no S1 and no invalid touch within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,18.91,22.78,,NEITHER,47.67,47.67,PARTIAL,1,0
002796:20240807:893,002796,,2024-08-12,2024-08-13,2024-08-07,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,FAILED_BREAKOUT,S1 touched but close 8.62 < S1 8.69,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,7.85,8.69,,S1_BEFORE_INVALID,69.44,53.42,PARTIAL,1,0
603900:20240809:596,603900,,2024-08-12,2024-08-13,2024-08-09,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,5.93,6.75,,INVALID_BEFORE_S1,70.37,70.37,PARTIAL,1,1
603079:20240808:1340,603079,,2024-08-12,2024-08-13,2024-08-08,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,11.52,12.94,,INVALID_BEFORE_S1,59.57,59.57,PARTIAL,1,0
002695:20240808:733,002695,,2024-08-12,2024-08-13,2024-08-08,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,6.82,7.6,,INVALID_BEFORE_S1,69.14,69.14,PARTIAL,1,0
002059:20240808:580,002059,,2024-08-12,2024-08-13,2024-08-08,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,5.05,5.59,,INVALID_BEFORE_S1,51.85,51.85,PARTIAL,1,0
002915:20240809:1010,002915,,2024-08-12,2024-08-13,2024-08-09,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,10.05,11.15,,INVALID_BEFORE_S1,79.01,79.01,PARTIAL,1,0
603558:20240808:899,603558,,2024-08-12,2024-08-13,2024-08-08,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,8.44,9.38,,INVALID_BEFORE_S1,78.77,78.77,PARTIAL,1,1
002672:20240812:391,002672,,2024-08-13,2024-08-14,2024-08-12,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,3.89,4.5,,INVALID_BEFORE_S1,85.19,85.19,PARTIAL,1,0
002030:20240812:594,002030,,2024-08-13,2024-08-14,2024-08-12,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,5.91,6.98,,INVALID_BEFORE_S1,73.83,73.83,PARTIAL,1,1
002022:20240812:616,002022,,2024-08-13,2024-08-14,2024-08-12,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,6.13,6.75,,INVALID_BEFORE_S1,76.85,76.85,PARTIAL,1,0
002603:20240812:1756,002603,,2024-08-13,2024-08-14,2024-08-12,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,17.99,19.5,,INVALID_BEFORE_S1,70.68,70.68,PARTIAL,1,0
002824:20240809:1345,002824,,2024-08-13,2024-08-14,2024-08-09,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,NO_LAUNCH,no S1 and no invalid touch within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,12.8,14.1,,NEITHER,87.65,79.68,PARTIAL,1,2
601019:20240812:1175,601019,,2024-08-13,2024-08-14,2024-08-12,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,FAILED_BREAKOUT,S1 touched but close 12.38 < S1 12.45,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,11.39,12.45,,S1_BEFORE_INVALID,66.67,66.67,PARTIAL,1,2
002246:20240812:857,002246,,2024-08-13,2024-08-14,2024-08-12,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,8.39,9.81,,INVALID_BEFORE_S1,75.62,75.62,PARTIAL,1,1
605255:20240812:1307,605255,天普股份,2024-08-13,2024-08-14,2024-08-12,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,12.74,13.75,,INVALID_BEFORE_S1,76.85,76.85,PARTIAL,1,0
600216:20240808:1640,600216,,2024-08-13,2024-08-14,2024-08-08,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,14.86,17.5,,INVALID_BEFORE_S1,54.32,54.32,PARTIAL,1,0
002728:20240812:855,002728,,2024-08-13,2024-08-14,2024-08-12,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,8.51,9.52,,INVALID_BEFORE_S1,76.85,76.85,PARTIAL,1,1
603121:20240809:745,603121,,2024-08-13,2024-08-14,2024-08-09,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,7.41,7.84,,INVALID_BEFORE_S1,76.54,75.82,PARTIAL,1,2
603375:20240809:4044,603375,盛景微,2024-08-13,2024-08-14,2024-08-09,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,UNKNOWN,S1_BEFORE_INVALID flagged but no S1-touch bar found,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,40.24,43.2,,S1_BEFORE_INVALID,67.9,40.62,PARTIAL,1,1
000710:20240812:825,000710,,2024-08-13,2024-08-14,2024-08-12,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,UNKNOWN,pattern_3d AMBIGUOUS (same-day S1/invalid order unknown),2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,7.8,8.4,,AMBIGUOUS,70.68,70.68,PARTIAL,1,1
600653:20240813:136,600653,,2024-08-14,2024-08-15,2024-08-13,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,1.31,1.45,,INVALID_BEFORE_S1,78.77,78.77,PARTIAL,1,0
605218:20240813:1729,605218,,2024-08-14,2024-08-15,2024-08-13,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,17.2,18.78,,INVALID_BEFORE_S1,76.3,76.3,PARTIAL,1,1
603916:20240813:729,603916,,2024-08-14,2024-08-15,2024-08-13,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,7.25,8.59,,INVALID_BEFORE_S1,83.02,83.02,PARTIAL,1,1
002629:20240813:188,002629,,2024-08-14,2024-08-15,2024-08-13,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,1.84,2.29,,INVALID_BEFORE_S1,79.01,79.01,PARTIAL,1,1
000712:20240813:1110,000712,,2024-08-14,2024-08-15,2024-08-13,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,11.04,13.1,,INVALID_BEFORE_S1,66.67,66.67,PARTIAL,1,1
002729:20240813:1018,002729,,2024-08-14,2024-08-15,2024-08-13,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,10.08,11.68,,INVALID_BEFORE_S1,83.95,83.95,PARTIAL,1,0
603679:20240812:1302,603679,,2024-08-14,2024-08-15,2024-08-12,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,11.08,13.2,,INVALID_BEFORE_S1,61.48,61.48,PARTIAL,1,0
001358:20240813:2230,001358,兴欣新材,2024-08-14,2024-08-15,2024-08-13,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,22.15,23.8,,INVALID_BEFORE_S1,81.23,81.23,PARTIAL,1,0
002317:20240812:1290,002317,,2024-08-14,2024-08-15,2024-08-12,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,NO_LAUNCH,no S1 and no invalid touch within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,11.44,13.1,,NEITHER,70.12,70.12,PARTIAL,1,0
000518:20240812:226,000518,,2024-08-14,2024-08-15,2024-08-12,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,NO_LAUNCH,no S1 and no invalid touch within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,1.98,2.31,,NEITHER,62.96,30.93,PARTIAL,1,1
603966:20240813:703,603966,,2024-08-14,2024-08-15,2024-08-13,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,6.91,8.59,,INVALID_BEFORE_S1,81.79,81.79,PARTIAL,1,1
603042:20240807:1019,603042,华脉科技,2024-08-14,2024-08-15,2024-08-07,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,9.43,10.34,,INVALID_BEFORE_S1,74.42,74.42,PARTIAL,1,1
003001:20240813:1782,003001,中岩大地,2024-08-15,2024-08-16,2024-08-13,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,FAILED_BREAKOUT,S1 close accepted but volume < signal-day volume,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,17.62,19.6,,S1_BEFORE_INVALID,77.78,55.09,PARTIAL,1,1
002713:20240814:263,002713,东易日盛,2024-08-15,2024-08-16,2024-08-14,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,2.45,2.83,,INVALID_BEFORE_S1,76.3,76.3,PARTIAL,1,0
600105:20240814:397,600105,,2024-08-15,2024-08-16,2024-08-14,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,UNKNOWN,pattern_3d AMBIGUOUS (same-day S1/invalid order unknown),2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,3.95,4.14,,AMBIGUOUS,70.12,49.08,PARTIAL,1,1
002890:20240812:1014,002890,,2024-08-15,2024-08-16,2024-08-12,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,8.37,9.13,,INVALID_BEFORE_S1,50.62,50.62,PARTIAL,1,0
002806:20240814:1020,002806,,2024-08-15,2024-08-16,2024-08-14,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,9.7,10.68,,INVALID_BEFORE_S1,66.42,66.42,PARTIAL,1,0
605178:20240813:1375,605178,时空科技,2024-08-15,2024-08-16,2024-08-13,B1_READY,corrected-episodes 66d5943ffd4c83d8... + outcome-study execution-reality,frozen lifecycle candidate (B1_READY/B2_READY/B2_CONFIRMED) at D-1 close with valid invalid+S1 and >=3 future sessions; earliest candidate per anchor,STRUCTURE_FAIL,invalid first within 3 sessions,2026-07-31 (frozen snapshot snap-2026-07-31-b5f84004de8a),True,False,13.68,14.26,,INVALID_BEFORE_S1,85.19,63.2,PARTIAL,1,0
