episode_id,symbol,candidate_date,CHECKPOINT,volume_pace,abs_session_low,session_range,session_low_price,session_high_price
600846:20260630:1000,600846,2026-07-01,1000,3.6667560947,0.0,6.9,10.0,10.69
603211:20260630:3551,603211,2026-07-02,0945,0.5546942027,3.0157,4.8451,32.16,33.74
603211:20260630:3551,603211,2026-07-02,1000,0.4832605242,3.0157,4.8451,32.16,33.74
603118:20260630:1211,603118,2026-07-02,0945,0.5889913339,3.1535,2.5941,11.67,11.98
603118:20260630:1211,603118,2026-07-02,1000,0.625308386,3.6515,3.0962,11.61,11.98
002403:20260701:981,002403,2026-07-02,0945,1.1016131583,1.9368,3.996,9.62,10.02
002403:20260701:981,002403,2026-07-02,1000,0.8282918547,1.9368,3.996,9.62,10.02
000938:20260630:2886,000938,2026-07-02,0945,0.4127617433,4.1096,4.0439,28.7,29.88
000938:20260630:2886,000938,2026-07-02,1000,0.4508326264,4.1096,4.0439,28.7,29.88
002903:20260630:4542,002903,2026-07-02,0945,0.3979519627,3.6384,3.6061,42.11,43.67
002903:20260630:4542,002903,2026-07-02,1000,0.4242731616,3.8902,3.8604,42.0,43.67
600661:20260701:760,600661,2026-07-02,0945,1.1904293464,2.5,3.8564,7.41,7.7
600661:20260701:760,600661,2026-07-02,1000,1.5985981211,2.5,5.5851,7.41,7.83
002442:20260701:542,002442,2026-07-02,0945,2.2943000437,2.3985,4.8689,5.29,5.55
002442:20260701:542,002442,2026-07-02,1000,1.7774117761,2.3985,5.0562,5.29,5.56
605300:20260629:1035,605300,2026-07-02,0945,0.4293627573,2.452,3.3659,9.15,9.46
605300:20260629:1035,605300,2026-07-02,1000,0.567870649,2.452,4.6688,9.15,9.58
605018:20260630:1491,605018,2026-07-02,0945,0.5858628651,0.7666,3.1579,14.24,14.69
605018:20260630:1491,605018,2026-07-02,1000,0.6771494475,0.7666,4.2105,14.24,14.84
603615:20260701:1777,603615,2026-07-02,0945,5.9897163636,0.0,5.7606,17.77,18.8
603615:20260701:1777,603615,2026-07-02,1000,2.8961354454,0.0,6.0962,17.77,18.86
002124:20260701:232,002124,2026-07-03,0945,0.3156062344,0.4367,2.5751,2.28,2.34
002124:20260701:232,002124,2026-07-03,1000,0.4006752102,0.4367,2.5751,2.28,2.34
002931:20260702:7128,002931,2026-07-03,0945,1.5595794672,2.4411,6.6266,69.54,74.28
002931:20260702:7128,002931,2026-07-03,1000,1.5571378925,2.4411,8.6957,69.54,75.76
605111:20260630:9914,605111,2026-07-03,0945,0.6146331271,3.4421,4.5728,80.51,84.31
605111:20260630:9914,605111,2026-07-03,1000,0.5992236059,3.634,4.7653,80.35,84.31
600975:20260701:474,600975,2026-07-03,0945,0.4357453946,1.6878,3.3898,4.66,4.82
600975:20260701:474,600975,2026-07-03,1000,0.4853923755,1.6878,3.3898,4.66,4.82
002392:20260702:878,002392,2026-07-03,0945,4.7141479434,3.0752,5.6009,8.51,8.99
002392:20260702:878,002392,2026-07-03,1000,2.4547716598,3.0752,5.6009,8.51,8.99
002440:20260701:1128,002440,2026-07-03,0945,0.7364951591,3.5422,4.9046,10.62,11.16
002440:20260701:1128,002440,2026-07-03,1000,0.8225722372,4.9046,6.267,10.47,11.16
003030:20260702:2244,003030,2026-07-03,0945,1.5157319574,0.1783,4.3767,22.4,23.39
003030:20260702:2244,003030,2026-07-03,1000,1.7630828187,0.1783,4.3767,22.4,23.39
002607:20260701:198,002607,2026-07-03,0945,0.4865404919,0.5208,3.6082,1.93,2.0
002607:20260701:198,002607,2026-07-03,1000,0.5215574478,0.5208,4.6392,1.91,2.0
600449:20260702:1239,600449,2026-07-03,0945,6.3336836574,1.2914,5.3659,12.23,12.89
600449:20260702:1239,600449,2026-07-03,1000,7.0414750014,1.2914,7.7236,12.23,13.18
000876:20260701:690,000876,2026-07-03,0945,0.4475149173,0.5831,2.6163,6.82,7.0
000876:20260701:690,000876,2026-07-03,1000,0.5028345591,1.1662,3.1977,6.78,7.0
002842:20260702:5017,002842,2026-07-06,0945,0.4808319931,2.5471,2.8895,44.0,45.3
002842:20260702:5017,002842,2026-07-06,1000,0.6329070567,4.7619,5.1122,43.0,45.3
002693:20260702:1067,002693,2026-07-06,0945,0.5022125067,2.7397,4.5908,9.94,10.4
002693:20260702:1067,002693,2026-07-06,1000,0.5992235074,3.5225,5.3892,9.86,10.4
002427:20260702:530,002427,2026-07-06,0945,0.7899324648,1.2121,6.25,4.89,5.2
002427:20260702:530,002427,2026-07-06,1000,0.6786382851,1.2121,6.25,4.89,5.2
002518:20260630:5359,002518,2026-07-06,0945,1.3903238669,1.1925,4.8525,47.23,49.55
002518:20260630:5359,002518,2026-07-06,1000,1.3726836821,1.1925,5.3545,47.23,49.79
000593:20260706:2466,000593,2026-07-07,0945,1.0480596196,0.6488,8.9764,24.5,26.78
000593:20260706:2466,000593,2026-07-07,1000,1.2857459194,5.515,13.7008,23.3,26.78
603118:20260706:1342,603118,2026-07-07,0945,2.438367406,4.5455,4.0217,12.81,13.33
603118:20260706:1342,603118,2026-07-07,1000,2.9289760939,4.5455,5.8778,12.81,13.57
001270:20260703:16332,001270,2026-07-07,0945,1.1426351548,0.5897,7.8276,160.33,172.88
001270:20260703:16332,001270,2026-07-07,1000,0.7745010213,0.5897,7.8276,160.33,172.88
002472:20260703:4701,002472,2026-07-08,0945,0.8878063608,6.8268,6.8313,41.9,44.97
002472:20260703:4701,002472,2026-07-08,1000,0.9463384408,7.0936,7.0984,41.78,44.97
002129:20260707:1102,002129,2026-07-08,0945,2.76489339,3.2668,6.7376,10.66,11.42
002129:20260707:1102,002129,2026-07-08,1000,1.6693249769,4.6279,8.0674,10.51,11.42
603020:20260706:1469,603020,2026-07-08,0945,0.9029625873,2.7988,7.3152,12.85,13.79
603020:20260706:1469,603020,2026-07-08,1000,1.007168573,2.7988,8.7938,12.85,13.98
001206:20260707:1954,001206,2026-07-08,0945,2.4259409511,1.6888,5.9031,19.21,20.38
001206:20260707:1954,001206,2026-07-08,1000,1.4560172392,1.6888,10.2422,19.21,21.24
603477:20260706:1673,603477,2026-07-08,0945,0.5702081923,4.2042,5.036,15.95,16.79
603477:20260706:1673,603477,2026-07-08,1000,0.6440499595,4.2042,5.036,15.95,16.79
002585:20260707:1137,002585,2026-07-27,0945,0.627902439,1.5894,2.9216,7.43,7.65
002585:20260707:1137,002585,2026-07-27,1000,1.2876956061,1.5894,6.5073,7.43,7.92
603065:20260707:2025,603065,2026-07-27,0945,1.3122125549,8.7075,7.6056,13.42,14.5
603065:20260707:2025,603065,2026-07-27,1000,1.0554594526,8.7075,8.662,13.42,14.65
002642:20260708:670,002642,2026-07-27,0945,0.6821709683,1.5601,2.9688,6.31,6.5
002642:20260708:670,002642,2026-07-27,1000,0.6572916781,1.5601,3.75,6.31,6.55
002403:20260706:1178,002403,2026-07-27,0945,0.777030141,0.7624,1.5248,7.81,7.93
002403:20260706:1178,002403,2026-07-27,1000,1.1085858586,0.7624,3.5578,7.81,8.09
000892:20260706:376,000892,2026-07-27,0945,0.7280366807,2.3411,4.4068,2.92,3.05
000892:20260706:376,000892,2026-07-27,1000,0.9343651899,2.3411,4.7458,2.92,3.06
601369:20260626:905,601369,2026-07-27,0945,1.3221554191,3.3822,3.6364,8.57,8.89
601369:20260626:905,601369,2026-07-27,1000,1.0747180723,3.3822,3.6364,8.57,8.89
002051:20260727:905,002051,2026-07-28,0945,0.8362344856,1.768,4.1989,8.89,9.27
002051:20260727:905,002051,2026-07-28,1000,1.0021256406,1.8785,4.3094,8.88,9.27
603988:20260727:1804,603988,2026-07-28,0945,0.9737793089,3.1596,5.2691,17.47,18.4
603988:20260727:1804,603988,2026-07-28,1000,0.9542752855,3.1596,5.2691,17.47,18.4
603661:20260708:4267,603661,2026-07-28,0945,1.0421118793,1.9355,2.2182,27.36,27.97
603661:20260708:4267,603661,2026-07-28,1000,1.0656370656,1.9355,2.2182,27.36,27.97
603315:20260727:1203,603315,2026-07-28,0945,1.7015345352,0.5819,4.8841,11.96,12.55
603315:20260727:1203,603315,2026-07-28,1000,0.9141543831,0.5819,4.8841,11.96,12.55
603955:20260727:1862,603955,2026-07-28,0945,0.8014640243,1.9334,3.2311,18.26,18.85
603955:20260727:1862,603955,2026-07-28,1000,0.8446690652,1.9334,4.7097,18.26,19.12
002292:20260727:776,002292,2026-07-28,0945,4.920409112,0.5155,4.6272,7.72,8.08
002292:20260727:776,002292,2026-07-28,1000,2.5528290899,0.5155,4.7558,7.72,8.09
002490:20260708:697,002490,2026-07-28,0945,1.664370596,4.3836,3.9886,6.98,7.26
002490:20260708:697,002490,2026-07-28,1000,1.7970049211,4.3836,3.9886,6.98,7.26
002910:20260708:1287,002910,2026-07-28,0945,1.3055494198,1.1125,3.6205,8.0,8.29
002910:20260708:1287,002910,2026-07-28,1000,1.2376433247,1.1125,3.6205,8.0,8.29
002174:20260727:1134,002174,2026-07-28,0945,3.1418312916,1.4991,2.9359,11.17,11.5
002174:20260727:1134,002174,2026-07-28,1000,1.6354964656,1.4991,2.9359,11.17,11.5
003030:20260727:2261,003030,2026-07-28,0945,1.5720592769,1.7691,3.6761,22.21,23.05
003030:20260727:2261,003030,2026-07-28,1000,1.5259333848,1.7691,4.2451,22.21,23.18
603630:20260727:1443,603630,2026-07-28,0945,1.8521073706,0.2079,3.6351,14.46,14.99
603630:20260727:1443,603630,2026-07-28,1000,1.397888778,0.2079,3.6351,14.46,14.99
600667:20260727:1792,600667,2026-07-28,0945,2.3697643873,0.2232,8.7612,17.88,19.45
600667:20260727:1792,600667,2026-07-28,1000,1.4063224077,0.2232,8.7612,17.88,19.45
