episode_id,symbol,anchor_date,candidate_date,outcome_event_date,s1_price,current_outcome,s1_source,s1_source_sha,event_date_source,event_date_source_sha,asl_5m_status
002317:20260618:2290,002317,2026-06-18,2026-06-22,2026-06-25,23.97,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
002442:20260618:548,002442,2026-06-18,2026-06-22,2026-06-23,5.86,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
603127:20260618:3566,603127,2026-06-18,2026-06-22,2026-06-23,37.95,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
603929:20260617:23218,603929,2026-06-17,2026-06-22,2026-06-25,246.98,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
600026:20260617:1969,600026,2026-06-17,2026-06-22,2026-06-24,21.8,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
601872:20260622:1885,601872,2026-06-22,2026-06-23,2026-06-24,21.27,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
002392:20260618:881,002392,2026-06-18,2026-06-23,2026-06-24,9.39,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
002601:20260622:1703,002601,2026-06-22,2026-06-23,2026-06-25,17.77,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
002440:20260622:1099,002440,2026-06-22,2026-06-23,2026-06-25,11.87,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
600531:20260622:1481,600531,2026-06-22,2026-06-24,2026-06-25,16.91,SUCCESS,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
600708:20260623:329,600708,2026-06-23,2026-06-24,2026-06-25,3.47,SUCCESS,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
603661:20260622:3573,603661,2026-06-22,2026-06-24,2026-06-25,36.79,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
002963:20260622:2144,002963,2026-06-22,2026-06-24,2026-06-25,23.58,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
001206:20260623:1854,001206,2026-06-23,2026-06-24,2026-06-29,20.79,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
603588:20260622:1761,603588,2026-06-22,2026-06-24,2026-06-25,19.37,SUCCESS,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
002549:20260623:1867,002549,2026-06-23,2026-06-24,2026-06-29,20.7,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
600058:20260622:1131,600058,2026-06-22,2026-06-24,2026-06-25,11.45,SUCCESS,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
600234:20260622:3034,600234,2026-06-22,2026-06-24,2026-06-26,30.95,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
605369:20260623:1694,605369,2026-06-23,2026-06-24,2026-06-25,19.19,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
002427:20260624:474,002427,2026-06-24,2026-06-25,2026-06-26,5.0,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
603203:20260624:7014,603203,2026-06-24,2026-06-25,2026-06-29,77.9,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
605300:20260625:943,605300,2026-06-25,2026-06-26,2026-06-30,10.68,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
603297:20260624:13289,603297,2026-06-24,2026-06-26,2026-06-29,142.63,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
600539:20260626:1432,600539,2026-06-26,2026-06-29,2026-06-30,15.95,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
002518:20260625:5443,002518,2026-06-25,2026-06-29,2026-06-30,52.86,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
002497:20260624:2360,002497,2026-06-24,2026-06-29,2026-07-02,22.3,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
600118:20260626:7777,600118,2026-06-26,2026-06-29,2026-06-30,84.0,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
603063:20260625:5517,603063,2026-06-25,2026-06-29,2026-06-30,53.5,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
002728:20260629:880,002728,2026-06-29,2026-06-30,2026-07-01,9.56,SUCCESS,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
002370:20260629:537,002370,2026-06-29,2026-06-30,2026-07-01,5.74,SUCCESS,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
002038:20260629:558,002038,2026-06-29,2026-06-30,2026-07-01,6.09,SUCCESS,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
001270:20260626:13943,001270,2026-06-26,2026-06-30,2026-07-01,160.98,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
002693:20260629:911,002693,2026-06-29,2026-06-30,2026-07-02,9.83,SUCCESS,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
002915:20260629:2034,002915,2026-06-29,2026-06-30,2026-07-01,21.21,SUCCESS,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
600516:20260625:677,600516,2026-06-25,2026-06-30,2026-07-01,6.33,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
000756:20260629:1359,000756,2026-06-29,2026-06-30,2026-07-01,14.78,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
603477:20260629:1455,603477,2026-06-29,2026-06-30,2026-07-01,15.66,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
600488:20260629:484,600488,2026-06-29,2026-07-01,2026-07-02,5.33,SUCCESS,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
002472:20260630:4151,002472,2026-06-30,2026-07-01,2026-07-03,44.85,SUCCESS,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
603717:20260623:679,603717,2026-06-23,2026-07-01,2026-07-03,6.91,SUCCESS,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
002615:20260630:690,002615,2026-06-30,2026-07-01,2026-07-03,7.85,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
001215:20260626:3917,001215,2026-06-26,2026-07-01,2026-07-02,39.29,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
601882:20260630:2023,601882,2026-06-30,2026-07-01,2026-07-02,21.35,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
600846:20260630:1000,600846,2026-06-30,2026-07-01,2026-07-02,10.99,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
603211:20260630:3551,603211,2026-06-30,2026-07-02,2026-07-06,36.65,SUCCESS,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
603118:20260630:1211,603118,2026-06-30,2026-07-02,2026-07-07,13.46,SUCCESS,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
002403:20260701:981,002403,2026-07-01,2026-07-02,2026-07-03,10.66,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
000938:20260630:2886,000938,2026-06-30,2026-07-02,2026-07-03,30.49,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
600661:20260701:760,600661,2026-07-01,2026-07-02,2026-07-06,8.17,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
605018:20260630:1491,605018,2026-06-30,2026-07-02,2026-07-03,15.3,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
603615:20260701:1777,603615,2026-07-01,2026-07-02,2026-07-06,19.68,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
002124:20260701:232,002124,2026-07-01,2026-07-03,2026-07-06,2.4,SUCCESS,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
600975:20260701:474,600975,2026-07-01,2026-07-03,2026-07-07,5.02,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
002607:20260701:198,002607,2026-07-01,2026-07-03,2026-07-07,2.12,SUCCESS,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
600449:20260702:1239,600449,2026-07-02,2026-07-03,2026-07-06,13.98,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
000876:20260701:690,000876,2026-07-01,2026-07-03,2026-07-07,7.39,SUCCESS,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
002642:20260708:670,002642,2026-07-08,2026-07-27,2026-07-28,7.16,SUCCESS,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
000892:20260706:376,000892,2026-07-06,2026-07-27,2026-07-29,3.4,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
601369:20260626:905,601369,2026-06-26,2026-07-27,2026-07-28,9.25,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
603988:20260727:1804,603988,2026-07-27,2026-07-28,2026-07-30,19.79,SUCCESS,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
603955:20260727:1862,603955,2026-07-27,2026-07-28,2026-07-30,20.08,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
002292:20260727:776,002292,2026-07-27,2026-07-28,2026-07-29,8.15,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
603630:20260727:1443,603630,2026-07-27,2026-07-28,2026-07-30,15.51,FAILED_BREAKOUT,current_frozen_outcome,01a9f2fac6cab66686648b112c53eebf0526cee8a5c07559bdd3381578fa108d,legacy_frozen_case_set,b22eae1dd438ed1b4053ce2cfce7ce668010518462261cb724f149615894f4e6,NOT_AVAILABLE
