episode_id,symbol,anchor_date,candidate_date,outcome_3d,outcome_event_date,legacy_event_mapping_status,asl_5m_coverage_status,eligible_r8,missing_reason,s1_price,s1_source,s1_source_sha,event_date_source,event_date_source_sha
600992:20241010:1687,600992,2024-10-10,2024-10-14,SUCCESS,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
003001:20241014:2548,003001,2024-10-14,2024-10-15,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
000801:20241014:1012,000801,2024-10-14,2024-10-15,SUCCESS,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600281:20241011:355,600281,2024-10-11,2024-10-15,UNKNOWN,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
000042:20241014:486,000042,2024-10-14,2024-10-15,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002899:20241014:1813,002899,2024-10-14,2024-10-15,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
603196:20241014:1013,603196,2024-10-14,2024-10-15,FAILED_BREAKOUT,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
601929:20241014:142,601929,2024-10-14,2024-10-15,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002600:20241014:795,002600,2024-10-14,2024-10-15,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
000702:20241014:592,000702,2024-10-14,2024-10-15,FAILED_BREAKOUT,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
605366:20241011:635,605366,2024-10-11,2024-10-15,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600550:20241014:992,600550,2024-10-14,2024-10-15,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600415:20241011:1110,600415,2024-10-11,2024-10-15,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
603261:20241014:3007,603261,2024-10-14,2024-10-15,FAILED_BREAKOUT,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
603018:20241014:826,603018,2024-10-14,2024-10-15,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002947:20241014:3563,002947,2024-10-14,2024-10-16,FAILED_BREAKOUT,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
003042:20241014:1442,003042,2024-10-14,2024-10-16,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
000563:20241014:372,000563,2024-10-14,2024-10-16,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600807:20241015:327,600807,2024-10-15,2024-10-16,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
000571:20241014:389,000571,2024-10-14,2024-10-16,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600719:20241014:682,600719,2024-10-14,2024-10-16,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
603958:20241014:1092,603958,2024-10-14,2024-10-16,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002989:20241014:2405,002989,2024-10-14,2024-10-16,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
603598:20241014:1376,603598,2024-10-14,2024-10-16,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002575:20241015:606,002575,2024-10-15,2024-10-17,UNKNOWN,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
001337:20241016:2561,001337,2024-10-16,2024-10-17,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
000810:20241016:1129,000810,2024-10-16,2024-10-17,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002130:20241014:1568,002130,2024-10-14,2024-10-17,SUCCESS,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
603176:20241015:528,603176,2024-10-15,2024-10-17,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600984:20241016:297,600984,2024-10-16,2024-10-18,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
000803:20241016:425,000803,2024-10-16,2024-10-18,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
000736:20241016:1159,000736,2024-10-16,2024-10-18,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002988:20241017:1672,002988,2024-10-17,2024-10-18,FAILED_BREAKOUT,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
603333:20241016:394,603333,2024-10-16,2024-10-18,FAILED_BREAKOUT,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
601005:20241016:138,601005,2024-10-16,2024-10-18,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
603389:20241016:781,603389,2024-10-16,2024-10-18,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
603053:20241016:1009,603053,2024-10-16,2024-10-18,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600279:20241016:460,600279,2024-10-16,2024-10-18,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600641:20241016:1595,600641,2024-10-16,2024-10-18,FAILED_BREAKOUT,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600606:20241016:212,600606,2024-10-16,2024-10-18,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600383:20241016:591,600383,2024-10-16,2024-10-18,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
603721:20241017:2767,603721,2024-10-17,2024-10-18,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600198:20241016:865,600198,2024-10-16,2024-10-18,FAILED_BREAKOUT,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002793:20241016:463,002793,2024-10-16,2024-10-18,SUCCESS,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
000608:20241016:227,000608,2024-10-16,2024-10-18,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
000558:20241016:275,000558,2024-10-16,2024-10-18,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
603626:20241016:909,603626,2024-10-16,2024-10-18,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
000402:20241016:347,000402,2024-10-16,2024-10-18,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002968:20241016:1102,002968,2024-10-16,2024-10-18,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600611:20241017:864,600611,2024-10-17,2024-10-18,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002926:20241016:868,002926,2024-10-16,2024-10-18,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600650:20241017:1373,600650,2024-10-17,2024-10-18,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002285:20241016:287,002285,2024-10-16,2024-10-18,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002480:20241016:476,002480,2024-10-16,2024-10-18,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
000560:20241016:369,000560,2024-10-16,2024-10-18,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
000565:20241016:531,000565,2024-10-16,2024-10-18,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002537:20241016:743,002537,2024-10-16,2024-10-18,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
001239:20241018:1670,001239,2024-10-18,2024-10-21,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
603212:20241018:1192,603212,2024-10-18,2024-10-21,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002513:20241018:418,002513,2024-10-18,2024-10-21,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002031:20241018:315,002031,2024-10-18,2024-10-21,FAILED_BREAKOUT,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600117:20241017:274,600117,2024-10-17,2024-10-21,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
605086:20241017:2566,605086,2024-10-17,2024-10-21,FAILED_BREAKOUT,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002645:20241018:770,002645,2024-10-18,2024-10-21,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600378:20241018:3070,600378,2024-10-18,2024-10-21,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600039:20241016:829,600039,2024-10-16,2024-10-21,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
601138:20241018:2608,601138,2024-10-18,2024-10-21,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600318:20241018:835,600318,2024-10-18,2024-10-21,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
603331:20241018:970,603331,2024-10-18,2024-10-21,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
601162:20241018:477,601162,2024-10-18,2024-10-21,FAILED_BREAKOUT,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
603516:20241018:3154,603516,2024-10-18,2024-10-21,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
603728:20241018:4640,603728,2024-10-18,2024-10-21,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002952:20241018:2496,002952,2024-10-18,2024-10-21,FAILED_BREAKOUT,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
605588:20241018:4606,605588,2024-10-18,2024-10-22,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
605218:20241018:2288,605218,2024-10-18,2024-10-22,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
001301:20241018:5544,001301,2024-10-18,2024-10-22,UNKNOWN,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
603199:20241021:3820,603199,2024-10-21,2024-10-22,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600567:20241021:175,600567,2024-10-21,2024-10-22,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
605376:20241018:2506,605376,2024-10-18,2024-10-22,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
603690:20241018:2335,603690,2024-10-18,2024-10-22,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
603160:20241018:9141,603160,2024-10-18,2024-10-22,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002605:20241021:2864,002605,2024-10-21,2024-10-23,FAILED_BREAKOUT,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
000981:20241022:122,000981,2024-10-22,2024-10-23,SUCCESS,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600118:20241021:2803,600118,2024-10-21,2024-10-23,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002987:20241021:1781,002987,2024-10-21,2024-10-23,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002369:20241021:688,002369,2024-10-21,2024-10-23,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
000672:20241021:823,000672,2024-10-21,2024-10-23,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002373:20241021:1032,002373,2024-10-21,2024-10-23,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600855:20241021:1231,600855,2024-10-21,2024-10-23,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
000099:20241021:2122,000099,2024-10-21,2024-10-23,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600619:20241021:1088,600619,2024-10-21,2024-10-23,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600601:20241021:429,600601,2024-10-21,2024-10-23,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
603000:20241022:2454,603000,2024-10-22,2024-10-23,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
003015:20241021:1662,003015,2024-10-21,2024-10-23,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002624:20241021:1001,002624,2024-10-21,2024-10-23,SUCCESS,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002868:20241021:1564,002868,2024-10-21,2024-10-23,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
603231:20241022:1767,603231,2024-10-22,2024-10-24,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002991:20241023:7040,002991,2024-10-23,2024-10-24,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
603166:20241022:584,603166,2024-10-22,2024-10-24,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
603260:20241023:5896,603260,2024-10-23,2024-10-24,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
000810:20241022:1304,000810,2024-10-22,2024-10-24,UNKNOWN,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600281:20241022:386,600281,2024-10-22,2024-10-24,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
000829:20241022:1406,000829,2024-10-22,2024-10-24,SUCCESS,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
000777:20241022:1838,000777,2024-10-22,2024-10-24,SUCCESS,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002496:20241023:220,002496,2024-10-23,2024-10-24,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
603711:20241023:1308,603711,2024-10-23,2024-10-24,FAILED_BREAKOUT,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
000595:20241023:974,000595,2024-10-23,2024-10-24,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
000922:20241022:1157,000922,2024-10-22,2024-10-24,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
000723:20241023:510,000723,2024-10-23,2024-10-24,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002429:20241022:524,002429,2024-10-22,2024-10-24,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
001202:20241022:1361,001202,2024-10-22,2024-10-24,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002261:20241021:2453,002261,2024-10-21,2024-10-24,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600391:20241023:2057,600391,2024-10-23,2024-10-25,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
605289:20241022:3092,605289,2024-10-22,2024-10-25,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002189:20241023:2520,002189,2024-10-23,2024-10-25,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600665:20241024:312,600665,2024-10-24,2024-10-25,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002178:20241023:535,002178,2024-10-23,2024-10-25,FAILED_BREAKOUT,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002194:20241023:1122,002194,2024-10-23,2024-10-25,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002093:20241023:855,002093,2024-10-23,2024-10-25,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600530:20241024:299,600530,2024-10-24,2024-10-25,FAILED_BREAKOUT,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002522:20241023:400,002522,2024-10-23,2024-10-25,FAILED_BREAKOUT,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
601127:20241023:10056,601127,2024-10-23,2024-10-25,SUCCESS,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600156:20241022:518,600156,2024-10-22,2024-10-25,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
601279:20241023:411,601279,2024-10-23,2024-10-25,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600881:20241024:182,600881,2024-10-24,2024-10-25,UNKNOWN,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002671:20241023:457,002671,2024-10-23,2024-10-25,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
603488:20241023:817,603488,2024-10-23,2024-10-25,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002709:20241025:1872,002709,2024-10-25,2024-10-28,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600550:20241023:1229,600550,2024-10-23,2024-10-28,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002068:20241025:707,002068,2024-10-25,2024-10-28,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
000659:20241025:281,000659,2024-10-25,2024-10-28,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002083:20241025:540,002083,2024-10-25,2024-10-28,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
000695:20241024:1021,000695,2024-10-24,2024-10-28,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
603185:20241025:1715,603185,2024-10-25,2024-10-28,SUCCESS,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002626:20241024:1651,002626,2024-10-24,2024-10-28,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
001269:20241025:2952,001269,2024-10-25,2024-10-28,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
000750:20241024:513,000750,2024-10-24,2024-10-28,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
000932:20241028:474,000932,2024-10-28,2024-10-29,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
000981:20241028:133,000981,2024-10-28,2024-10-29,UNKNOWN,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
000655:20241028:663,000655,2024-10-28,2024-10-29,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600611:20241028:943,600611,2024-10-28,2024-10-29,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002769:20241025:664,002769,2024-10-25,2024-10-29,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600736:20241028:560,600736,2024-10-28,2024-10-30,SUCCESS,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600231:20241028:198,600231,2024-10-28,2024-10-30,SUCCESS,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
000717:20241028:301,000717,2024-10-28,2024-10-30,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600666:20241028:246,600666,2024-10-28,2024-10-30,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
603790:20241028:1140,603790,2024-10-28,2024-10-30,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002110:20241028:355,002110,2024-10-28,2024-10-30,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
603214:20241028:1882,603214,2024-10-28,2024-10-30,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002848:20241028:994,002848,2024-10-28,2024-10-30,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
603788:20241028:1511,603788,2024-10-28,2024-10-30,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002169:20241028:834,002169,2024-10-28,2024-10-30,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600444:20241028:1701,600444,2024-10-28,2024-10-30,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
000995:20241028:1381,000995,2024-10-28,2024-10-30,UNKNOWN,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
000935:20241028:1998,000935,2024-10-28,2024-10-30,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
605009:20241028:4384,605009,2024-10-28,2024-10-30,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
603001:20241028:586,603001,2024-10-28,2024-10-30,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600691:20241028:243,600691,2024-10-28,2024-10-30,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002869:20241029:3223,002869,2024-10-29,2024-10-30,FAILED_BREAKOUT,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
000518:20241028:295,000518,2024-10-28,2024-10-30,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002786:20241028:1343,002786,2024-10-28,2024-10-30,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600689:20241028:957,600689,2024-10-28,2024-10-30,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600835:20241028:1821,600835,2024-10-28,2024-10-30,SUCCESS,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600792:20241028:397,600792,2024-10-28,2024-10-30,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
001283:20241029:4788,001283,2024-10-29,2024-10-30,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
002599:20241028:784,002599,2024-10-28,2024-10-30,FAILED_BREAKOUT,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
001215:20241028:3093,001215,2024-10-28,2024-10-30,SUCCESS,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600133:20241028:1332,600133,2024-10-28,2024-10-30,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
000761:20241028:389,000761,2024-10-28,2024-10-30,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600869:20241025:604,600869,2024-10-25,2024-10-30,NO_LAUNCH,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600569:20241028:187,600569,2024-10-28,2024-10-30,UNKNOWN,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
003032:20241028:1142,003032,2024-10-28,2024-10-30,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
600756:20241028:1845,600756,2024-10-28,2024-10-30,STRUCTURE_FAIL,,NOT_IN_LEGACY_EVENT_SET,NOT_AVAILABLE,False,,,,,,
