setup_id,code,anchor_date,anchor_price,anchor_source,profile,limit_price,is_first_board,recent_limit_count,recent_limits_non_consecutive,seal_before_cutoff,snapshot_id,strategy_commit,strategy_config_hash
601865:20241023:2210,601865,2024-10-23,22.10,PRICE_ONLY,PRICE_ONLY,22.10,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
603016:20241023:3482,603016,2024-10-23,34.82,PRICE_ONLY,PRICE_ONLY,34.82,True,2,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
603260:20241023:5896,603260,2024-10-23,58.96,PRICE_ONLY,PRICE_ONLY,58.96,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
603488:20241023:817,603488,2024-10-23,8.17,PRICE_ONLY,PRICE_ONLY,8.17,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
603618:20241023:545,603618,2024-10-23,5.45,PRICE_ONLY,PRICE_ONLY,5.45,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
603655:20241023:1982,603655,2024-10-23,19.82,PRICE_ONLY,PRICE_ONLY,19.82,True,2,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
603711:20241023:1308,603711,2024-10-23,13.08,PRICE_ONLY,PRICE_ONLY,13.08,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
603776:20241023:1417,603776,2024-10-23,14.17,PRICE_ONLY,PRICE_ONLY,14.17,True,2,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
000158:20241024:2534,000158,2024-10-24,25.34,PRICE_ONLY,PRICE_ONLY,25.34,True,2,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
000510:20241024:429,000510,2024-10-24,4.29,PRICE_ONLY,PRICE_ONLY,4.29,True,2,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
000518:20241024:256,000518,2024-10-24,2.56,PRICE_ONLY,PRICE_ONLY,2.56,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
000599:20241024:503,000599,2024-10-24,5.03,PRICE_ONLY,PRICE_ONLY,5.03,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
000695:20241024:1021,000695,2024-10-24,10.21,PRICE_ONLY,PRICE_ONLY,10.21,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
000750:20241024:513,000750,2024-10-24,5.13,PRICE_ONLY,PRICE_ONLY,5.13,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
000839:20241024:296,000839,2024-10-24,2.96,PRICE_ONLY,PRICE_ONLY,2.96,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
000890:20241024:355,000890,2024-10-24,3.55,PRICE_ONLY,PRICE_ONLY,3.55,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
002072:20241024:564,002072,2024-10-24,5.64,PRICE_ONLY,PRICE_ONLY,5.64,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
002210:20241024:199,002210,2024-10-24,1.99,PRICE_ONLY,PRICE_ONLY,1.99,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
002229:20241024:1389,002229,2024-10-24,13.89,PRICE_ONLY,PRICE_ONLY,13.89,True,2,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
002290:20241024:1439,002290,2024-10-24,14.39,PRICE_ONLY,PRICE_ONLY,14.39,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
002562:20241024:449,002562,2024-10-24,4.49,PRICE_ONLY,PRICE_ONLY,4.49,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
002622:20241024:232,002622,2024-10-24,2.32,PRICE_ONLY,PRICE_ONLY,2.32,True,2,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
002626:20241024:1651,002626,2024-10-24,16.51,PRICE_ONLY,PRICE_ONLY,16.51,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
002654:20241024:1230,002654,2024-10-24,12.30,PRICE_ONLY,PRICE_ONLY,12.30,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
002728:20241024:919,002728,2024-10-24,9.19,PRICE_ONLY,PRICE_ONLY,9.19,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
002743:20241024:482,002743,2024-10-24,4.82,PRICE_ONLY,PRICE_ONLY,4.82,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
002777:20241024:2146,002777,2024-10-24,21.46,PRICE_ONLY,PRICE_ONLY,21.46,True,2,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
002786:20241024:1207,002786,2024-10-24,12.07,PRICE_ONLY,PRICE_ONLY,12.07,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
002952:20241024:2753,002952,2024-10-24,27.53,PRICE_ONLY,PRICE_ONLY,27.53,True,2,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
003002:20241024:2261,003002,2024-10-24,22.61,PRICE_ONLY,PRICE_ONLY,22.61,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
600105:20241024:514,600105,2024-10-24,5.14,PRICE_ONLY,PRICE_ONLY,5.14,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
600530:20241024:299,600530,2024-10-24,2.99,PRICE_ONLY,PRICE_ONLY,2.99,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
600579:20241024:673,600579,2024-10-24,6.73,PRICE_ONLY,PRICE_ONLY,6.73,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
600589:20241024:370,600589,2024-10-24,3.70,PRICE_ONLY,PRICE_ONLY,3.70,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
600653:20241024:171,600653,2024-10-24,1.71,PRICE_ONLY,PRICE_ONLY,1.71,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
600658:20241024:518,600658,2024-10-24,5.18,PRICE_ONLY,PRICE_ONLY,5.18,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
600665:20241024:312,600665,2024-10-24,3.12,PRICE_ONLY,PRICE_ONLY,3.12,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
600666:20241024:216,600666,2024-10-24,2.16,PRICE_ONLY,PRICE_ONLY,2.16,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
600712:20241024:487,600712,2024-10-24,4.87,PRICE_ONLY,PRICE_ONLY,4.87,True,2,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
600881:20241024:182,600881,2024-10-24,1.82,PRICE_ONLY,PRICE_ONLY,1.82,True,2,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
601700:20241024:484,601700,2024-10-24,4.84,PRICE_ONLY,PRICE_ONLY,4.84,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
601929:20241024:182,601929,2024-10-24,1.82,PRICE_ONLY,PRICE_ONLY,1.82,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
603079:20241024:1348,603079,2024-10-24,13.48,PRICE_ONLY,PRICE_ONLY,13.48,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
603123:20241024:884,603123,2024-10-24,8.84,PRICE_ONLY,PRICE_ONLY,8.84,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
603226:20241024:410,603226,2024-10-24,4.10,PRICE_ONLY,PRICE_ONLY,4.10,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
603739:20241024:1349,603739,2024-10-24,13.49,PRICE_ONLY,PRICE_ONLY,13.49,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
603773:20241024:2394,603773,2024-10-24,23.94,PRICE_ONLY,PRICE_ONLY,23.94,True,2,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
603958:20241024:1230,603958,2024-10-24,12.30,PRICE_ONLY,PRICE_ONLY,12.30,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
605178:20241024:1845,605178,2024-10-24,18.45,PRICE_ONLY,PRICE_ONLY,18.45,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
000009:20241025:974,000009,2024-10-25,9.74,PRICE_ONLY,PRICE_ONLY,9.74,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
000021:20241025:1899,000021,2024-10-25,18.99,PRICE_ONLY,PRICE_ONLY,18.99,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
000025:20241025:1801,000025,2024-10-25,18.01,PRICE_ONLY,PRICE_ONLY,18.01,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
000045:20241025:1058,000045,2024-10-25,10.58,PRICE_ONLY,PRICE_ONLY,10.58,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
000520:20241025:438,000520,2024-10-25,4.38,PRICE_ONLY,PRICE_ONLY,4.38,True,2,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
000536:20241025:378,000536,2024-10-25,3.78,PRICE_ONLY,PRICE_ONLY,3.78,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
000561:20241025:884,000561,2024-10-25,8.84,PRICE_ONLY,PRICE_ONLY,8.84,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
000586:20241025:1076,000586,2024-10-25,10.76,PRICE_ONLY,PRICE_ONLY,10.76,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
000659:20241025:281,000659,2024-10-25,2.81,PRICE_ONLY,PRICE_ONLY,2.81,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
000720:20241025:406,000720,2024-10-25,4.06,PRICE_ONLY,PRICE_ONLY,4.06,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
000790:20241025:443,000790,2024-10-25,4.43,PRICE_ONLY,PRICE_ONLY,4.43,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
000985:20241025:1848,000985,2024-10-25,18.48,PRICE_ONLY,PRICE_ONLY,18.48,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
001211:20241025:1917,001211,2024-10-25,19.17,PRICE_ONLY,PRICE_ONLY,19.17,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
001269:20241025:2952,001269,2024-10-25,29.52,PRICE_ONLY,PRICE_ONLY,29.52,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
001301:20241025:5992,001301,2024-10-25,59.92,PRICE_ONLY,PRICE_ONLY,59.92,True,2,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
002068:20241025:707,002068,2024-10-25,7.07,PRICE_ONLY,PRICE_ONLY,7.07,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
002083:20241025:540,002083,2024-10-25,5.40,PRICE_ONLY,PRICE_ONLY,5.40,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
002116:20241025:1113,002116,2024-10-25,11.13,PRICE_ONLY,PRICE_ONLY,11.13,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
002129:20241025:1184,002129,2024-10-25,11.84,PRICE_ONLY,PRICE_ONLY,11.84,True,2,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
002183:20241025:482,002183,2024-10-25,4.82,PRICE_ONLY,PRICE_ONLY,4.82,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
002313:20241025:846,002313,2024-10-25,8.46,PRICE_ONLY,PRICE_ONLY,8.46,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
002495:20241025:216,002495,2024-10-25,2.16,PRICE_ONLY,PRICE_ONLY,2.16,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
002506:20241025:250,002506,2024-10-25,2.50,PRICE_ONLY,PRICE_ONLY,2.50,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
002513:20241025:474,002513,2024-10-25,4.74,PRICE_ONLY,PRICE_ONLY,4.74,True,2,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
002709:20241025:1872,002709,2024-10-25,18.72,PRICE_ONLY,PRICE_ONLY,18.72,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
002769:20241025:664,002769,2024-10-25,6.64,PRICE_ONLY,PRICE_ONLY,6.64,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
002802:20241025:1101,002802,2024-10-25,11.01,PRICE_ONLY,PRICE_ONLY,11.01,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
002805:20241025:1297,002805,2024-10-25,12.97,PRICE_ONLY,PRICE_ONLY,12.97,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
002836:20241025:851,002836,2024-10-25,8.51,PRICE_ONLY,PRICE_ONLY,8.51,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
002865:20241025:5962,002865,2024-10-25,59.62,PRICE_ONLY,PRICE_ONLY,59.62,True,2,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
002866:20241025:1678,002866,2024-10-25,16.78,PRICE_ONLY,PRICE_ONLY,16.78,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
002931:20241025:1117,002931,2024-10-25,11.17,PRICE_ONLY,PRICE_ONLY,11.17,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
002992:20241025:5553,002992,2024-10-25,55.53,PRICE_ONLY,PRICE_ONLY,55.53,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
002995:20241025:2100,002995,2024-10-25,21.00,PRICE_ONLY,PRICE_ONLY,21.00,True,2,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
600172:20241025:296,600172,2024-10-25,2.96,PRICE_ONLY,PRICE_ONLY,2.96,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
600246:20241025:1023,600246,2024-10-25,10.23,PRICE_ONLY,PRICE_ONLY,10.23,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
600336:20241025:938,600336,2024-10-25,9.38,PRICE_ONLY,PRICE_ONLY,9.38,True,2,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
600438:20241025:2767,600438,2024-10-25,27.67,PRICE_ONLY,PRICE_ONLY,27.67,True,2,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
600463:20241025:1551,600463,2024-10-25,15.51,PRICE_ONLY,PRICE_ONLY,15.51,True,2,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
600481:20241025:492,600481,2024-10-25,4.92,PRICE_ONLY,PRICE_ONLY,4.92,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
600509:20241025:695,600509,2024-10-25,6.95,PRICE_ONLY,PRICE_ONLY,6.95,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
600539:20241025:561,600539,2024-10-25,5.61,PRICE_ONLY,PRICE_ONLY,5.61,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
600604:20241025:470,600604,2024-10-25,4.70,PRICE_ONLY,PRICE_ONLY,4.70,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
600615:20241025:1093,600615,2024-10-25,10.93,PRICE_ONLY,PRICE_ONLY,10.93,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
600724:20241025:479,600724,2024-10-25,4.79,PRICE_ONLY,PRICE_ONLY,4.79,True,2,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
600732:20241025:1109,600732,2024-10-25,11.09,PRICE_ONLY,PRICE_ONLY,11.09,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
600743:20241025:166,600743,2024-10-25,1.66,PRICE_ONLY,PRICE_ONLY,1.66,True,1,True,,snap-2026-07-31-d34171a7e7ae,315fbe0d6a41cbcbb17166c03c134e010f163084,47a0ea2b41952f06f43d1fe3a5e066993bade6ecec45c81103022008c7eae6bf
