episode_id,symbol,anchor_date,candidate_date,frozen_pattern_3d,recomputed_pattern_3d,frozen_outcome_3d,recomputed_outcome_3d,frozen_outcome_reason,recomputed_outcome_reason,s1_price,invalid_price,first_s1_touch_date,first_invalid_touch_date,conflict_class,candidate_row_reconciliation_status,event_row_reconciliation_status,feature_snapshot_id,feature_snapshot_hash,episode_snapshot_id
603992:20260611:3191,603992,2026-06-11,2026-06-12,S1_BEFORE_INVALID,S1_BEFORE_INVALID,UNKNOWN,FAILED_BREAKOUT,S1_BEFORE_INVALID flagged but no S1-touch bar found,FAILED_ACCEPTANCE: S1 touched but close 33.70 < S1 34.20,34.2,31.75,2026-06-15,,S1_TOUCH_RESOLUTION_CHANGED,CONFIRMED,CONFIRMED,snap-2026-07-31-b5f84004de8a,e7243dee3bafe46e725e2b6ee884b07ac97a01c0705b41df0562d35019593514,snap-2026-07-31-b5f84004de8a
600405:20260630:452,600405,2026-06-30,2026-07-01,INVALID_BEFORE_S1,S1_BEFORE_INVALID,STRUCTURE_FAIL,FAILED_BREAKOUT,invalid first within 3 sessions,FAILED_ACCEPTANCE: S1 touched but close 4.77 < S1 4.88,4.88,4.44,2026-07-13,,PATTERN_CHANGED,CONFIRMED,PROVISIONAL,snap-2026-07-31-b5f84004de8a,e7243dee3bafe46e725e2b6ee884b07ac97a01c0705b41df0562d35019593514,snap-2026-07-31-b5f84004de8a
600801:20260703:1811,600801,2026-07-03,2026-07-06,S1_BEFORE_INVALID,INVALID_BEFORE_S1,UNKNOWN,STRUCTURE_FAIL,S1_BEFORE_INVALID flagged but no S1-touch bar found,invalid first within 3 sessions,19.26,16.89,,2026-07-09,PATTERN_CHANGED,CONFIRMED,PROVISIONAL,snap-2026-07-31-b5f84004de8a,e7243dee3bafe46e725e2b6ee884b07ac97a01c0705b41df0562d35019593514,snap-2026-07-31-b5f84004de8a
002518:20260630:5359,002518,2026-06-30,2026-07-06,INVALID_BEFORE_S1,NEITHER,STRUCTURE_FAIL,NO_LAUNCH,invalid first within 3 sessions,no S1 and no invalid touch within 3 sessions,49.97,38.65,,,PATTERN_CHANGED,CONFIRMED,,snap-2026-07-31-b5f84004de8a,e7243dee3bafe46e725e2b6ee884b07ac97a01c0705b41df0562d35019593514,snap-2026-07-31-b5f84004de8a
603818:20260702:340,603818,2026-07-02,2026-07-06,INVALID_BEFORE_S1,NEITHER,STRUCTURE_FAIL,NO_LAUNCH,invalid first within 3 sessions,no S1 and no invalid touch within 3 sessions,3.46,3.06,,,PATTERN_CHANGED,CONFIRMED,,snap-2026-07-31-b5f84004de8a,e7243dee3bafe46e725e2b6ee884b07ac97a01c0705b41df0562d35019593514,snap-2026-07-31-b5f84004de8a
000972:20260702:369,000972,2026-07-02,2026-07-06,INVALID_BEFORE_S1,NEITHER,STRUCTURE_FAIL,NO_LAUNCH,invalid first within 3 sessions,no S1 and no invalid touch within 3 sessions,3.85,3.47,,,PATTERN_CHANGED,CONFIRMED,,snap-2026-07-31-b5f84004de8a,e7243dee3bafe46e725e2b6ee884b07ac97a01c0705b41df0562d35019593514,snap-2026-07-31-b5f84004de8a
605377:20260706:970,605377,2026-07-06,2026-07-07,INVALID_BEFORE_S1,NEITHER,STRUCTURE_FAIL,NO_LAUNCH,invalid first within 3 sessions,no S1 and no invalid touch within 3 sessions,10.3,9.17,,,PATTERN_CHANGED,CONFIRMED,,snap-2026-07-31-b5f84004de8a,e7243dee3bafe46e725e2b6ee884b07ac97a01c0705b41df0562d35019593514,snap-2026-07-31-b5f84004de8a
600143:20260703:1701,600143,2026-07-03,2026-07-07,INVALID_BEFORE_S1,NEITHER,STRUCTURE_FAIL,NO_LAUNCH,invalid first within 3 sessions,no S1 and no invalid touch within 3 sessions,17.3,14.51,,,PATTERN_CHANGED,CONFIRMED,,snap-2026-07-31-b5f84004de8a,e7243dee3bafe46e725e2b6ee884b07ac97a01c0705b41df0562d35019593514,snap-2026-07-31-b5f84004de8a
601678:20260702:770,601678,2026-07-02,2026-07-08,S1_BEFORE_INVALID,INVALID_BEFORE_S1,UNKNOWN,STRUCTURE_FAIL,S1_BEFORE_INVALID flagged but no S1-touch bar found,invalid first within 3 sessions,6.3,5.45,,2026-07-10,PATTERN_CHANGED,CONFIRMED,PROVISIONAL,snap-2026-07-31-b5f84004de8a,e7243dee3bafe46e725e2b6ee884b07ac97a01c0705b41df0562d35019593514,snap-2026-07-31-b5f84004de8a
001287:20260706:3147,001287,2026-07-06,2026-07-08,INVALID_BEFORE_S1,S1_BEFORE_INVALID,STRUCTURE_FAIL,FAILED_BREAKOUT,invalid first within 3 sessions,FAILED_ACCEPTANCE: S1 touched but close 31.03 < S1 32.00,32.0,27.8,2026-07-10,,PATTERN_CHANGED,CONFIRMED,PROVISIONAL,snap-2026-07-31-b5f84004de8a,e7243dee3bafe46e725e2b6ee884b07ac97a01c0705b41df0562d35019593514,snap-2026-07-31-b5f84004de8a
002815:20260706:1636,002815,2026-07-06,2026-07-08,INVALID_BEFORE_S1,S1_BEFORE_INVALID,STRUCTURE_FAIL,SUCCESS,invalid first within 3 sessions,S1 first + close>=S1 + volume>=signal-day volume,16.81,15.43,2026-07-09,,PATTERN_CHANGED,CONFIRMED,PROVISIONAL,snap-2026-07-31-b5f84004de8a,e7243dee3bafe46e725e2b6ee884b07ac97a01c0705b41df0562d35019593514,snap-2026-07-31-b5f84004de8a
603087:20260706:6709,603087,2026-07-06,2026-07-08,S1_BEFORE_INVALID,INVALID_BEFORE_S1,UNKNOWN,STRUCTURE_FAIL,S1_BEFORE_INVALID flagged but no S1-touch bar found,invalid first within 3 sessions,68.15,62.13,,2026-07-09,PATTERN_CHANGED,CONFIRMED,PROVISIONAL,snap-2026-07-31-b5f84004de8a,e7243dee3bafe46e725e2b6ee884b07ac97a01c0705b41df0562d35019593514,snap-2026-07-31-b5f84004de8a
603020:20260706:1469,603020,2026-07-06,2026-07-08,INVALID_BEFORE_S1,NEITHER,STRUCTURE_FAIL,NO_LAUNCH,invalid first within 3 sessions,no S1 and no invalid touch within 3 sessions,15.15,12.26,,,PATTERN_CHANGED,CONFIRMED,,snap-2026-07-31-b5f84004de8a,e7243dee3bafe46e725e2b6ee884b07ac97a01c0705b41df0562d35019593514,snap-2026-07-31-b5f84004de8a
001206:20260707:1954,001206,2026-07-07,2026-07-08,INVALID_BEFORE_S1,AMBIGUOUS,STRUCTURE_FAIL,UNKNOWN,invalid first within 3 sessions,pattern AMBIGUOUS (same-day S1/invalid order unknown),21.94,20.09,2026-07-09,2026-07-09,PATTERN_CHANGED,CONFIRMED,PROVISIONAL,snap-2026-07-31-b5f84004de8a,e7243dee3bafe46e725e2b6ee884b07ac97a01c0705b41df0562d35019593514,snap-2026-07-31-b5f84004de8a
603090:20260706:5480,603090,2026-07-06,2026-07-08,INVALID_BEFORE_S1,NEITHER,STRUCTURE_FAIL,NO_LAUNCH,invalid first within 3 sessions,no S1 and no invalid touch within 3 sessions,57.1,45.28,,,PATTERN_CHANGED,CONFIRMED,,snap-2026-07-31-b5f84004de8a,e7243dee3bafe46e725e2b6ee884b07ac97a01c0705b41df0562d35019593514,snap-2026-07-31-b5f84004de8a
