episode_id,symbol,name,anchor_date,candidate_date,outcome_3d,outcome_reason_3d,outcome_5d,outcome_reason_5d,time_to_s1_10d,time_to_invalid_10d,first_event_type_10d,first_event_date_10d,window_incomplete_5d,window_incomplete_10d,first_event_right_censored_10d,candidate_reconciliation_status,feature_3d_has_provisional,label_5d_has_provisional,s1_price,invalid_price,data_quality,quality_flags,feature_snapshot_id,label_snapshot_id_5d
002659:20241115:565,002659,凯文教育,2024-11-15,2024-11-19,FAILED_BREAKOUT,S1 touched but close 5.21 < S1 5.28,FAILED_BREAKOUT,FAILED_ACCEPTANCE: S1 touched but close 5.21 < S1 5.28,1.0,3.0,S1_FIRST,2024-11-20,False,False,False,CONFIRMED,False,False,5.28,4.96,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
601011:20241118:264,601011,,2024-11-18,2024-11-19,SUCCESS,S1 first + close>=S1 + volume>=signal-day volume,SUCCESS,S1 first + close>=S1 + volume>=signal-day volume,1.0,4.0,S1_FIRST,2024-11-20,False,False,False,CONFIRMED,False,False,2.86,2.58,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
000717:20241118:293,000717,,2024-11-18,2024-11-19,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2024-11-20,False,False,False,CONFIRMED,False,False,3.19,2.89,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
600508:20241118:1465,600508,,2024-11-18,2024-11-19,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2024-11-20,False,False,False,CONFIRMED,False,False,15.7,14.58,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
002146:20241118:219,002146,,2024-11-18,2024-11-19,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2024-11-20,False,False,False,CONFIRMED,False,False,2.67,2.1,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
603958:20241112:1571,603958,,2024-11-12,2024-11-19,NO_LAUNCH,no S1 and no invalid touch within 3 sessions,NO_LAUNCH,no S1 and no invalid touch within 5 sessions,,,NONE,,False,False,False,CONFIRMED,False,False,14.47,9.8,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
002995:20241113:2201,002995,天地在线,2024-11-13,2024-11-19,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,2.0,1.0,INVALID_FIRST,2024-11-20,False,False,False,CONFIRMED,False,False,22.58,19.99,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
603090:20241115:2079,603090,,2024-11-15,2024-11-19,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2024-11-20,False,False,False,CONFIRMED,False,False,21.29,18.9,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
600157:20241118:171,600157,,2024-11-18,2024-11-19,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2024-11-20,False,False,False,CONFIRMED,False,False,1.85,1.66,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
002912:20241118:2833,002912,,2024-11-18,2024-11-19,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2024-11-20,False,False,False,CONFIRMED,False,False,34.39,27.22,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
000981:20241118:180,000981,,2024-11-18,2024-11-19,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2024-11-20,False,False,False,CONFIRMED,False,False,2.2,1.79,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
003030:20241115:1693,003030,祖名股份,2024-11-15,2024-11-19,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,3.0,INVALID_FIRST,2024-11-22,False,False,False,CONFIRMED,False,False,17.33,14.75,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
000516:20241112:656,000516,,2024-11-12,2024-11-19,SUCCESS,S1 first + close>=S1 + volume>=signal-day volume,SUCCESS,S1 first + close>=S1 + volume>=signal-day volume,1.0,4.0,S1_FIRST,2024-11-20,False,False,False,CONFIRMED,False,False,5.85,5.62,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
603859:20241118:3350,603859,,2024-11-18,2024-11-19,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2024-11-20,False,False,False,CONFIRMED,False,False,37.7,33.33,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
601360:20241115:1264,601360,,2024-11-15,2024-11-19,FAILED_BREAKOUT,S1 touched but close 11.90 < S1 11.97,FAILED_BREAKOUT,FAILED_ACCEPTANCE: S1 touched but close 11.90 < S1 11.97,1.0,,S1_FIRST,2024-11-20,False,False,False,CONFIRMED,False,False,11.97,10.12,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
000926:20241118:297,000926,,2024-11-18,2024-11-19,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,3.0,INVALID_FIRST,2024-11-22,False,False,False,CONFIRMED,False,False,3.03,2.72,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
000608:20241118:265,000608,阳光股份,2024-11-18,2024-11-19,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2024-11-20,False,False,False,CONFIRMED,False,False,2.76,2.55,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
603697:20241115:1070,603697,,2024-11-15,2024-11-19,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,3.0,INVALID_FIRST,2024-11-22,False,False,False,CONFIRMED,False,False,11.76,10.05,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
603365:20241118:1499,603365,,2024-11-18,2024-11-19,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,4.0,1.0,INVALID_FIRST,2024-11-20,False,False,False,CONFIRMED,False,False,15.83,14.92,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
000402:20241118:393,000402,,2024-11-18,2024-11-19,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,9.0,1.0,INVALID_FIRST,2024-11-20,False,False,False,CONFIRMED,False,False,4.18,3.67,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
002466:20241119:4120,002466,,2024-11-19,2024-11-20,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2024-11-21,False,False,False,CONFIRMED,False,False,44.58,40.99,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
600609:20241119:743,600609,,2024-11-19,2024-11-20,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2024-11-21,False,False,False,CONFIRMED,False,False,8.48,7.35,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
002192:20241119:3927,002192,,2024-11-19,2024-11-20,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,2.0,INVALID_FIRST,2024-11-22,False,False,False,CONFIRMED,False,False,41.67,39.07,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
000066:20241119:1939,000066,,2024-11-19,2024-11-20,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2024-11-21,False,False,False,CONFIRMED,False,False,24.49,19.06,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
001203:20241119:997,001203,,2024-11-19,2024-11-20,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,2.0,INVALID_FIRST,2024-11-22,False,False,False,CONFIRMED,False,False,10.91,9.92,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
002936:20241118:226,002936,,2024-11-18,2024-11-20,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2024-11-21,False,False,False,CONFIRMED,False,False,2.37,2.17,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
002119:20241119:1494,002119,,2024-11-19,2024-11-20,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,2.0,INVALID_FIRST,2024-11-22,False,False,False,CONFIRMED,False,False,16.8,15.09,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
002387:20241118:1461,002387,维信诺,2024-11-18,2024-11-20,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2024-11-21,False,False,False,CONFIRMED,False,False,16.0,13.41,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
002240:20241119:1665,002240,盛新锂能,2024-11-19,2024-11-20,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2024-11-21,False,False,False,CONFIRMED,False,False,18.32,16.57,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
600292:20241119:1464,600292,,2024-11-19,2024-11-20,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,8.0,1.0,INVALID_FIRST,2024-11-21,False,False,False,CONFIRMED,False,False,16.37,14.35,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
000536:20241119:609,000536,,2024-11-19,2024-11-20,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,2.0,INVALID_FIRST,2024-11-22,False,False,False,CONFIRMED,False,False,6.96,6.06,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
002756:20241119:4679,002756,,2024-11-19,2024-11-20,NO_LAUNCH,no S1 and no invalid touch within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,4.0,INVALID_FIRST,2024-11-26,False,False,False,CONFIRMED,False,False,50.64,45.11,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
002366:20241119:499,002366,,2024-11-19,2024-11-20,UNKNOWN,pattern_3d AMBIGUOUS (same-day S1/invalid order unknown),UNKNOWN,pattern AMBIGUOUS (same-day S1/invalid order unknown),1.0,1.0,AMBIGUOUS,2024-11-21,False,False,False,CONFIRMED,False,False,5.52,4.97,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
002738:20241119:3952,002738,,2024-11-19,2024-11-20,NO_LAUNCH,no S1 and no invalid touch within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,4.0,INVALID_FIRST,2024-11-26,False,False,False,CONFIRMED,False,False,42.6,37.96,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
002199:20241119:1023,002199,东晶电子,2024-11-19,2024-11-20,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,3.0,INVALID_FIRST,2024-11-25,False,False,False,CONFIRMED,False,False,11.54,10.43,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
001269:20241119:2936,001269,,2024-11-19,2024-11-20,SUCCESS,S1 first + close>=S1 + volume>=signal-day volume,SUCCESS,S1 first + close>=S1 + volume>=signal-day volume,1.0,5.0,S1_FIRST,2024-11-21,False,False,False,CONFIRMED,False,False,32.2,28.71,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
000670:20241119:719,000670,盈方微,2024-11-19,2024-11-20,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2024-11-21,False,False,False,CONFIRMED,False,False,8.99,7.38,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
603520:20241120:1038,603520,,2024-11-20,2024-11-21,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,3.0,1.0,INVALID_FIRST,2024-11-22,False,False,False,CONFIRMED,False,False,10.65,10.01,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
000503:20241120:1354,000503,国新健康,2024-11-20,2024-11-21,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2024-11-22,False,False,False,CONFIRMED,False,False,15.98,13.95,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
000036:20241120:580,000036,华联控股,2024-11-20,2024-11-21,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2024-11-22,False,False,False,CONFIRMED,False,False,6.35,5.72,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
603196:20241120:1607,603196,璞源材料,2024-11-20,2024-11-21,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,7.0,1.0,INVALID_FIRST,2024-11-22,False,False,False,CONFIRMED,False,False,20.52,15.99,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
603990:20241120:1081,603990,,2024-11-20,2024-11-21,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,8.0,1.0,INVALID_FIRST,2024-11-22,False,False,False,CONFIRMED,False,False,12.21,10.91,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
002047:20241120:295,002047,,2024-11-20,2024-11-21,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,5.0,1.0,INVALID_FIRST,2024-11-22,False,False,False,CONFIRMED,False,False,3.15,2.82,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
002848:20241120:1010,002848,,2024-11-20,2024-11-21,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,7.0,1.0,INVALID_FIRST,2024-11-22,False,False,False,CONFIRMED,False,False,11.3,9.84,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
003016:20241120:868,003016,,2024-11-20,2024-11-21,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,5.0,1.0,INVALID_FIRST,2024-11-22,False,False,False,CONFIRMED,False,False,9.2,8.21,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
002777:20241120:2195,002777,,2024-11-20,2024-11-21,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2024-11-22,False,False,False,CONFIRMED,False,False,25.03,21.84,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
600605:20241120:4056,600605,,2024-11-20,2024-11-21,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,3.0,2.0,INVALID_FIRST,2024-11-25,False,False,False,CONFIRMED,False,False,42.28,38.82,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
002094:20241120:757,002094,,2024-11-20,2024-11-21,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2024-11-22,False,False,False,CONFIRMED,False,False,10.33,7.53,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
002653:20241120:3567,002653,,2024-11-20,2024-11-21,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,4.0,1.0,INVALID_FIRST,2024-11-22,False,False,False,CONFIRMED,False,False,37.95,34.87,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
003032:20241120:1122,003032,传智教育,2024-11-20,2024-11-21,FAILED_BREAKOUT,S1 touched but close 11.49 < S1 12.49,FAILED_BREAKOUT,FAILED_ACCEPTANCE: S1 touched but close 11.49 < S1 12.49,1.0,4.0,S1_FIRST,2024-11-22,False,False,False,CONFIRMED,False,False,12.49,11.16,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
002348:20241120:363,002348,,2024-11-20,2024-11-21,FAILED_BREAKOUT,S1 close accepted but volume < signal-day volume,FAILED_BREAKOUT,FAILED_EXPANSION: S1 close accepted but volume < signal-day volume,3.0,,S1_FIRST,2024-11-26,False,False,False,CONFIRMED,False,False,4.09,3.55,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
002312:20241120:1715,002312,,2024-11-20,2024-11-21,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,8.0,1.0,INVALID_FIRST,2024-11-22,False,False,False,CONFIRMED,False,False,22.88,17.06,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
603580:20241120:2237,603580,艾艾精工,2024-11-20,2024-11-21,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2024-11-22,False,False,False,CONFIRMED,False,False,24.42,22.26,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
002123:20241120:1132,002123,,2024-11-20,2024-11-21,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2024-11-22,False,False,False,CONFIRMED,False,False,11.98,11.06,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
603306:20241120:2970,603306,华懋科技,2024-11-20,2024-11-21,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2024-11-22,False,False,False,CONFIRMED,False,False,33.17,29.55,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
