CHECKPOINT,stratum,group,feature,success_n,control_n,success_median,control_median,rank_biserial
1030,Q2,FAILED_BREAKOUT,price_vs_vwap_pct,13,20,0.6295,0.5628,0.0385
1030,Q2,FAILED_BREAKOUT,close_location_so_far,13,20,0.659,0.6285,-0.0346
1030,Q2,FAILED_BREAKOUT,d0_new_low_since_anchor_so_far,13,20,1.0,0.0,-0.4654
1030,Q2,FAILED_BREAKOUT,pullback_volume_dry_up_pre_D0,9,5,1.1991,1.0069,0.3333
1030,Q2,FAILED_BREAKOUT,cum_volume_vs_D1_ratio,13,20,0.3679,0.5699,0.5
1030,Q2,FAILED_BREAKOUT,cum_volume_vs_anchor_ratio,13,20,0.4412,0.6421,0.5385
1030,Q2,FAILED_BREAKOUT,session_range_pct,13,20,5.1707,6.8747,0.4538
1030,Q2,FAILED_BREAKOUT,session_low_pct_vs_prev_close,13,20,-1.8883,-1.4034,0.1846
1030,Q2,FAILED_BREAKOUT,D1_upper_shadow_pct,13,20,2.0101,0.0,-0.5692
1030,Q2,STRUCTURE_FAIL,price_to_s1_pct,13,11,-8.7368,-8.294,-0.0629
1030,Q2,STRUCTURE_FAIL,s1_reject_count_so_far,13,11,0.0,0.0,0.0
1030,Q2,STRUCTURE_FAIL,support_reclaimed_so_far,13,11,0.0,0.0,-0.007
1030,Q2,STRUCTURE_FAIL,recovery_from_session_low_pct,13,11,3.1716,2.2768,-0.049
1030,Q2,STRUCTURE_FAIL,price_vs_vwap_pct,13,11,0.6295,0.7935,-0.035
1030,Q2,STRUCTURE_FAIL,close_location_so_far,13,11,0.659,0.583,-0.1888
1030,Q2,STRUCTURE_FAIL,d0_new_low_since_anchor_so_far,13,11,1.0,0.0,-0.1608
1030,Q2,STRUCTURE_FAIL,pullback_volume_dry_up_pre_D0,9,6,1.1991,1.0392,-0.1481
1030,Q2,STRUCTURE_FAIL,cum_volume_vs_D1_ratio,13,11,0.3679,0.4846,0.0769
1030,Q2,STRUCTURE_FAIL,cum_volume_vs_anchor_ratio,13,11,0.4412,0.4891,0.035
1030,Q2,STRUCTURE_FAIL,session_range_pct,13,11,5.1707,5.1294,-0.007
1030,Q2,STRUCTURE_FAIL,session_low_pct_vs_prev_close,13,11,-1.8883,-2.6597,-0.1049
1030,Q2,STRUCTURE_FAIL,D1_upper_shadow_pct,13,11,2.0101,0.9818,-0.1329
1030,Q3,FAILED_BREAKOUT,price_to_s1_pct,9,30,-5.174,-5.926,-0.1852
1030,Q3,FAILED_BREAKOUT,s1_reject_count_so_far,9,30,0.0,0.0,0.0
1030,Q3,FAILED_BREAKOUT,support_reclaimed_so_far,9,30,0.0,1.0,0.3
1030,Q3,FAILED_BREAKOUT,recovery_from_session_low_pct,9,30,2.1053,2.8489,0.3704
1030,Q3,FAILED_BREAKOUT,price_vs_vwap_pct,9,30,-0.2705,0.2183,0.237
1030,Q3,FAILED_BREAKOUT,close_location_so_far,9,30,0.452,0.5775,0.2593
1030,Q3,FAILED_BREAKOUT,d0_new_low_since_anchor_so_far,9,30,0.0,0.0,-0.0111
1030,Q3,FAILED_BREAKOUT,cum_volume_vs_D1_ratio,9,30,0.4659,0.5911,0.2667
1030,Q3,FAILED_BREAKOUT,cum_volume_vs_anchor_ratio,9,30,0.6228,0.5911,0.0667
1030,Q3,FAILED_BREAKOUT,session_range_pct,9,30,4.1373,5.0442,0.4519
1030,Q3,FAILED_BREAKOUT,session_low_pct_vs_prev_close,9,30,-1.1173,-2.032,-0.4444
1030,Q3,FAILED_BREAKOUT,D1_upper_shadow_pct,9,30,0.0,0.0,-0.2222
1030,Q3,STRUCTURE_FAIL,price_to_s1_pct,9,10,-5.174,-7.0787,-0.2444
1030,Q3,STRUCTURE_FAIL,s1_reject_count_so_far,9,10,0.0,0.0,0.0
1030,Q3,STRUCTURE_FAIL,support_reclaimed_so_far,9,10,0.0,0.0,0.0667
1030,Q3,STRUCTURE_FAIL,recovery_from_session_low_pct,9,10,2.1053,2.7072,0.3333
1030,Q3,STRUCTURE_FAIL,price_vs_vwap_pct,9,10,-0.2705,0.2745,0.1778
1030,Q3,STRUCTURE_FAIL,close_location_so_far,9,10,0.452,0.5055,0.0222
1030,Q3,STRUCTURE_FAIL,d0_new_low_since_anchor_so_far,9,10,0.0,0.0,0.0889
1030,Q3,STRUCTURE_FAIL,cum_volume_vs_D1_ratio,9,10,0.4659,0.6525,0.3778
1030,Q3,STRUCTURE_FAIL,cum_volume_vs_anchor_ratio,9,10,0.6228,0.6525,0.2222
1030,Q3,STRUCTURE_FAIL,session_range_pct,9,10,4.1373,5.218,0.5778
1030,Q3,STRUCTURE_FAIL,session_low_pct_vs_prev_close,9,10,-1.1173,-2.1808,-0.5778
1030,Q3,STRUCTURE_FAIL,D1_upper_shadow_pct,9,10,0.0,0.0,-0.3333
1030,Q4,FAILED_BREAKOUT,price_to_s1_pct,11,29,-5.752,-5.1518,0.1223
1030,Q4,FAILED_BREAKOUT,s1_reject_count_so_far,11,29,0.0,0.0,0.0
1030,Q4,FAILED_BREAKOUT,support_reclaimed_so_far,11,29,1.0,0.0,-0.2696
1030,Q4,FAILED_BREAKOUT,recovery_from_session_low_pct,11,29,1.8868,1.689,0.047
1030,Q4,FAILED_BREAKOUT,price_vs_vwap_pct,11,29,-0.6649,-0.0252,0.1536
1030,Q4,FAILED_BREAKOUT,close_location_so_far,11,29,0.455,0.438,0.0658
1030,Q4,FAILED_BREAKOUT,d0_new_low_since_anchor_so_far,11,29,0.0,0.0,-0.1097
1030,Q4,FAILED_BREAKOUT,pullback_volume_dry_up_pre_D0,6,16,1.1101,1.3625,0.2917
1030,Q4,FAILED_BREAKOUT,cum_volume_vs_D1_ratio,11,29,0.3583,0.4126,0.2476
1030,Q4,FAILED_BREAKOUT,cum_volume_vs_anchor_ratio,11,29,0.4686,0.5211,0.3793
1030,Q4,FAILED_BREAKOUT,session_range_pct,11,29,4.25,4.3733,0.1223
1030,Q4,FAILED_BREAKOUT,session_low_pct_vs_prev_close,11,29,-2.3941,-3.7763,-0.3041
1030,Q4,FAILED_BREAKOUT,D1_upper_shadow_pct,11,29,1.8331,0.4105,-0.1003
1030,Q4,STRUCTURE_FAIL,price_to_s1_pct,11,9,-5.752,-6.9925,-0.3939
1030,Q4,STRUCTURE_FAIL,s1_reject_count_so_far,11,9,0.0,0.0,0.0
1030,Q4,STRUCTURE_FAIL,support_reclaimed_so_far,11,9,1.0,0.0,-0.2121
1030,Q4,STRUCTURE_FAIL,recovery_from_session_low_pct,11,9,1.8868,1.0442,-0.2323
1030,Q4,STRUCTURE_FAIL,price_vs_vwap_pct,11,9,-0.6649,-0.6798,-0.1717
1030,Q4,STRUCTURE_FAIL,close_location_so_far,11,9,0.455,0.187,-0.2727
1030,Q4,STRUCTURE_FAIL,d0_new_low_since_anchor_so_far,11,9,0.0,0.0,-0.0101
1030,Q4,STRUCTURE_FAIL,pullback_volume_dry_up_pre_D0,6,5,1.1101,0.9423,-0.3333
1030,Q4,STRUCTURE_FAIL,cum_volume_vs_D1_ratio,11,9,0.3583,0.5411,0.5758
1030,Q4,STRUCTURE_FAIL,cum_volume_vs_anchor_ratio,11,9,0.4686,0.4987,0.3737
1030,Q4,STRUCTURE_FAIL,session_range_pct,11,9,4.25,5.5094,0.4545
1030,Q4,STRUCTURE_FAIL,session_low_pct_vs_prev_close,11,9,-2.3941,-4.6512,-0.4343
1030,Q4,STRUCTURE_FAIL,D1_upper_shadow_pct,11,9,1.8331,0.0,-0.2828
1130,Q1,FAILED_BREAKOUT,price_to_s1_pct,7,18,-9.127,-8.8668,0.1587
1130,Q1,FAILED_BREAKOUT,s1_reject_count_so_far,7,18,0.0,0.0,0.0
1130,Q1,FAILED_BREAKOUT,support_reclaimed_so_far,7,18,1.0,1.0,0.2619
1130,Q1,FAILED_BREAKOUT,recovery_from_session_low_pct,7,18,3.3394,5.0517,0.4127
1130,Q1,FAILED_BREAKOUT,price_vs_vwap_pct,7,18,0.9886,0.9602,0.127
1130,Q1,FAILED_BREAKOUT,close_location_so_far,7,18,0.56,0.7295,0.2222
1130,Q1,FAILED_BREAKOUT,d0_new_low_since_anchor_so_far,7,18,0.0,0.0,0.2222
1130,Q1,FAILED_BREAKOUT,pullback_volume_dry_up_pre_D0,6,6,1.2454,1.5413,0.2222
1130,Q1,FAILED_BREAKOUT,cum_volume_vs_D1_ratio,7,18,0.6918,1.1346,0.2698
1130,Q1,FAILED_BREAKOUT,cum_volume_vs_anchor_ratio,7,18,0.8716,1.2277,0.381
1130,Q1,FAILED_BREAKOUT,session_range_pct,7,18,4.7385,7.5674,0.619
1130,Q1,FAILED_BREAKOUT,session_low_pct_vs_prev_close,7,18,0.8636,-2.6269,-0.8571
1130,Q1,FAILED_BREAKOUT,D1_upper_shadow_pct,7,18,0.8556,0.0,-0.3968
1130,Q1,NO_LAUNCH,price_to_s1_pct,7,5,-9.127,-18.0462,-0.6
1130,Q1,NO_LAUNCH,s1_reject_count_so_far,7,5,0.0,0.0,0.0
1130,Q1,NO_LAUNCH,support_reclaimed_so_far,7,5,1.0,0.0,-0.1714
1130,Q1,NO_LAUNCH,recovery_from_session_low_pct,7,5,3.3394,3.073,0.1429
1130,Q1,NO_LAUNCH,price_vs_vwap_pct,7,5,0.9886,0.4989,0.0286
1130,Q1,NO_LAUNCH,close_location_so_far,7,5,0.56,0.69,-0.0857
1130,Q1,NO_LAUNCH,d0_new_low_since_anchor_so_far,7,5,0.0,0.0,0.4
1130,Q1,NO_LAUNCH,cum_volume_vs_D1_ratio,7,5,0.6918,0.6785,-0.0286
1130,Q1,NO_LAUNCH,cum_volume_vs_anchor_ratio,7,5,0.8716,0.5643,-0.3143
1130,Q1,NO_LAUNCH,session_range_pct,7,5,4.7385,6.6452,0.2571
1130,Q1,NO_LAUNCH,session_low_pct_vs_prev_close,7,5,0.8636,-1.4271,-0.8286
1130,Q1,NO_LAUNCH,D1_upper_shadow_pct,7,5,0.8556,1.0088,-0.0571
1130,Q1,STRUCTURE_FAIL,price_to_s1_pct,7,21,-9.127,-12.701,-0.2517
1130,Q1,STRUCTURE_FAIL,s1_reject_count_so_far,7,21,0.0,0.0,0.0
1130,Q1,STRUCTURE_FAIL,support_reclaimed_so_far,7,21,1.0,1.0,0.0952
1130,Q1,STRUCTURE_FAIL,recovery_from_session_low_pct,7,21,3.3394,3.5981,0.2381
1130,Q1,STRUCTURE_FAIL,price_vs_vwap_pct,7,21,0.9886,-0.7361,-0.1837
1130,Q1,STRUCTURE_FAIL,close_location_so_far,7,21,0.56,0.44,-0.0884
1130,Q1,STRUCTURE_FAIL,d0_new_low_since_anchor_so_far,7,21,0.0,0.0,0.1905
1130,Q1,STRUCTURE_FAIL,pullback_volume_dry_up_pre_D0,6,7,1.2454,1.5672,0.3333
1130,Q1,STRUCTURE_FAIL,cum_volume_vs_D1_ratio,7,21,0.6918,1.343,0.483
1130,Q1,STRUCTURE_FAIL,cum_volume_vs_anchor_ratio,7,21,0.8716,1.5336,0.5102
1130,Q1,STRUCTURE_FAIL,session_range_pct,7,21,4.7385,8.7612,0.6463
1130,Q1,STRUCTURE_FAIL,session_low_pct_vs_prev_close,7,21,0.8636,-2.2099,-0.7687
1130,Q1,STRUCTURE_FAIL,D1_upper_shadow_pct,7,21,0.8556,0.0,-0.449
1130,Q2,FAILED_BREAKOUT,price_to_s1_pct,13,20,-8.5775,-6.7587,0.2
1130,Q2,FAILED_BREAKOUT,s1_reject_count_so_far,13,20,0.0,0.0,0.0
1130,Q2,FAILED_BREAKOUT,support_reclaimed_so_far,13,20,1.0,1.0,0.0077
1130,Q2,FAILED_BREAKOUT,recovery_from_session_low_pct,13,20,3.7856,4.1601,0.2308
1130,Q2,FAILED_BREAKOUT,price_vs_vwap_pct,13,20,0.6501,0.5145,-0.0462
1130,Q2,FAILED_BREAKOUT,close_location_so_far,13,20,0.532,0.632,-0.0692
1130,Q2,FAILED_BREAKOUT,d0_new_low_since_anchor_so_far,13,20,1.0,0.0,-0.4654
1130,Q2,FAILED_BREAKOUT,pullback_volume_dry_up_pre_D0,9,5,1.1991,1.0069,0.3333
1130,Q2,FAILED_BREAKOUT,cum_volume_vs_D1_ratio,13,20,0.527,0.7522,0.4462
1130,Q2,FAILED_BREAKOUT,cum_volume_vs_anchor_ratio,13,20,0.632,0.8407,0.4385
1130,Q2,FAILED_BREAKOUT,session_range_pct,13,20,5.9859,6.8747,0.2615
1130,Q2,FAILED_BREAKOUT,session_low_pct_vs_prev_close,13,20,-1.8883,-1.4034,0.1923
1130,Q2,FAILED_BREAKOUT,D1_upper_shadow_pct,13,20,2.0101,0.0,-0.5692
1130,Q2,STRUCTURE_FAIL,price_to_s1_pct,13,11,-8.5775,-8.5263,-0.1189
1130,Q2,STRUCTURE_FAIL,s1_reject_count_so_far,13,11,0.0,0.0,0.0
1130,Q2,STRUCTURE_FAIL,support_reclaimed_so_far,13,11,1.0,1.0,-0.1469
1130,Q2,STRUCTURE_FAIL,recovery_from_session_low_pct,13,11,3.7856,3.4689,-0.1119
1130,Q2,STRUCTURE_FAIL,price_vs_vwap_pct,13,11,0.6501,0.4006,-0.1748
1130,Q2,STRUCTURE_FAIL,close_location_so_far,13,11,0.532,0.55,-0.2517
1130,Q2,STRUCTURE_FAIL,d0_new_low_since_anchor_so_far,13,11,1.0,0.0,-0.1608
1130,Q2,STRUCTURE_FAIL,pullback_volume_dry_up_pre_D0,9,6,1.1991,1.0392,-0.1481
1130,Q2,STRUCTURE_FAIL,cum_volume_vs_D1_ratio,13,11,0.527,0.6309,0.0909
1130,Q2,STRUCTURE_FAIL,cum_volume_vs_anchor_ratio,13,11,0.632,0.6309,-0.049
1130,Q2,STRUCTURE_FAIL,session_range_pct,13,11,5.9859,5.2891,-0.1469
1130,Q2,STRUCTURE_FAIL,session_low_pct_vs_prev_close,13,11,-1.8883,-3.3195,-0.2028
1130,Q2,STRUCTURE_FAIL,D1_upper_shadow_pct,13,11,2.0101,0.9818,-0.1329
1130,Q3,FAILED_BREAKOUT,price_to_s1_pct,9,30,-6.3336,-5.8578,-0.1259
1130,Q3,FAILED_BREAKOUT,s1_reject_count_so_far,9,30,0.0,0.0,0.0
1130,Q3,FAILED_BREAKOUT,support_reclaimed_so_far,9,30,0.0,1.0,0.3
1130,Q3,FAILED_BREAKOUT,recovery_from_session_low_pct,9,30,1.9025,3.0407,0.4815
1130,Q3,FAILED_BREAKOUT,price_vs_vwap_pct,9,30,-0.6364,0.2385,0.3037
1130,Q3,FAILED_BREAKOUT,close_location_so_far,9,30,0.491,0.6245,0.3333
1130,Q3,FAILED_BREAKOUT,d0_new_low_since_anchor_so_far,9,30,0.0,0.0,-0.1222
1130,Q3,FAILED_BREAKOUT,cum_volume_vs_D1_ratio,9,30,0.6709,0.7926,0.2741
1130,Q3,FAILED_BREAKOUT,cum_volume_vs_anchor_ratio,9,30,0.7935,0.7926,0.0667
1130,Q3,FAILED_BREAKOUT,session_range_pct,9,30,4.5431,5.1032,0.4667
1130,Q3,FAILED_BREAKOUT,session_low_pct_vs_prev_close,9,30,-1.1173,-2.032,-0.4148
1130,Q3,FAILED_BREAKOUT,D1_upper_shadow_pct,9,30,0.0,0.0,-0.2222
1130,Q3,STRUCTURE_FAIL,price_to_s1_pct,9,10,-6.3336,-6.4499,-0.1556
1130,Q3,STRUCTURE_FAIL,s1_reject_count_so_far,9,10,0.0,0.0,0.0
1130,Q3,STRUCTURE_FAIL,support_reclaimed_so_far,9,10,0.0,0.5,0.1667
1130,Q3,STRUCTURE_FAIL,recovery_from_session_low_pct,9,10,1.9025,2.6813,0.4222
1130,Q3,STRUCTURE_FAIL,price_vs_vwap_pct,9,10,-0.6364,0.1595,0.2889
1130,Q3,STRUCTURE_FAIL,close_location_so_far,9,10,0.491,0.459,0.2222
1130,Q3,STRUCTURE_FAIL,d0_new_low_since_anchor_so_far,9,10,0.0,0.0,-0.0222
1130,Q3,STRUCTURE_FAIL,cum_volume_vs_D1_ratio,9,10,0.6709,0.8401,0.3778
1130,Q3,STRUCTURE_FAIL,cum_volume_vs_anchor_ratio,9,10,0.7935,0.8401,0.2222
1130,Q3,STRUCTURE_FAIL,session_range_pct,9,10,4.5431,5.3922,0.5556
1130,Q3,STRUCTURE_FAIL,session_low_pct_vs_prev_close,9,10,-1.1173,-2.1808,-0.5111
1130,Q3,STRUCTURE_FAIL,D1_upper_shadow_pct,9,10,0.0,0.0,-0.3333
1130,Q4,FAILED_BREAKOUT,price_to_s1_pct,11,29,-6.0519,-4.4331,0.1661
1130,Q4,FAILED_BREAKOUT,s1_reject_count_so_far,11,29,0.0,0.0,0.0
1130,Q4,FAILED_BREAKOUT,support_reclaimed_so_far,11,29,1.0,0.0,-0.3605
1130,Q4,FAILED_BREAKOUT,recovery_from_session_low_pct,11,29,2.1944,2.0612,0.1724
1130,Q4,FAILED_BREAKOUT,price_vs_vwap_pct,11,29,-0.4525,0.0197,0.2351
1130,Q4,FAILED_BREAKOUT,close_location_so_far,11,29,0.324,0.468,0.1724
1130,Q4,FAILED_BREAKOUT,d0_new_low_since_anchor_so_far,11,29,0.0,0.0,-0.1097
1130,Q4,FAILED_BREAKOUT,pullback_volume_dry_up_pre_D0,6,16,1.1101,1.3625,0.2917
1130,Q4,FAILED_BREAKOUT,cum_volume_vs_D1_ratio,11,29,0.4539,0.5291,0.279
1130,Q4,FAILED_BREAKOUT,cum_volume_vs_anchor_ratio,11,29,0.589,0.6938,0.3981
1130,Q4,FAILED_BREAKOUT,session_range_pct,11,29,4.4444,4.482,0.0721
1130,Q4,FAILED_BREAKOUT,session_low_pct_vs_prev_close,11,29,-3.0395,-3.7763,-0.2602
1130,Q4,FAILED_BREAKOUT,D1_upper_shadow_pct,11,29,1.8331,0.4105,-0.1003
1130,Q4,STRUCTURE_FAIL,price_to_s1_pct,11,9,-6.0519,-6.4811,-0.2929
1130,Q4,STRUCTURE_FAIL,s1_reject_count_so_far,11,9,0.0,0.0,0.0
1130,Q4,STRUCTURE_FAIL,support_reclaimed_so_far,11,9,1.0,0.0,-0.1919
1130,Q4,STRUCTURE_FAIL,recovery_from_session_low_pct,11,9,2.1944,1.5254,0.0101
1130,Q4,STRUCTURE_FAIL,price_vs_vwap_pct,11,9,-0.4525,-0.8885,-0.1313
1130,Q4,STRUCTURE_FAIL,close_location_so_far,11,9,0.324,0.286,-0.3131
1130,Q4,STRUCTURE_FAIL,d0_new_low_since_anchor_so_far,11,9,0.0,1.0,0.101
1130,Q4,STRUCTURE_FAIL,pullback_volume_dry_up_pre_D0,6,5,1.1101,0.9423,-0.3333
1130,Q4,STRUCTURE_FAIL,cum_volume_vs_D1_ratio,11,9,0.4539,0.7101,0.5758
1130,Q4,STRUCTURE_FAIL,cum_volume_vs_anchor_ratio,11,9,0.589,0.6394,0.3535
1130,Q4,STRUCTURE_FAIL,session_range_pct,11,9,4.4444,5.5094,0.4343
1130,Q4,STRUCTURE_FAIL,session_low_pct_vs_prev_close,11,9,-3.0395,-4.6512,-0.5152
1130,Q4,STRUCTURE_FAIL,D1_upper_shadow_pct,11,9,1.8331,0.0,-0.2828
1330,Q1,FAILED_BREAKOUT,price_to_s1_pct,7,18,-8.6426,-7.6904,0.2698
1330,Q1,FAILED_BREAKOUT,s1_reject_count_so_far,7,18,0.0,0.0,0.0
1330,Q1,FAILED_BREAKOUT,support_reclaimed_so_far,7,18,1.0,1.0,0.3175
1330,Q1,FAILED_BREAKOUT,recovery_from_session_low_pct,7,18,3.6524,6.4333,0.5714
1330,Q1,FAILED_BREAKOUT,price_vs_vwap_pct,7,18,1.1407,1.8149,0.1429
1330,Q1,FAILED_BREAKOUT,close_location_so_far,7,18,0.78,0.77,-0.0476
1330,Q1,FAILED_BREAKOUT,d0_new_low_since_anchor_so_far,7,18,0.0,0.0,0.0794
1330,Q1,FAILED_BREAKOUT,pullback_volume_dry_up_pre_D0,6,6,1.2454,1.5413,0.2222
1330,Q1,FAILED_BREAKOUT,cum_volume_vs_D1_ratio,7,18,0.8171,1.229,0.3016
1330,Q1,FAILED_BREAKOUT,cum_volume_vs_anchor_ratio,7,18,1.0359,1.3988,0.3968
1330,Q1,FAILED_BREAKOUT,session_range_pct,7,18,5.1121,8.6234,0.7143
1330,Q1,FAILED_BREAKOUT,session_low_pct_vs_prev_close,7,18,0.8636,-2.6269,-0.8413
1330,Q1,FAILED_BREAKOUT,D1_upper_shadow_pct,7,18,0.8556,0.0,-0.3968
1330,Q1,NO_LAUNCH,price_to_s1_pct,7,5,-8.6426,-18.7174,-0.6571
1330,Q1,NO_LAUNCH,s1_reject_count_so_far,7,5,0.0,0.0,0.0
1330,Q1,NO_LAUNCH,support_reclaimed_so_far,7,5,1.0,0.0,-0.1714
1330,Q1,NO_LAUNCH,recovery_from_session_low_pct,7,5,3.6524,2.1767,0.0286
1330,Q1,NO_LAUNCH,price_vs_vwap_pct,7,5,1.1407,-0.3791,-0.2
1330,Q1,NO_LAUNCH,close_location_so_far,7,5,0.78,0.548,-0.5429
1330,Q1,NO_LAUNCH,d0_new_low_since_anchor_so_far,7,5,0.0,0.0,0.2571
1330,Q1,NO_LAUNCH,cum_volume_vs_D1_ratio,7,5,0.8171,0.7387,-0.0286
1330,Q1,NO_LAUNCH,cum_volume_vs_anchor_ratio,7,5,1.0359,0.6627,-0.2571
1330,Q1,NO_LAUNCH,session_range_pct,7,5,5.1121,7.717,0.2571
1330,Q1,NO_LAUNCH,session_low_pct_vs_prev_close,7,5,0.8636,-1.4271,-0.7714
1330,Q1,NO_LAUNCH,D1_upper_shadow_pct,7,5,0.8556,1.0088,-0.0571
1330,Q1,STRUCTURE_FAIL,price_to_s1_pct,7,21,-8.6426,-11.9718,-0.4014
1330,Q1,STRUCTURE_FAIL,s1_reject_count_so_far,7,21,0.0,0.0,0.0
1330,Q1,STRUCTURE_FAIL,support_reclaimed_so_far,7,21,1.0,1.0,0.1905
1330,Q1,STRUCTURE_FAIL,recovery_from_session_low_pct,7,21,3.6524,3.132,-0.0204
1330,Q1,STRUCTURE_FAIL,price_vs_vwap_pct,7,21,1.1407,-1.0663,-0.3878
1330,Q1,STRUCTURE_FAIL,close_location_so_far,7,21,0.78,0.397,-0.3878
1330,Q1,STRUCTURE_FAIL,d0_new_low_since_anchor_so_far,7,21,0.0,0.0,0.0476
1330,Q1,STRUCTURE_FAIL,pullback_volume_dry_up_pre_D0,6,7,1.2454,1.5672,0.3333
1330,Q1,STRUCTURE_FAIL,cum_volume_vs_D1_ratio,7,21,0.8171,1.4674,0.415
1330,Q1,STRUCTURE_FAIL,cum_volume_vs_anchor_ratio,7,21,1.0359,1.6658,0.483
1330,Q1,STRUCTURE_FAIL,session_range_pct,7,21,5.1121,8.7612,0.6122
1330,Q1,STRUCTURE_FAIL,session_low_pct_vs_prev_close,7,21,0.8636,-2.452,-0.7687
1330,Q1,STRUCTURE_FAIL,D1_upper_shadow_pct,7,21,0.8556,0.0,-0.449
1330,Q2,FAILED_BREAKOUT,price_to_s1_pct,13,20,-8.6592,-5.8691,0.1385
1330,Q2,FAILED_BREAKOUT,s1_reject_count_so_far,13,20,0.0,0.0,0.0
1330,Q2,FAILED_BREAKOUT,support_reclaimed_so_far,13,20,1.0,1.0,0.0577
1330,Q2,FAILED_BREAKOUT,recovery_from_session_low_pct,13,20,3.645,4.8415,0.3231
1330,Q2,FAILED_BREAKOUT,price_vs_vwap_pct,13,20,0.7102,0.7071,0.0423
1330,Q2,FAILED_BREAKOUT,close_location_so_far,13,20,0.672,0.6785,0.0308
1330,Q2,FAILED_BREAKOUT,d0_new_low_since_anchor_so_far,13,20,1.0,0.0,-0.4654
1330,Q2,FAILED_BREAKOUT,pullback_volume_dry_up_pre_D0,9,5,1.1991,1.0069,0.3333
1330,Q2,FAILED_BREAKOUT,cum_volume_vs_D1_ratio,13,20,0.5732,0.8328,0.4385
1330,Q2,FAILED_BREAKOUT,cum_volume_vs_anchor_ratio,13,20,0.7081,0.9194,0.4154
1330,Q2,FAILED_BREAKOUT,session_range_pct,13,20,5.9859,7.1413,0.2462
1330,Q2,FAILED_BREAKOUT,session_low_pct_vs_prev_close,13,20,-1.8883,-1.4034,0.1923
1330,Q2,FAILED_BREAKOUT,D1_upper_shadow_pct,13,20,2.0101,0.0,-0.5692
1330,Q2,STRUCTURE_FAIL,price_to_s1_pct,13,11,-8.6592,-8.6089,-0.2448
1330,Q2,STRUCTURE_FAIL,s1_reject_count_so_far,13,11,0.0,0.0,0.0
1330,Q2,STRUCTURE_FAIL,support_reclaimed_so_far,13,11,1.0,1.0,-0.0559
1330,Q2,STRUCTURE_FAIL,recovery_from_session_low_pct,13,11,3.645,3.2057,-0.1608
1330,Q2,STRUCTURE_FAIL,price_vs_vwap_pct,13,11,0.7102,0.3497,-0.3007
1330,Q2,STRUCTURE_FAIL,close_location_so_far,13,11,0.672,0.509,-0.2308
1330,Q2,STRUCTURE_FAIL,d0_new_low_since_anchor_so_far,13,11,1.0,0.0,-0.1608
1330,Q2,STRUCTURE_FAIL,pullback_volume_dry_up_pre_D0,9,6,1.1991,1.0392,-0.1481
1330,Q2,STRUCTURE_FAIL,cum_volume_vs_D1_ratio,13,11,0.5732,0.7462,0.0629
1330,Q2,STRUCTURE_FAIL,cum_volume_vs_anchor_ratio,13,11,0.7081,0.7462,-0.0629
1330,Q2,STRUCTURE_FAIL,session_range_pct,13,11,5.9859,5.2891,-0.3007
1330,Q2,STRUCTURE_FAIL,session_low_pct_vs_prev_close,13,11,-1.8883,-3.3195,-0.2028
1330,Q2,STRUCTURE_FAIL,D1_upper_shadow_pct,13,11,2.0101,0.9818,-0.1329
1330,Q3,FAILED_BREAKOUT,price_to_s1_pct,9,30,-5.3917,-5.9569,-0.1704
1330,Q3,FAILED_BREAKOUT,s1_reject_count_so_far,9,30,0.0,0.0,0.0
1330,Q3,FAILED_BREAKOUT,support_reclaimed_so_far,9,30,0.0,1.0,0.3333
1330,Q3,FAILED_BREAKOUT,recovery_from_session_low_pct,9,30,1.7368,3.2671,0.3852
1330,Q3,FAILED_BREAKOUT,price_vs_vwap_pct,9,30,-0.4544,0.1628,0.2
1330,Q3,FAILED_BREAKOUT,close_location_so_far,9,30,0.4,0.585,0.2556
1330,Q3,FAILED_BREAKOUT,d0_new_low_since_anchor_so_far,9,30,0.0,0.0,-0.1222
1330,Q3,FAILED_BREAKOUT,cum_volume_vs_D1_ratio,9,30,0.7645,0.9158,0.3111
1330,Q3,FAILED_BREAKOUT,cum_volume_vs_anchor_ratio,9,30,0.9076,0.9158,0.0889
1330,Q3,FAILED_BREAKOUT,session_range_pct,9,30,4.6512,5.2053,0.437
1330,Q3,FAILED_BREAKOUT,session_low_pct_vs_prev_close,9,30,-1.1173,-2.032,-0.4
1330,Q3,FAILED_BREAKOUT,D1_upper_shadow_pct,9,30,0.0,0.0,-0.2222
1330,Q3,STRUCTURE_FAIL,price_to_s1_pct,9,10,-5.3917,-6.7881,-0.3778
1330,Q3,STRUCTURE_FAIL,s1_reject_count_so_far,9,10,0.0,0.0,0.0
1330,Q3,STRUCTURE_FAIL,support_reclaimed_so_far,9,10,0.0,0.5,0.1667
1330,Q3,STRUCTURE_FAIL,recovery_from_session_low_pct,9,10,1.7368,2.3625,0.1556
1330,Q3,STRUCTURE_FAIL,price_vs_vwap_pct,9,10,-0.4544,-0.1319,-0.0444
1330,Q3,STRUCTURE_FAIL,close_location_so_far,9,10,0.4,0.445,-0.1333
1330,Q3,STRUCTURE_FAIL,d0_new_low_since_anchor_so_far,9,10,0.0,0.0,-0.0222
1330,Q3,STRUCTURE_FAIL,cum_volume_vs_D1_ratio,9,10,0.7645,0.9213,0.3778
1330,Q3,STRUCTURE_FAIL,cum_volume_vs_anchor_ratio,9,10,0.9076,0.9213,0.2222
