CHECKPOINT,feature,group,success_n,control_n,success_median,success_p25,success_p75,control_median,control_p25,control_p75,median_diff,rank_biserial,boot_ci_lo,boot_ci_hi,missingness,success_rate,control_rate,risk_ratio,odds_ratio,or_ci_lo,or_ci_hi
1000,number_of_intraday_local_highs,ALL_CONTROL,40,160,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0655,-1.0,1.0,0.0,,,,,,
1000,local_high_progression_pct,FAILED_BREAKOUT,40,97,2.7022,1.7932,4.0182,2.5893,1.3192,4.1223,0.1129,-0.0441,-0.4361,1.2983,0.0,,,,,,
1000,local_high_progression_pct,NO_LAUNCH,40,12,2.7022,1.7932,4.0182,2.7911,1.6459,3.5391,-0.0889,0.0208,-0.9804,1.2731,0.0,,,,,,
1000,local_high_progression_pct,STRUCTURE_FAIL,40,51,2.7022,1.7932,4.0182,3.8851,1.3939,5.1464,-1.1829,0.1912,-1.675,-0.1364,0.0,,,,,,
1000,local_high_progression_pct,ALL_CONTROL,40,160,2.7022,1.7932,4.0182,2.7977,1.3333,4.2635,-0.0955,0.0358,-0.8322,0.726,0.0,,,,,,
1000,high_progression_pct,FAILED_BREAKOUT,40,97,2.7022,1.7932,4.0182,2.5893,1.3192,4.1223,0.1129,-0.0441,-0.4361,1.2983,0.0,,,,,,
1000,high_progression_pct,NO_LAUNCH,40,12,2.7022,1.7932,4.0182,2.7911,1.6459,3.5391,-0.0889,0.0208,-0.9804,1.2731,0.0,,,,,,
1000,high_progression_pct,STRUCTURE_FAIL,40,51,2.7022,1.7932,4.0182,3.8851,1.3939,5.1464,-1.1829,0.1912,-1.675,-0.1364,0.0,,,,,,
1000,high_progression_pct,ALL_CONTROL,40,160,2.7022,1.7932,4.0182,2.7977,1.3333,4.2635,-0.0955,0.0358,-0.8322,0.726,0.0,,,,,,
1000,probe_v01_compat,FAILED_BREAKOUT,40,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1000,probe_v01_compat,NO_LAUNCH,40,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1000,probe_v01_compat,STRUCTURE_FAIL,40,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1000,probe_v01_compat,ALL_CONTROL,40,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1000,continuous_s1_approach,FAILED_BREAKOUT,40,97,-6.5496,-10.1179,-4.8951,-6.8975,-9.0444,-5.1282,0.3479,0.0082,-1.7592,1.9604,0.0,,,,,,
1000,continuous_s1_approach,NO_LAUNCH,40,12,-6.5496,-10.1179,-4.8951,-11.1044,-15.7311,-7.9162,4.5549,-0.5083,0.7507,9.3983,0.0,,,,,,
1000,continuous_s1_approach,STRUCTURE_FAIL,40,51,-6.5496,-10.1179,-4.8951,-9.2929,-12.4307,-6.3525,2.7433,-0.3235,0.3295,5.1156,0.0,,,,,,
1000,continuous_s1_approach,ALL_CONTROL,40,160,-6.5496,-10.1179,-4.8951,-8.0609,-10.8605,-5.4415,1.5113,-0.1362,-0.8273,2.7936,0.0,,,,,,
1000,cum_volume,FAILED_BREAKOUT,40,97,17551064.5,6799312.75,31006482.5,10658100.0,5847700.0,32116727.0,6892964.5,-0.0995,-3272247.025,17182270.5625,0.0,,,,,,
1000,cum_volume,NO_LAUNCH,40,12,17551064.5,6799312.75,31006482.5,8441929.5,1758150.0,11945650.0,9109135.0,-0.425,442800.9375,21343159.325,0.0,,,,,,
1000,cum_volume,STRUCTURE_FAIL,40,51,17551064.5,6799312.75,31006482.5,14676800.0,6579400.0,28703454.5,2874264.5,-0.051,-5525671.875,11740283.0,0.0,,,,,,
1000,cum_volume,ALL_CONTROL,40,160,17551064.5,6799312.75,31006482.5,12303710.0,5706770.75,28374789.0,5247354.5,-0.1084,-2725261.125,15971968.3625,0.0,,,,,,
1000,cum_volume_vs_D1_ratio,FAILED_BREAKOUT,40,97,0.3106,0.233,0.4574,0.4003,0.2953,0.6878,-0.0897,0.2853,-0.1836,0.0029,0.0,,,,,,
1000,cum_volume_vs_D1_ratio,NO_LAUNCH,40,12,0.3106,0.233,0.4574,0.2895,0.2318,0.3283,0.0211,-0.1604,-0.0568,0.1154,0.0,,,,,,
1000,cum_volume_vs_D1_ratio,STRUCTURE_FAIL,40,51,0.3106,0.233,0.4574,0.4614,0.3224,0.9454,-0.1508,0.398,-0.35,-0.0406,0.0,,,,,,
1000,cum_volume_vs_D1_ratio,ALL_CONTROL,40,160,0.3106,0.233,0.4574,0.4019,0.2948,0.7036,-0.0913,0.2878,-0.1773,0.002,0.0,,,,,,
1000,cum_volume_vs_anchor_ratio,FAILED_BREAKOUT,40,97,0.3713,0.2989,0.5422,0.4342,0.3398,0.707,-0.0629,0.2536,-0.1957,0.0192,0.0,,,,,,
1000,cum_volume_vs_anchor_ratio,NO_LAUNCH,40,12,0.3713,0.2989,0.5422,0.2545,0.2097,0.3283,0.1168,-0.4083,0.0145,0.2149,0.0,,,,,,
1000,cum_volume_vs_anchor_ratio,STRUCTURE_FAIL,40,51,0.3713,0.2989,0.5422,0.5258,0.3398,0.9801,-0.1545,0.326,-0.4147,-0.0254,0.0,,,,,,
1000,cum_volume_vs_anchor_ratio,ALL_CONTROL,40,160,0.3713,0.2989,0.5422,0.4456,0.3253,0.7659,-0.0743,0.227,-0.1764,0.0072,0.0,,,,,,
1000,volume_since_session_low,FAILED_BREAKOUT,40,97,11405529.5,4294775.0,26514805.75,8229400.0,2946475.0,25069632.0,3176129.5,-0.0861,-2363065.6,12411572.7875,0.0,,,,,,
1000,volume_since_session_low,NO_LAUNCH,40,12,11405529.5,4294775.0,26514805.75,4468942.0,1633774.75,9620286.75,6936587.5,-0.4167,-1379168.0,17073641.0375,0.0,,,,,,
1000,volume_since_session_low,STRUCTURE_FAIL,40,51,11405529.5,4294775.0,26514805.75,9043450.0,3299836.5,19691650.5,2362079.5,-0.101,-3277983.5,11511989.5,0.0,,,,,,
1000,volume_since_session_low,ALL_CONTROL,40,160,11405529.5,4294775.0,26514805.75,8234200.0,2826275.0,20703317.25,3171329.5,-0.1156,-2214119.5,11721061.8625,0.0,,,,,,
1000,volume_on_recovery,FAILED_BREAKOUT,30,63,9541756.5,2599853.0,18086497.0,7033000.0,3836386.5,20819919.0,2508756.5,0.0656,-7014912.9,9867320.275,0.25,,,,,,
1000,volume_on_recovery,NO_LAUNCH,30,8,9541756.5,2599853.0,18086497.0,2467900.0,1052988.0,7416141.5,7073856.5,-0.3667,-3744629.0,15165287.8,0.25,,,,,,
1000,volume_on_recovery,STRUCTURE_FAIL,30,36,9541756.5,2599853.0,18086497.0,6713268.5,3469000.0,15396585.5,2828488.0,-0.0037,-5717222.575,10711963.075,0.25,,,,,,
1000,volume_on_recovery,ALL_CONTROL,30,107,9541756.5,2599853.0,18086497.0,6702800.0,3365705.5,19824464.5,2838956.5,0.01,-4056143.75,10541110.475,0.25,,,,,,
1000,return_from_open_pct,FAILED_BREAKOUT,40,97,0.6322,-0.5689,1.8294,0.4112,-1.4607,2.2481,0.221,-0.0418,-0.9284,1.4905,0.0,,,,,,
1000,return_from_open_pct,NO_LAUNCH,40,12,0.6322,-0.5689,1.8294,1.157,-0.3795,2.3207,-0.5248,0.1,-1.7979,1.0752,0.0,,,,,,
1000,return_from_open_pct,STRUCTURE_FAIL,40,51,0.6322,-0.5689,1.8294,1.33,-1.5532,2.9066,-0.6978,0.0824,-1.7967,0.5038,0.0,,,,,,
1000,return_from_open_pct,ALL_CONTROL,40,160,0.6322,-0.5689,1.8294,0.8491,-1.4739,2.5873,-0.2168,0.0084,-0.9922,0.7752,0.0,,,,,,
1000,return_from_prev_close_pct,FAILED_BREAKOUT,40,97,1.0957,-0.3894,2.7547,0.2398,-1.6897,2.6245,0.8559,-0.124,-0.6476,2.0798,0.0,,,,,,
1000,return_from_prev_close_pct,NO_LAUNCH,40,12,1.0957,-0.3894,2.7547,0.2176,-1.9224,1.4045,0.878,-0.2375,-1.2392,3.1028,0.0,,,,,,
1000,return_from_prev_close_pct,STRUCTURE_FAIL,40,51,1.0957,-0.3894,2.7547,1.1618,-1.9099,2.9187,-0.0661,-0.0941,-1.4086,2.4437,0.0,,,,,,
1000,return_from_prev_close_pct,ALL_CONTROL,40,160,1.0957,-0.3894,2.7547,0.3495,-1.8635,2.6491,0.7462,-0.123,-0.7188,1.8843,0.0,,,,,,
1000,session_range_pct,FAILED_BREAKOUT,40,97,4.2479,3.6918,5.1953,4.8276,4.0439,6.0962,-0.5797,0.2418,-1.0913,-0.0315,0.0,,,,,,
1000,session_range_pct,NO_LAUNCH,40,12,4.2479,3.6918,5.1953,4.3144,3.6048,5.4839,-0.0665,0.0208,-1.6241,0.9487,0.0,,,,,,
1000,session_range_pct,STRUCTURE_FAIL,40,51,4.2479,3.6918,5.1953,5.3892,4.4743,7.0898,-1.1413,0.4382,-2.0212,-0.4864,0.0,,,,,,
1000,session_range_pct,ALL_CONTROL,40,160,4.2479,3.6918,5.1953,5.0644,4.0872,6.6242,-0.8165,0.2878,-1.2292,-0.1947,0.0,,,,,,
1000,close_location_so_far,FAILED_BREAKOUT,40,97,0.5415,0.3538,0.7157,0.559,0.333,0.793,-0.0175,0.0719,-0.1513,0.1063,0.0,,,,,,
1000,close_location_so_far,NO_LAUNCH,40,12,0.5415,0.3538,0.7157,0.5925,0.4778,0.7378,-0.051,0.1583,-0.2121,0.115,0.0,,,,,,
1000,close_location_so_far,STRUCTURE_FAIL,40,51,0.5415,0.3538,0.7157,0.523,0.2865,0.7575,0.0185,-0.0377,-0.1491,0.1943,0.0,,,,,,
1000,close_location_so_far,ALL_CONTROL,40,160,0.5415,0.3538,0.7157,0.55,0.3067,0.7863,-0.0085,0.0434,-0.1379,0.1011,0.0,,,,,,
1000,high_from_open_pct,FAILED_BREAKOUT,40,97,2.7022,1.7932,4.0182,2.5893,1.3192,4.1223,0.1129,-0.0441,-0.4361,1.2983,0.0,,,,,,
1000,high_from_open_pct,NO_LAUNCH,40,12,2.7022,1.7932,4.0182,2.7911,1.6459,3.5391,-0.0889,0.0208,-0.9804,1.2731,0.0,,,,,,
1000,high_from_open_pct,STRUCTURE_FAIL,40,51,2.7022,1.7932,4.0182,3.8851,1.3939,5.1464,-1.1829,0.1912,-1.675,-0.1364,0.0,,,,,,
1000,high_from_open_pct,ALL_CONTROL,40,160,2.7022,1.7932,4.0182,2.7977,1.3333,4.2635,-0.0955,0.0358,-0.8322,0.726,0.0,,,,,,
1000,low_from_open_pct,FAILED_BREAKOUT,40,97,-1.6483,-2.0582,-1.2286,-1.9192,-3.4968,-0.823,0.2709,-0.1505,-0.1917,0.8806,0.0,,,,,,
1000,low_from_open_pct,NO_LAUNCH,40,12,-1.6483,-2.0582,-1.2286,-1.1302,-3.0118,-0.5944,-0.5181,0.025,-1.109,1.4423,0.0,,,,,,
1000,low_from_open_pct,STRUCTURE_FAIL,40,51,-1.6483,-2.0582,-1.2286,-1.6639,-3.2031,-0.9545,0.0156,-0.1029,-0.4335,0.6484,0.0,,,,,,
1000,low_from_open_pct,ALL_CONTROL,40,160,-1.6483,-2.0582,-1.2286,-1.8416,-3.3921,-0.7986,0.1933,-0.1222,-0.1889,0.6006,0.0,,,,,,
1000,lower_shadow_proxy_so_far_pct,FAILED_BREAKOUT,40,97,1.4001,0.4901,1.7328,1.1942,0.5556,2.0027,0.2059,-0.0028,-0.3484,0.6633,0.0,,,,,,
1000,lower_shadow_proxy_so_far_pct,NO_LAUNCH,40,12,1.4001,0.4901,1.7328,0.9526,0.5944,1.914,0.4476,-0.0208,-0.618,0.8935,0.0,,,,,,
1000,lower_shadow_proxy_so_far_pct,STRUCTURE_FAIL,40,51,1.4001,0.4901,1.7328,1.0423,0.5984,1.7911,0.3578,-0.0525,-0.2471,0.7782,0.0,,,,,,
1000,lower_shadow_proxy_so_far_pct,ALL_CONTROL,40,160,1.4001,0.4901,1.7328,1.1236,0.5556,1.9203,0.2765,-0.02,-0.201,0.6393,0.0,,,,,,
1000,upper_shadow_proxy_so_far_pct,FAILED_BREAKOUT,40,97,1.6905,0.8431,2.5917,1.2109,0.5123,2.1053,0.4796,-0.1704,-0.2567,0.9844,0.0,,,,,,
1000,upper_shadow_proxy_so_far_pct,NO_LAUNCH,40,12,1.6905,0.8431,2.5917,1.2129,0.6503,2.0889,0.4776,-0.0917,-0.7309,1.1102,0.0,,,,,,
1000,upper_shadow_proxy_so_far_pct,STRUCTURE_FAIL,40,51,1.6905,0.8431,2.5917,1.4245,0.7809,3.0514,0.266,0.0642,-1.1128,0.7748,0.0,,,,,,
1000,upper_shadow_proxy_so_far_pct,ALL_CONTROL,40,160,1.6905,0.8431,2.5917,1.2725,0.5625,2.4036,0.4181,-0.0897,-0.3294,0.8714,0.0,,,,,,
1000,checkpoint_close,FAILED_BREAKOUT,40,97,13.685,8.635,20.9375,19.16,11.45,34.55,-5.475,0.2802,-10.0736,-0.5769,0.0,,,,,,
1000,checkpoint_close,NO_LAUNCH,40,12,13.685,8.635,20.9375,12.475,9.715,31.575,1.21,0.1208,-25.4062,6.5614,0.0,,,,,,
1000,checkpoint_close,STRUCTURE_FAIL,40,51,13.685,8.635,20.9375,14.44,9.45,22.865,-0.755,0.0735,-5.4511,4.5901,0.0,,,,,,
1000,checkpoint_close,ALL_CONTROL,40,160,13.685,8.635,20.9375,16.925,10.5575,30.45,-3.24,0.2023,-7.8031,1.7007,0.0,,,,,,
1000,session_low_price,FAILED_BREAKOUT,40,97,13.34,8.49,20.44,18.55,10.97,33.23,-5.21,0.2747,-9.8235,-0.3443,0.0,,,,,,
1000,session_low_price,NO_LAUNCH,40,12,13.34,8.49,20.44,12.13,9.495,31.02,1.21,0.1167,-24.7629,6.5953,0.0,,,,,,
1000,session_low_price,STRUCTURE_FAIL,40,51,13.34,8.49,20.44,13.65,9.31,22.305,-0.31,0.0652,-5.3608,4.58,0.0,,,,,,
1000,session_low_price,ALL_CONTROL,40,160,13.34,8.49,20.44,16.625,10.3525,30.055,-3.285,0.1961,-7.7086,1.911,0.0,,,,,,
1000,session_high_price,FAILED_BREAKOUT,40,97,14.185,8.8125,21.35,19.85,11.75,35.3,-5.665,0.2809,-10.5005,-0.6048,0.0,,,,,,
1000,session_high_price,NO_LAUNCH,40,12,14.185,8.8125,21.35,12.67,10.025,31.895,1.515,0.1292,-25.7882,6.7752,0.0,,,,,,
1000,session_high_price,STRUCTURE_FAIL,40,51,14.185,8.8125,21.35,14.65,9.79,23.285,-0.465,0.0789,-5.6571,4.7244,0.0,,,,,,
1000,session_high_price,ALL_CONTROL,40,160,14.185,8.8125,21.35,17.515,11.0425,31.1075,-3.33,0.2052,-8.3081,1.8305,0.0,,,,,,
1000,vwap_price,FAILED_BREAKOUT,40,97,13.6859,8.6333,20.8557,19.2285,11.4467,34.2563,-5.5426,0.2799,-10.0829,-0.5073,0.0,,,,,,
1000,vwap_price,NO_LAUNCH,40,12,13.6859,8.6333,20.8557,12.4011,9.6953,31.4902,1.2848,0.1208,-25.1594,6.6511,0.0,,,,,,
1000,vwap_price,STRUCTURE_FAIL,40,51,13.6859,8.6333,20.8557,14.0696,9.5093,22.798,-0.3837,0.0706,-5.5123,4.6348,0.0,,,,,,
1000,vwap_price,ALL_CONTROL,40,160,13.6859,8.6333,20.8557,16.9882,10.6327,30.6489,-3.3022,0.2013,-8.0912,1.8482,0.0,,,,,,
1000,high_level_consolidation_pre_D0,FAILED_BREAKOUT,40,97,,,,,,,,,,,,0.325,0.1856,1.751,2.113,0.932,4.617
1000,high_level_consolidation_pre_D0,NO_LAUNCH,40,12,,,,,,,,,,,,0.325,0.0833,3.9,5.296,0.974,9.952
1000,high_level_consolidation_pre_D0,STRUCTURE_FAIL,40,51,,,,,,,,,,,,0.325,0.098,3.315,4.43,1.56,16.333
1000,high_level_consolidation_pre_D0,ALL_CONTROL,40,160,,,,,,,,,,,,0.325,0.15,2.167,2.728,1.232,5.765
1000,s1_touched_so_far,FAILED_BREAKOUT,40,97,,,,,,,,,,,,0.0,0.0,,,,
1000,s1_touched_so_far,NO_LAUNCH,40,12,,,,,,,,,,,,0.0,0.0,,,,
1000,s1_touched_so_far,STRUCTURE_FAIL,40,51,,,,,,,,,,,,0.0,0.0,,,,
1000,s1_touched_so_far,ALL_CONTROL,40,160,,,,,,,,,,,,0.0,0.0,,,,
1000,support_touched_so_far,FAILED_BREAKOUT,40,97,,,,,,,,,,,,0.55,0.6289,0.875,0.721,0.33,1.521
1000,support_touched_so_far,NO_LAUNCH,40,12,,,,,,,,,,,,0.55,0.25,2.2,3.667,0.971,20.429
1000,support_touched_so_far,STRUCTURE_FAIL,40,51,,,,,,,,,,,,0.55,0.6078,0.905,0.789,0.372,1.786
1000,support_touched_so_far,ALL_CONTROL,40,160,,,,,,,,,,,,0.55,0.5938,0.926,0.836,0.415,1.764
1000,support_broken_so_far,FAILED_BREAKOUT,40,97,,,,,,,,,,,,0.55,0.6186,0.889,0.754,0.335,1.586
1000,support_broken_so_far,NO_LAUNCH,40,12,,,,,,,,,,,,0.55,0.25,2.2,3.667,0.971,20.429
1000,support_broken_so_far,STRUCTURE_FAIL,40,51,,,,,,,,,,,,0.55,0.6078,0.905,0.789,0.372,1.786
1000,support_broken_so_far,ALL_CONTROL,40,160,,,,,,,,,,,,0.55,0.5875,0.936,0.858,0.43,1.804
1000,support_reclaimed_so_far,FAILED_BREAKOUT,40,97,,,,,,,,,,,,0.425,0.4639,0.916,0.854,0.387,1.876
1000,support_reclaimed_so_far,NO_LAUNCH,40,12,,,,,,,,,,,,0.425,0.1667,2.55,3.696,0.963,11.857
1000,support_reclaimed_so_far,STRUCTURE_FAIL,40,51,,,,,,,,,,,,0.425,0.4314,0.985,0.974,0.428,2.075
1000,support_reclaimed_so_far,ALL_CONTROL,40,160,,,,,,,,,,,,0.425,0.4313,0.986,0.975,0.451,1.981
1000,open_reclaimed_so_far,FAILED_BREAKOUT,40,97,,,,,,,,,,,,0.675,0.5464,1.235,1.724,0.776,3.98
1000,open_reclaimed_so_far,NO_LAUNCH,40,12,,,,,,,,,,,,0.675,0.6667,1.013,1.038,0.242,4.092
1000,open_reclaimed_so_far,STRUCTURE_FAIL,40,51,,,,,,,,,,,,0.675,0.6667,1.013,1.038,0.463,2.464
1000,open_reclaimed_so_far,ALL_CONTROL,40,160,,,,,,,,,,,,0.675,0.5938,1.137,1.421,0.695,3.334
1000,prev_close_reclaimed_so_far,FAILED_BREAKOUT,40,97,,,,,,,,,,,,0.625,0.5567,1.123,1.327,0.608,2.935
1000,prev_close_reclaimed_so_far,NO_LAUNCH,40,12,,,,,,,,,,,,0.625,0.5,1.25,1.667,0.428,6.889
1000,prev_close_reclaimed_so_far,STRUCTURE_FAIL,40,51,,,,,,,,,,,,0.625,0.5686,1.099,1.264,0.593,2.966
1000,prev_close_reclaimed_so_far,ALL_CONTROL,40,160,,,,,,,,,,,,0.625,0.5563,1.124,1.33,0.653,2.983
1000,above_vwap_now,FAILED_BREAKOUT,40,97,,,,,,,,,,,,0.525,0.5773,0.909,0.809,0.356,1.675
1000,above_vwap_now,NO_LAUNCH,40,12,,,,,,,,,,,,0.525,0.6667,0.788,0.553,0.127,2.015
1000,above_vwap_now,STRUCTURE_FAIL,40,51,,,,,,,,,,,,0.525,0.5098,1.03,1.063,0.497,2.381
1000,above_vwap_now,ALL_CONTROL,40,160,,,,,,,,,,,,0.525,0.5625,0.933,0.86,0.419,1.827
1000,vwap_reclaimed_after_low,FAILED_BREAKOUT,40,97,,,,,,,,,,,,0.5,0.5258,0.951,0.902,0.472,1.848
1000,vwap_reclaimed_after_low,NO_LAUNCH,40,12,,,,,,,,,,,,0.5,0.6667,0.75,0.5,0.086,1.81
1000,vwap_reclaimed_after_low,STRUCTURE_FAIL,40,51,,,,,,,,,,,,0.5,0.4118,1.214,1.429,0.641,3.066
1000,vwap_reclaimed_after_low,ALL_CONTROL,40,160,,,,,,,,,,,,0.5,0.5,1.0,1.0,0.483,2.059
1000,d0_new_low_since_anchor_so_far,FAILED_BREAKOUT,40,97,,,,,,,,,,,,0.3,0.2062,1.455,1.65,0.72,3.483
1000,d0_new_low_since_anchor_so_far,NO_LAUNCH,40,12,,,,,,,,,,,,0.3,0.5,0.6,0.429,0.101,1.391
1000,d0_new_low_since_anchor_so_far,STRUCTURE_FAIL,40,51,,,,,,,,,,,,0.3,0.2941,1.02,1.029,0.415,2.247
1000,d0_new_low_since_anchor_so_far,ALL_CONTROL,40,160,,,,,,,,,,,,0.3,0.2562,1.171,1.244,0.57,2.519
1030,s1,FAILED_BREAKOUT,40,97,15.02,9.2575,21.805,20.79,12.25,37.95,-5.77,0.2789,-11.062,-0.7311,0.0,,,,,,
1030,s1,NO_LAUNCH,40,12,15.02,9.2575,21.805,13.9,11.5675,34.555,1.12,0.1771,-28.2765,6.6936,0.0,,,,,,
1030,s1,STRUCTURE_FAIL,40,51,15.02,9.2575,21.805,15.54,10.835,24.62,-0.52,0.0941,-6.0909,5.175,0.0,,,,,,
1030,s1,ALL_CONTROL,40,160,15.02,9.2575,21.805,18.615,11.72,32.1825,-3.595,0.2123,-8.8564,1.8534,0.0,,,,,,
1030,invalid,FAILED_BREAKOUT,40,97,13.44,8.0475,19.7525,18.75,10.78,33.46,-5.31,0.282,-9.8599,-0.6459,0.0,,,,,,
1030,invalid,NO_LAUNCH,40,12,13.44,8.0475,19.7525,11.885,9.7625,27.9525,1.555,0.1,-19.015,6.6552,0.0,,,,,,
1030,invalid,STRUCTURE_FAIL,40,51,13.44,8.0475,19.7525,13.53,8.955,22.615,-0.09,0.0672,-5.34,4.891,0.0,,,,,,
1030,invalid,ALL_CONTROL,40,160,13.44,8.0475,19.7525,16.18,10.2,29.8,-2.74,0.1998,-7.9189,1.8825,0.0,,,,,,
1030,D1_close,FAILED_BREAKOUT,40,97,13.91,8.515,20.5575,18.74,11.39,35.55,-4.83,0.283,-9.8569,-0.4948,0.0,,,,,,
1030,D1_close,NO_LAUNCH,40,12,13.91,8.515,20.5575,12.215,9.78,31.85,1.695,0.1458,-26.227,6.5784,0.0,,,,,,
1030,D1_close,STRUCTURE_FAIL,40,51,13.91,8.515,20.5575,14.25,9.495,22.525,-0.34,0.0721,-5.5991,4.55,0.0,,,,,,
1030,D1_close,ALL_CONTROL,40,160,13.91,8.515,20.5575,16.985,10.715,30.855,-3.075,0.2055,-7.8555,1.7076,0.0,,,,,,
1030,D1_volume,FAILED_BREAKOUT,40,97,38378271.0,21600997.75,88396361.5,27585410.0,12836496.0,61045791.0,10792861.0,-0.2211,-3454678.55,38190319.5,0.0,,,,,,
1030,D1_volume,NO_LAUNCH,40,12,38378271.0,21600997.75,88396361.5,32690851.0,8298818.5,42421264.0,5687420.0,-0.3542,-8459176.65,43700418.7625,0.0,,,,,,
1030,D1_volume,STRUCTURE_FAIL,40,51,38378271.0,21600997.75,88396361.5,24452300.0,14205952.0,59077579.5,13925971.0,-0.2569,-3970581.0,37121887.6625,0.0,,,,,,
1030,D1_volume,ALL_CONTROL,40,160,38378271.0,21600997.75,88396361.5,27464760.5,12291668.5,59786917.5,10913510.5,-0.2425,-1191392.1375,44524682.8,0.0,,,,,,
1030,D1_upper_shadow_pct,FAILED_BREAKOUT,40,97,1.6802,0.0,2.2929,0.0,0.0,0.7242,1.6802,-0.3211,0.0,2.0661,0.0,,,,,,
1030,D1_upper_shadow_pct,NO_LAUNCH,40,12,1.6802,0.0,2.2929,1.258,0.0552,1.9251,0.4222,-0.0604,-1.5518,1.7784,0.0,,,,,,
1030,D1_upper_shadow_pct,STRUCTURE_FAIL,40,51,1.6802,0.0,2.2929,0.0,0.0,1.0797,1.6802,-0.3113,0.0,2.0903,0.0,,,,,,
1030,D1_upper_shadow_pct,ALL_CONTROL,40,160,1.6802,0.0,2.2929,0.0,0.0,1.1674,1.6802,-0.2984,0.0,2.0774,0.0,,,,,,
1030,D1_close_location,FAILED_BREAKOUT,40,97,0.222,0.0805,1.0,1.0,0.295,1.0,-0.778,0.332,-0.8955,0.0,0.0,,,,,,
1030,D1_close_location,NO_LAUNCH,40,12,0.222,0.0805,1.0,0.288,0.057,0.9835,-0.066,-0.1021,-0.7568,0.602,0.0,,,,,,
1030,D1_close_location,STRUCTURE_FAIL,40,51,0.222,0.0805,1.0,1.0,0.177,1.0,-0.778,0.2162,-0.8955,0.0,0.0,,,,,,
1030,D1_close_location,ALL_CONTROL,40,160,0.222,0.0805,1.0,1.0,0.2273,1.0,-0.778,0.2625,-0.889,0.0,0.0,,,,,,
1030,dist_D1_close_to_s1_pct,FAILED_BREAKOUT,40,97,-7.8255,-10.3963,-5.4528,-7.174,-9.7053,-5.2,-0.6515,0.1113,-2.098,1.2709,0.0,,,,,,
1030,dist_D1_close_to_s1_pct,NO_LAUNCH,40,12,-7.8255,-10.3963,-5.4528,-9.5171,-16.7256,-7.9345,1.6916,-0.3458,-0.3806,9.0924,0.0,,,,,,
1030,dist_D1_close_to_s1_pct,STRUCTURE_FAIL,40,51,-7.8255,-10.3963,-5.4528,-9.5538,-11.9075,-6.5019,1.7283,-0.2147,-0.3001,3.7519,0.0,,,,,,
1030,dist_D1_close_to_s1_pct,ALL_CONTROL,40,160,-7.8255,-10.3963,-5.4528,-7.874,-11.0682,-5.7075,0.0485,-0.0269,-1.3246,1.8812,0.0,,,,,,
1030,dist_D1_close_to_support_pct,FAILED_BREAKOUT,40,97,0.6732,-0.2964,3.1082,0.2036,-0.2195,4.1467,0.4696,0.0191,-1.0612,2.1712,0.0,,,,,,
1030,dist_D1_close_to_support_pct,NO_LAUNCH,40,12,0.6732,-0.2964,3.1082,5.7976,2.7759,13.3344,-5.1243,0.45,-13.5385,-0.0168,0.0,,,,,,
1030,dist_D1_close_to_support_pct,STRUCTURE_FAIL,40,51,0.6732,-0.2964,3.1082,0.7866,-0.6988,4.4425,-0.1134,0.0265,-2.1346,2.0619,0.0,,,,,,
1030,dist_D1_close_to_support_pct,ALL_CONTROL,40,160,0.6732,-0.2964,3.1082,0.6419,-0.2886,4.8383,0.0313,0.0537,-1.4222,2.0902,0.0,,,,,,
1030,dist_D1_close_to_invalid_pct,FAILED_BREAKOUT,40,97,1.8796,0.4904,4.1686,0.9183,0.4875,5.307,0.9613,-0.0119,-1.4637,2.5018,0.0,,,,,,
1030,dist_D1_close_to_invalid_pct,NO_LAUNCH,40,12,1.8796,0.4904,4.1686,6.9767,3.3286,14.1151,-5.0971,0.4375,-13.2495,0.0176,0.0,,,,,,
1030,dist_D1_close_to_invalid_pct,STRUCTURE_FAIL,40,51,1.8796,0.4904,4.1686,2.1254,0.4792,4.9866,-0.2458,0.0098,-2.0201,2.2019,0.0,,,,,,
1030,dist_D1_close_to_invalid_pct,ALL_CONTROL,40,160,1.8796,0.4904,4.1686,1.6545,0.4867,5.74,0.2251,0.0288,-1.7035,2.226,0.0,,,,,,
1030,pullback_volume_dry_up_pre_D0,FAILED_BREAKOUT,25,35,1.231,1.0324,1.4271,1.2824,1.0119,1.5483,-0.0514,0.0949,-0.2766,0.1581,0.375,,,,,,
1030,pullback_volume_dry_up_pre_D0,NO_LAUNCH,25,9,1.231,1.0324,1.4271,0.9015,0.6461,1.0816,0.3295,-0.4222,-0.1115,0.6398,0.375,,,,,,
1030,pullback_volume_dry_up_pre_D0,STRUCTURE_FAIL,25,20,1.231,1.0324,1.4271,1.0961,0.9382,1.4599,0.1349,-0.084,-0.1624,0.3217,0.375,,,,,,
1030,pullback_volume_dry_up_pre_D0,ALL_CONTROL,25,64,1.231,1.0324,1.4271,1.1586,0.9361,1.477,0.0724,-0.0337,-0.1702,0.2573,0.375,,,,,,
