feature,group,episode_id,symbol,name,candidate_date,anchor_date,outcome,CHECKPOINT,support,s1,invalid,checkpoint_price,session_low,session_high,vwap,feature_value
session_low_pct_vs_prev_close,SUCCESS,600058:20260622:1131,600058,,2026-06-24,2026-06-22,SUCCESS,1130,10.61750000000000000000000000,11.45,10.49,10.71,10.6,10.94,10.758683113051253,-2.3941
session_low_pct_vs_prev_close,SUCCESS,605111:20260609:6199,605111,新洁能,2026-06-11,2026-06-09,SUCCESS,1130,54.61566666666666666666666671,66.8,54.34,57.79,57.73,60.52,59.03444101177858,-1.9531
session_low_pct_vs_prev_close,SUCCESS,002693:20260629:911,002693,,2026-06-30,2026-06-29,SUCCESS,1130,9.046000000000000000000000005,9.83,8.94,9.15,9.01,9.43,9.233779748893006,-1.0977
session_low_pct_vs_prev_close,SUCCESS,002745:20260615:1025,002745,木林森,2026-06-16,2026-06-15,SUCCESS,1130,10.25,11.2,10.2,10.65,10.21,10.74,10.552102709899595,-0.3902
session_low_pct_vs_prev_close,SUCCESS,600531:20260622:1481,600531,,2026-06-24,2026-06-22,SUCCESS,1130,14.81,16.91,14.74,15.0,14.44,15.44,14.83496001663617,0.0
session_low_pct_vs_prev_close,SUCCESS,000070:20260615:1881,000070,,2026-06-16,2026-06-15,SUCCESS,1130,18.84816666666666666666666668,20.38,18.72,19.46,19.0,19.88,19.342978221067412,1.0101
session_low_pct_vs_prev_close,SUCCESS,600237:20260615:1068,600237,,2026-06-16,2026-06-15,SUCCESS,1130,11.10900000000000000000000001,12.6,11.05,11.45,11.08,11.53,11.33791735379575,3.7453
session_low_pct_vs_prev_close,FAILED_BREAKOUT,001309:20260604:68085,001309,德明利,2026-06-08,2026-06-04,FAILED_BREAKOUT,1130,348.9245273145365593953681187,633.0,347.18,602.6,568.18,609.0,591.4845030169861,-9.8842
session_low_pct_vs_prev_close,FAILED_BREAKOUT,003030:20260610:2342,003030,祖名股份,2026-06-11,2026-06-10,FAILED_BREAKOUT,1130,22.81520338456761372457692903,25.23,22.7,22.85,22.4,23.45,22.919062739754597,-4.3553
session_low_pct_vs_prev_close,FAILED_BREAKOUT,000050:20260617:914,000050,,2026-06-18,2026-06-17,FAILED_BREAKOUT,1130,8.423188774748198896100162313,9.33,8.33,8.78,8.69,9.12,8.87542933900665,-4.9234
session_low_pct_vs_prev_close,FAILED_BREAKOUT,000037:20260609:1139,000037,深南电A,2026-06-10,2026-06-09,FAILED_BREAKOUT,1130,10.93650000000000000000000001,11.73,10.78,11.21,11.04,11.5,11.23302290458646,-3.0729
session_low_pct_vs_prev_close,FAILED_BREAKOUT,600661:20260701:760,600661,,2026-07-02,2026-07-01,FAILED_BREAKOUT,1130,7.25700000000000000000000000,8.17,7.15,7.49,7.41,7.83,7.603675339215985,-2.5
session_low_pct_vs_prev_close,FAILED_BREAKOUT,000833:20260608:2368,000833,,2026-06-09,2026-06-08,FAILED_BREAKOUT,1130,23.68,25.36,23.56,24.3,23.23,24.83,24.132485780039655,-1.9003
session_low_pct_vs_prev_close,FAILED_BREAKOUT,603260:20260609:3933,603260,,2026-06-10,2026-06-09,FAILED_BREAKOUT,1130,39.45625000000000000000000000,41.8,39.13,40.0,38.8,40.65,40.09930685908878,-1.3476
session_low_pct_vs_prev_close,FAILED_BREAKOUT,002549:20260623:1867,002549,,2026-06-24,2026-06-23,FAILED_BREAKOUT,1130,18.67,20.7,18.58,19.27,18.5,19.68,19.169979485548946,-0.9106
session_low_pct_vs_prev_close,FAILED_BREAKOUT,600732:20260610:1207,600732,爱旭股份,2026-06-11,2026-06-10,FAILED_BREAKOUT,1130,12.16924999999999999999999999,13.26,12.01,12.68,12.07,13.04,12.616010042526128,0.0
session_low_pct_vs_prev_close,FAILED_BREAKOUT,600110:20260609:1181,600110,,2026-06-10,2026-06-09,FAILED_BREAKOUT,1130,11.80500000000000000000000000,13.19,11.74,12.05,12.0,12.58,12.226835570589433,1.6088
session_low_pct_vs_prev_close,NO_LAUNCH,603318:20260629:969,603318,水发燃气,2026-06-30,2026-06-29,NO_LAUNCH,1130,8.942056193090747877093066879,11.69,8.9,9.31,8.97,9.59,9.197856606223372,-7.4303
session_low_pct_vs_prev_close,NO_LAUNCH,603950:20260604:7005,603950,长源东谷,2026-06-08,2026-06-04,NO_LAUNCH,1130,50.29492598666299956706638859,71.8,50.04,63.66,61.24,65.68,63.27940668322645,-5.2306
session_low_pct_vs_prev_close,NO_LAUNCH,603477:20260706:1673,603477,,2026-07-08,2026-07-06,NO_LAUNCH,1130,14.45397734627831715210355987,17.43,14.28,15.85,15.83,16.79,16.10744565703314,-4.9249
session_low_pct_vs_prev_close,NO_LAUNCH,002903:20260630:4542,002903,宇环数控,2026-07-02,2026-06-30,NO_LAUNCH,1130,34.45930040067915750975860264,47.5,34.29,43.54,42.0,44.35,43.17310174701874,-3.8902
session_low_pct_vs_prev_close,NO_LAUNCH,605111:20260630:9914,605111,新洁能,2026-07-03,2026-06-30,NO_LAUNCH,1130,73.97428513657866625972836878,91.44,73.6,83.65,80.35,84.77,82.43765444061755,-3.634
session_low_pct_vs_prev_close,NO_LAUNCH,603661:20260708:4267,603661,,2026-07-28,2026-07-08,NO_LAUNCH,1130,26.13969217248652449027419733,30.24,25.84,27.66,27.36,28.1,27.699625212136766,-1.9355
session_low_pct_vs_prev_close,NO_LAUNCH,002174:20260727:1134,002174,游族网络,2026-07-28,2026-07-27,NO_LAUNCH,1130,10.81432495812395309882747069,11.9,10.7,11.22,11.12,11.5,11.335212645652716,-1.94
session_low_pct_vs_prev_close,NO_LAUNCH,600058:20260610:1034,600058,,2026-06-12,2026-06-10,NO_LAUNCH,1130,10.19950000000000000000000000,11.2,10.05,10.5,9.67,10.75,10.211426046767368,-1.4271
session_low_pct_vs_prev_close,NO_LAUNCH,002910:20260708:1287,002910,,2026-07-28,2026-07-08,NO_LAUNCH,1130,7.793151515151515151515151516,9.7,7.75,8.2,8.0,8.29,8.20724686983526,-1.1125
session_low_pct_vs_prev_close,NO_LAUNCH,600531:20260612:1309,600531,,2026-06-15,2026-06-12,NO_LAUNCH,1130,13.13250000000000000000000000,14.39,13.07,13.31,13.09,13.6,13.398350138165883,0.0
session_low_pct_vs_prev_close,STRUCTURE_FAIL,603318:20260623:1169,603318,水发燃气,2026-06-25,2026-06-23,STRUCTURE_FAIL,1130,8.908184674430765383260012054,10.99,8.86,9.49,9.47,10.0,9.575072179062769,-9.981
session_low_pct_vs_prev_close,STRUCTURE_FAIL,002885:20260622:4687,002885,,2026-06-23,2026-06-22,STRUCTURE_FAIL,1130,44.09396885369532428355957764,49.6,43.78,46.67,44.69,48.5,46.368708367323535,-4.6512
session_low_pct_vs_prev_close,STRUCTURE_FAIL,002051:20260609:1223,002051,中工国际,2026-06-10,2026-06-09,STRUCTURE_FAIL,1130,11.83399999999999999999999999,12.68,11.77,11.98,11.8,12.32,11.976125915073654,-3.5159
session_low_pct_vs_prev_close,STRUCTURE_FAIL,002392:20260702:878,002392,,2026-07-03,2026-07-02,STRUCTURE_FAIL,1130,8.385000000000000000000000001,9.39,8.34,8.76,8.51,8.99,8.756790561657839,-3.0752
session_low_pct_vs_prev_close,STRUCTURE_FAIL,002038:20260623:554,002038,,2026-06-24,2026-06-23,STRUCTURE_FAIL,1130,5.730333333333333333333333331,6.27,5.7,5.82,5.4,6.09,5.79527135544088,-2.5271
session_low_pct_vs_prev_close,STRUCTURE_FAIL,600516:20260605:583,600516,,2026-06-08,2026-06-05,STRUCTURE_FAIL,1130,6.067170857616784721599569613,6.88,6.04,5.83,5.71,6.12,5.882908263416351,-2.0583
session_low_pct_vs_prev_close,STRUCTURE_FAIL,001206:20260707:1954,001206,,2026-07-08,2026-07-07,STRUCTURE_FAIL,1130,20.34391440884082032344196048,21.94,20.09,20.58,19.21,21.24,20.246587851464387,-1.6888
session_low_pct_vs_prev_close,STRUCTURE_FAIL,002518:20260630:5359,002518,,2026-07-06,2026-06-30,STRUCTURE_FAIL,1130,38.83925441026412453903404146,49.97,38.65,48.38,47.23,49.79,48.697969189004574,-1.1925
session_low_pct_vs_prev_close,STRUCTURE_FAIL,003030:20260702:2244,003030,祖名股份,2026-07-03,2026-07-02,STRUCTURE_FAIL,1130,22.84595047352895513119080888,25.23,22.73,23.35,22.4,23.44,22.843307438997666,-0.1783
session_low_pct_vs_prev_close,STRUCTURE_FAIL,000756:20260623:1344,000756,,2026-06-24,2026-06-23,STRUCTURE_FAIL,1130,14.0900,15.2,14.02,14.44,14.0,14.78,14.484276130427688,4.1667
cum_volume_vs_anchor_ratio,SUCCESS,003030:20260601:2574,003030,祖名股份,2026-06-09,2026-06-01,SUCCESS,1130,19.73863313673557196394147069,22.42,19.64,21.0,20.92,21.8,21.252115904734048,0.3344
cum_volume_vs_anchor_ratio,SUCCESS,002837:20260609:6972,002837,,2026-06-11,2026-06-09,SUCCESS,1130,52.88796866727297543353608210,72.69,52.62,67.1,66.68,69.5,67.48808749276213,0.3403
cum_volume_vs_anchor_ratio,SUCCESS,603318:20260611:985,603318,水发燃气,2026-06-15,2026-06-11,SUCCESS,1130,8.234410904059658947254538316,9.48,8.19,8.67,8.65,9.05,8.825836718197516,0.4401
cum_volume_vs_anchor_ratio,SUCCESS,002734:20260616:1639,002734,,2026-06-17,2026-06-16,SUCCESS,1130,16.46360329193770944214468757,17.22,16.31,16.46,16.08,16.68,16.381903158376943,0.589
cum_volume_vs_anchor_ratio,SUCCESS,603020:20260605:1067,603020,,2026-06-08,2026-06-05,SUCCESS,1130,10.38177319893908748645925656,11.36,10.27,10.63,10.34,10.75,10.540278063827854,0.6709
cum_volume_vs_anchor_ratio,SUCCESS,600667:20260611:1751,600667,太极实业,2026-06-15,2026-06-11,SUCCESS,1130,17.3450,18.86,17.09,17.29,16.42,17.38,17.02252166763948,0.6091
cum_volume_vs_anchor_ratio,SUCCESS,002965:20260611:3854,002965,,2026-06-15,2026-06-11,SUCCESS,1130,38.5650,41.99,38.35,40.4,39.01,40.7,40.12182773886824,0.7935
cum_volume_vs_anchor_ratio,SUCCESS,000070:20260615:1881,000070,,2026-06-16,2026-06-15,SUCCESS,1130,18.84816666666666666666666668,20.38,18.72,19.46,19.0,19.88,19.342978221067412,0.786
cum_volume_vs_anchor_ratio,SUCCESS,002693:20260629:911,002693,,2026-06-30,2026-06-29,SUCCESS,1130,9.046000000000000000000000005,9.83,8.94,9.15,9.01,9.43,9.233779748893006,1.0461
cum_volume_vs_anchor_ratio,SUCCESS,002728:20260629:880,002728,,2026-06-30,2026-06-29,SUCCESS,1130,8.74338223557893730774922753,9.56,8.62,9.0,8.8,9.18,9.026151645482605,1.8646
cum_volume_vs_anchor_ratio,FAILED_BREAKOUT,600234:20260622:3034,600234,,2026-06-24,2026-06-22,FAILED_BREAKOUT,1130,27.07700000000000000000000000,30.95,26.94,28.34,28.0,29.65,28.544498951601536,0.3479
cum_volume_vs_anchor_ratio,FAILED_BREAKOUT,000892:20260706:376,000892,欢瑞世纪,2026-07-27,2026-07-06,FAILED_BREAKOUT,1130,3.088933717579250720461095100,3.4,3.07,3.09,2.92,3.12,3.0550817518397873,0.7352
cum_volume_vs_anchor_ratio,FAILED_BREAKOUT,603335:20260609:768,603335,,2026-06-11,2026-06-09,FAILED_BREAKOUT,1130,7.23275000000000000000000000,7.8,7.15,7.32,7.13,7.63,7.3185547726346005,0.5851
cum_volume_vs_anchor_ratio,FAILED_BREAKOUT,600539:20260626:1432,600539,狮头股份,2026-06-29,2026-06-26,FAILED_BREAKOUT,1130,14.93450000000000000000000000,15.95,14.77,13.85,13.3,14.88,14.21706115959369,0.6286
cum_volume_vs_anchor_ratio,FAILED_BREAKOUT,002442:20260618:548,002442,,2026-06-22,2026-06-18,FAILED_BREAKOUT,1130,5.48,5.86,5.45,5.34,5.25,5.49,5.331500057785716,0.6684
cum_volume_vs_anchor_ratio,FAILED_BREAKOUT,603615:20260701:1777,603615,,2026-07-02,2026-07-01,FAILED_BREAKOUT,1130,18.36556179358903094311654625,19.68,18.27,18.63,17.77,19.09,18.65122586785263,0.7992
cum_volume_vs_anchor_ratio,FAILED_BREAKOUT,603260:20260609:3933,603260,,2026-06-10,2026-06-09,FAILED_BREAKOUT,1130,39.45625000000000000000000000,41.8,39.13,40.0,38.8,40.65,40.09930685908878,0.8691
cum_volume_vs_anchor_ratio,FAILED_BREAKOUT,002645:20260616:3363,002645,,2026-06-17,2026-06-16,FAILED_BREAKOUT,1130,33.63,36.1,33.46,34.41,33.08,34.85,33.96587130240173,1.3983
cum_volume_vs_anchor_ratio,FAILED_BREAKOUT,600110:20260609:1181,600110,,2026-06-10,2026-06-09,FAILED_BREAKOUT,1130,11.80500000000000000000000000,13.19,11.74,12.05,12.0,12.58,12.226835570589433,1.4269
cum_volume_vs_anchor_ratio,FAILED_BREAKOUT,603070:20260615:1604,603070,,2026-06-16,2026-06-15,FAILED_BREAKOUT,1130,16.04008312182741116751269036,17.98,15.96,16.98,16.28,17.55,16.96932421263363,3.3566
cum_volume_vs_anchor_ratio,NO_LAUNCH,603661:20260708:4267,603661,,2026-07-28,2026-07-08,NO_LAUNCH,1130,26.13969217248652449027419733,30.24,25.84,27.66,27.36,28.1,27.699625212136766,0.0785
cum_volume_vs_anchor_ratio,NO_LAUNCH,002910:20260708:1287,002910,,2026-07-28,2026-07-08,NO_LAUNCH,1130,7.793151515151515151515151516,9.7,7.75,8.2,8.0,8.29,8.20724686983526,0.1893
cum_volume_vs_anchor_ratio,NO_LAUNCH,002403:20260706:1178,002403,,2026-07-27,2026-07-06,NO_LAUNCH,1130,7.995721768707482993197278905,10.23,7.96,8.05,7.81,8.12,8.010037339959064,0.4422
cum_volume_vs_anchor_ratio,NO_LAUNCH,603950:20260604:7005,603950,长源东谷,2026-06-08,2026-06-04,NO_LAUNCH,1130,50.29492598666299956706638859,71.8,50.04,63.66,61.24,65.68,63.27940668322645,0.4288
cum_volume_vs_anchor_ratio,NO_LAUNCH,605111:20260630:9914,605111,新洁能,2026-07-03,2026-06-30,NO_LAUNCH,1130,73.97428513657866625972836878,91.44,73.6,83.65,80.35,84.77,82.43765444061755,0.4405
cum_volume_vs_anchor_ratio,NO_LAUNCH,002910:20260626:1227,002910,,2026-06-30,2026-06-26,NO_LAUNCH,1130,10.60126756605223919711552221,13.41,10.51,10.99,10.8,12.14,11.409842376084894,0.9147
cum_volume_vs_anchor_ratio,NO_LAUNCH,603477:20260706:1673,603477,,2026-07-08,2026-07-06,NO_LAUNCH,1130,14.45397734627831715210355987,17.43,14.28,15.85,15.83,16.79,16.10744565703314,0.5297
cum_volume_vs_anchor_ratio,NO_LAUNCH,603318:20260629:969,603318,水发燃气,2026-06-30,2026-06-29,NO_LAUNCH,1130,8.942056193090747877093066879,11.69,8.9,9.31,8.97,9.59,9.197856606223372,0.5643
cum_volume_vs_anchor_ratio,NO_LAUNCH,002174:20260727:1134,002174,游族网络,2026-07-28,2026-07-27,NO_LAUNCH,1130,10.81432495812395309882747069,11.9,10.7,11.22,11.12,11.5,11.335212645652716,0.5839
cum_volume_vs_anchor_ratio,NO_LAUNCH,600058:20260610:1034,600058,,2026-06-12,2026-06-10,NO_LAUNCH,1130,10.19950000000000000000000000,11.2,10.05,10.5,9.67,10.75,10.211426046767368,3.2301
cum_volume_vs_anchor_ratio,STRUCTURE_FAIL,002585:20260707:1137,002585,双星新材,2026-07-27,2026-07-07,STRUCTURE_FAIL,1130,7.884019323671497584541062800,8.33,7.84,7.81,7.43,7.92,7.742738785117586,0.6239
cum_volume_vs_anchor_ratio,STRUCTURE_FAIL,603065:20260707:2025,603065,宿迁联盛,2026-07-27,2026-07-07,STRUCTURE_FAIL,1130,13.68122204472843450479233227,22.11,13.53,14.82,13.42,15.16,14.327141271000638,0.4047
cum_volume_vs_anchor_ratio,STRUCTURE_FAIL,600539:20260612:1634,600539,狮头股份,2026-06-16,2026-06-12,STRUCTURE_FAIL,1130,15.68400000000000000000000000,17.31,15.61,16.17,15.98,16.58,16.201170953497684,0.4801
cum_volume_vs_anchor_ratio,STRUCTURE_FAIL,002637:20260612:1268,002637,,2026-06-15,2026-06-12,STRUCTURE_FAIL,1130,12.34800000000000000000000001,13.3,12.29,12.31,12.29,12.78,12.435451171090987,0.7101
cum_volume_vs_anchor_ratio,STRUCTURE_FAIL,600667:20260604:1636,600667,太极实业,2026-06-09,2026-06-04,STRUCTURE_FAIL,1130,15.59300000000000000000000000,17.18,15.51,15.26,14.73,15.68,15.176566637416018,0.8487
cum_volume_vs_anchor_ratio,STRUCTURE_FAIL,000833:20260622:2413,000833,,2026-06-23,2026-06-22,STRUCTURE_FAIL,1130,24.83705491535068999857732251,26.44,24.71,25.0,24.13,25.42,24.90025353781988,0.7847
cum_volume_vs_anchor_ratio,STRUCTURE_FAIL,601369:20260528:961,601369,陕鼓动力,2026-05-29,2026-05-28,STRUCTURE_FAIL,1130,9.5350,10.28,9.41,9.79,9.61,10.07,9.840761222806364,1.3569
cum_volume_vs_anchor_ratio,STRUCTURE_FAIL,002051:20260727:905,002051,中工国际,2026-07-28,2026-07-27,STRUCTURE_FAIL,1130,8.813766666666666666666666668,11.36,8.77,8.93,8.85,9.27,9.00124112107155,1.343
cum_volume_vs_anchor_ratio,STRUCTURE_FAIL,003030:20260702:2244,003030,祖名股份,2026-07-03,2026-07-02,STRUCTURE_FAIL,1130,22.84595047352895513119080888,25.23,22.73,23.35,22.4,23.44,22.843307438997666,2.7058
cum_volume_vs_anchor_ratio,STRUCTURE_FAIL,000756:20260623:1344,000756,,2026-06-24,2026-06-23,STRUCTURE_FAIL,1130,14.0900,15.2,14.02,14.44,14.0,14.78,14.484276130427688,4.078
