dimension,stratum,n,success_n,nonsuccess_n,auc,direction,effect,reportable,note,verdict,consistency,material_reversal_n,opposite_n,factor,role
regime,RISK_OFF,3720,133,3587,0.4898568556881471,NEGATIVE,0.010143144311852925,True,,DATA_LIMITED,,0,0,t0_gap,CONTROL
regime,NEUTRAL,0,0,0,,UNKNOWN,,False,NO_ROWS,DATA_LIMITED,,0,0,t0_gap,CONTROL
board,SH_MAIN,3915,200,3715,0.5220302826379543,POSITIVE,0.022030282637954257,True,,DATA_LIMITED,,0,0,t0_gap,CONTROL
board,SZ_MAIN,4102,180,3922,0.44809479290611365,NEGATIVE,0.05190520709388635,True,,DATA_LIMITED,,0,0,t0_gap,CONTROL
board,SZ_CHINEXT,0,0,0,,UNKNOWN,,False,NO_ROWS,DATA_LIMITED,,0,0,t0_gap,CONTROL
board,SH_STAR,0,0,0,,UNKNOWN,,False,NO_ROWS,DATA_LIMITED,,0,0,t0_gap,CONTROL
board,BSE,0,0,0,,UNKNOWN,,False,NO_ROWS,DATA_LIMITED,,0,0,t0_gap,CONTROL
t0_position,LOW,267,9,258,,UNKNOWN,,False,GATE success_n<10,DATA_LIMITED,,0,0,t0_gap,CONTROL
t0_position,MID,1628,69,1559,0.4513670041182103,NEGATIVE,0.04863299588178971,True,,DATA_LIMITED,,0,0,t0_gap,CONTROL
t0_position,HIGH,5164,266,4898,0.5005556971235766,POSITIVE,0.000555697123576615,True,,DATA_LIMITED,,0,0,t0_gap,CONTROL
t0_gap_up,GAP_UP,4870,231,4639,0.4680485139635819,NEGATIVE,0.03195148603641812,True,,DATA_LIMITED,,0,0,t0_gap,CONTROL
t0_gap_up,NO_GAP_UP,3147,149,2998,0.4839020196909797,NEGATIVE,0.01609798030902032,True,,DATA_LIMITED,,0,0,t0_gap,CONTROL
year,2024,2070,108,1962,0.5035819458602333,POSITIVE,0.0035819458602333043,True,,MIXED,0.6666666666666666,0,1,t0_close_location,CONTROL
year,2025,3918,169,3749,0.5014670578821019,POSITIVE,0.0014670578821018854,True,,MIXED,0.6666666666666666,0,1,t0_close_location,CONTROL
year,2026,2483,129,2354,0.4980340242239829,NEGATIVE,0.0019659757760170926,True,,MIXED,0.6666666666666666,0,1,t0_close_location,CONTROL
quarter,2024Q3,876,58,818,0.4956896551724138,NEGATIVE,0.004310344827586188,True,,MIXED,0.6666666666666666,0,2,t0_close_location,CONTROL
quarter,2024Q4,1194,50,1144,0.5109265734265734,POSITIVE,0.010926573426573438,True,,MIXED,0.6666666666666666,0,2,t0_close_location,CONTROL
quarter,2025Q1,1152,47,1105,0.5031674208144796,POSITIVE,0.0031674208144796268,True,,MIXED,0.6666666666666666,0,2,t0_close_location,CONTROL
quarter,2025Q2,1075,46,1029,0.5009718172983479,POSITIVE,0.0009718172983479434,True,,MIXED,0.6666666666666666,0,2,t0_close_location,CONTROL
quarter,2025Q3,754,26,728,0.5006868131868132,POSITIVE,0.0006868131868131844,True,,MIXED,0.6666666666666666,0,2,t0_close_location,CONTROL
quarter,2025Q4,937,50,887,0.5005636978579482,POSITIVE,0.0005636978579481866,True,,MIXED,0.6666666666666666,0,2,t0_close_location,CONTROL
quarter,2026Q1,597,39,558,0.4889716018748277,NEGATIVE,0.011028398125172312,True,,MIXED,0.6666666666666666,0,2,t0_close_location,CONTROL
quarter,2026Q2,1553,80,1473,0.5023761031907671,POSITIVE,0.002376103190767087,True,,MIXED,0.6666666666666666,0,2,t0_close_location,CONTROL
quarter,2026Q3,333,10,323,0.5,NEUTRAL,0.0,True,,MIXED,0.6666666666666666,0,2,t0_close_location,CONTROL
regime,RISK_ON,4610,265,4345,0.5006500640510672,POSITIVE,0.0006500640510671563,True,,DATA_LIMITED,,0,0,t0_close_location,CONTROL
regime,RISK_OFF,3861,141,3720,0.5004975978037063,POSITIVE,0.0004975978037062845,True,,DATA_LIMITED,,0,0,t0_close_location,CONTROL
regime,NEUTRAL,0,0,0,,UNKNOWN,,False,NO_ROWS,DATA_LIMITED,,0,0,t0_close_location,CONTROL
board,SH_MAIN,4140,211,3929,0.4983209069997189,NEGATIVE,0.0016790930002810733,True,,DATA_LIMITED,,0,0,t0_close_location,CONTROL
board,SZ_MAIN,4331,195,4136,0.503384912959381,POSITIVE,0.0033849129593810368,True,,DATA_LIMITED,,0,0,t0_close_location,CONTROL
board,SZ_CHINEXT,0,0,0,,UNKNOWN,,False,NO_ROWS,DATA_LIMITED,,0,0,t0_close_location,CONTROL
board,SH_STAR,0,0,0,,UNKNOWN,,False,NO_ROWS,DATA_LIMITED,,0,0,t0_close_location,CONTROL
board,BSE,0,0,0,,UNKNOWN,,False,NO_ROWS,DATA_LIMITED,,0,0,t0_close_location,CONTROL
t0_position,LOW,267,9,258,,UNKNOWN,,False,GATE success_n<10,DATA_LIMITED,,0,0,t0_close_location,CONTROL
t0_position,MID,1628,69,1559,0.5019243104554202,POSITIVE,0.0019243104554201862,True,,DATA_LIMITED,,0,0,t0_close_location,CONTROL
t0_position,HIGH,5164,266,4898,0.4998280716081752,NEGATIVE,0.0001719283918247827,True,,DATA_LIMITED,,0,0,t0_close_location,CONTROL
t0_gap_up,GAP_UP,4870,231,4639,0.501620460447794,POSITIVE,0.0016204604477939588,True,,DATA_LIMITED,,0,0,t0_close_location,CONTROL
t0_gap_up,NO_GAP_UP,3147,149,2998,0.4986478681537132,NEGATIVE,0.001352131846286797,True,,DATA_LIMITED,,0,0,t0_close_location,CONTROL
year,2024,1784,95,1689,0.5236047489950454,POSITIVE,0.023604748995045388,True,,STABLE,1.0,0,0,t0_position_20d,CONTROL
year,2025,3705,159,3546,0.5125129918732064,POSITIVE,0.012512991873206425,True,,STABLE,1.0,0,0,t0_position_20d,CONTROL
year,2026,1570,90,1480,0.5520307807807808,POSITIVE,0.05203078078078083,True,,STABLE,1.0,0,0,t0_position_20d,CONTROL
quarter,2024Q3,626,46,580,0.5338455772113943,POSITIVE,0.03384557721139425,True,,MIXED,0.75,0,2,t0_position_20d,CONTROL
quarter,2024Q4,1158,49,1109,0.5049686240591819,POSITIVE,0.004968624059181859,True,,MIXED,0.75,0,2,t0_position_20d,CONTROL
quarter,2025Q1,1137,45,1092,0.4882885632885633,NEGATIVE,0.011711436711436707,True,,MIXED,0.75,0,2,t0_position_20d,CONTROL
quarter,2025Q2,981,44,937,0.4778063452022897,NEGATIVE,0.022193654797710294,True,,MIXED,0.75,0,2,t0_position_20d,CONTROL
quarter,2025Q3,683,24,659,0.5508345978755691,POSITIVE,0.0508345978755691,True,,MIXED,0.75,0,2,t0_position_20d,CONTROL
quarter,2025Q4,904,46,858,0.5617335562987736,POSITIVE,0.06173355629877364,True,,MIXED,0.75,0,2,t0_position_20d,CONTROL
quarter,2026Q1,592,38,554,0.5353648109443283,POSITIVE,0.035364810944328307,True,,MIXED,0.75,0,2,t0_position_20d,CONTROL
quarter,2026Q2,950,51,899,0.5534689960522585,POSITIVE,0.05346899605225852,True,,MIXED,0.75,0,2,t0_position_20d,CONTROL
quarter,2026Q3,28,1,27,,UNKNOWN,,False,GATE n<60,MIXED,0.75,0,2,t0_position_20d,CONTROL
regime,RISK_ON,3810,223,3587,0.5308569435467639,POSITIVE,0.030856943546763937,True,,DATA_LIMITED,,0,0,t0_position_20d,CONTROL
regime,RISK_OFF,3249,121,3128,0.5210059499904884,POSITIVE,0.021005949990488437,True,,DATA_LIMITED,,0,0,t0_position_20d,CONTROL
regime,NEUTRAL,0,0,0,,UNKNOWN,,False,NO_ROWS,DATA_LIMITED,,0,0,t0_position_20d,CONTROL
board,SH_MAIN,3429,185,3244,0.545761822241477,POSITIVE,0.04576182224147696,True,,DATA_LIMITED,,0,0,t0_position_20d,CONTROL
board,SZ_MAIN,3630,159,3471,0.5006695186894466,POSITIVE,0.0006695186894466465,True,,DATA_LIMITED,,0,0,t0_position_20d,CONTROL
board,SZ_CHINEXT,0,0,0,,UNKNOWN,,False,NO_ROWS,DATA_LIMITED,,0,0,t0_position_20d,CONTROL
board,SH_STAR,0,0,0,,UNKNOWN,,False,NO_ROWS,DATA_LIMITED,,0,0,t0_position_20d,CONTROL
board,BSE,0,0,0,,UNKNOWN,,False,NO_ROWS,DATA_LIMITED,,0,0,t0_position_20d,CONTROL
t0_position,LOW,267,9,258,,UNKNOWN,,False,GATE success_n<10,DATA_LIMITED,,0,0,t0_position_20d,CONTROL
t0_position,MID,1628,69,1559,0.5297756830372499,POSITIVE,0.029775683037249867,True,,DATA_LIMITED,,0,0,t0_position_20d,CONTROL
t0_position,HIGH,5164,266,4898,0.5013282235805929,POSITIVE,0.0013282235805929243,True,,DATA_LIMITED,,0,0,t0_position_20d,CONTROL
t0_gap_up,GAP_UP,4282,209,4073,0.5217178830834871,POSITIVE,0.0217178830834871,True,,DATA_LIMITED,,0,0,t0_position_20d,CONTROL
t0_gap_up,NO_GAP_UP,2777,135,2642,0.53049878038523,POSITIVE,0.030498780385230018,True,,DATA_LIMITED,,0,0,t0_position_20d,CONTROL
year,2024,2050,108,1942,0.6007719227981844,POSITIVE,0.10077192279818437,True,,UNSTABLE,0.3333333333333333,1,2,t0_gain_retention,CONTROL
year,2025,3893,166,3727,0.4874273051422217,NEGATIVE,0.012572694857778288,True,,UNSTABLE,0.3333333333333333,1,2,t0_gain_retention,CONTROL
year,2026,1895,96,1799,0.4213075551232166,NEGATIVE,0.0786924448767834,True,,UNSTABLE,0.3333333333333333,1,2,t0_gain_retention,CONTROL
quarter,2024Q3,868,58,810,0.6485738612175393,POSITIVE,0.14857386121753935,True,,UNSTABLE,0.5,3,4,t0_gain_retention,CONTROL
quarter,2024Q4,1182,50,1132,0.5364929328621908,POSITIVE,0.0364929328621908,True,,UNSTABLE,0.5,3,4,t0_gain_retention,CONTROL
quarter,2025Q1,1152,47,1105,0.4745451044574949,NEGATIVE,0.025454895542505074,True,,UNSTABLE,0.5,3,4,t0_gain_retention,CONTROL
quarter,2025Q2,1057,44,1013,0.5427398366687607,POSITIVE,0.04273983666876069,True,,UNSTABLE,0.5,3,4,t0_gain_retention,CONTROL
quarter,2025Q3,751,26,725,0.5178779840848806,POSITIVE,0.017877984084880616,True,,UNSTABLE,0.5,3,4,t0_gain_retention,CONTROL
quarter,2025Q4,933,49,884,0.434850863422292,NEGATIVE,0.06514913657770799,True,,UNSTABLE,0.5,3,4,t0_gain_retention,CONTROL
quarter,2026Q1,596,39,557,0.45757952400681307,NEGATIVE,0.042420475993186935,True,,UNSTABLE,0.5,3,4,t0_gain_retention,CONTROL
quarter,2026Q2,1001,50,951,0.3862986330178759,NEGATIVE,0.11370136698212407,True,,UNSTABLE,0.5,3,4,t0_gain_retention,CONTROL
quarter,2026Q3,298,7,291,,UNKNOWN,,False,GATE success_n<10,UNSTABLE,0.5,3,4,t0_gain_retention,CONTROL
regime,RISK_ON,4168,240,3928,0.5250869823489477,POSITIVE,0.025086982348947684,True,,DATA_LIMITED,,0,0,t0_gain_retention,CONTROL
regime,RISK_OFF,3670,130,3540,0.4556920903954802,NEGATIVE,0.0443079096045198,True,,DATA_LIMITED,,0,0,t0_gain_retention,CONTROL
regime,NEUTRAL,0,0,0,,UNKNOWN,,False,NO_ROWS,DATA_LIMITED,,0,0,t0_gain_retention,CONTROL
board,SH_MAIN,3820,194,3626,0.5137558924377775,POSITIVE,0.013755892437777528,True,,DATA_LIMITED,,0,0,t0_gain_retention,CONTROL
board,SZ_MAIN,4018,176,3842,0.48839826558137334,NEGATIVE,0.011601734418626664,True,,DATA_LIMITED,,0,0,t0_gain_retention,CONTROL
board,SZ_CHINEXT,0,0,0,,UNKNOWN,,False,NO_ROWS,DATA_LIMITED,,0,0,t0_gain_retention,CONTROL
board,SH_STAR,0,0,0,,UNKNOWN,,False,NO_ROWS,DATA_LIMITED,,0,0,t0_gain_retention,CONTROL
board,BSE,0,0,0,,UNKNOWN,,False,NO_ROWS,DATA_LIMITED,,0,0,t0_gain_retention,CONTROL
t0_position,LOW,263,9,254,,UNKNOWN,,False,GATE success_n<10,DATA_LIMITED,,0,0,t0_gain_retention,CONTROL
t0_position,MID,1609,68,1541,0.4826315990380578,NEGATIVE,0.0173684009619422,True,,DATA_LIMITED,,0,0,t0_gain_retention,CONTROL
t0_position,HIGH,5126,263,4863,0.5348777022742537,POSITIVE,0.034877702274253686,True,,DATA_LIMITED,,0,0,t0_gain_retention,CONTROL
t0_gap_up,GAP_UP,4766,228,4538,0.48503765473622357,NEGATIVE,0.014962345263776433,True,,DATA_LIMITED,,0,0,t0_gain_retention,CONTROL
t0_gap_up,NO_GAP_UP,3072,142,2930,0.5274143152429938,POSITIVE,0.02741431524299376,True,,DATA_LIMITED,,0,0,t0_gain_retention,CONTROL
year,2024,2050,108,1942,0.6054730709081894,POSITIVE,0.10547307090818936,True,,UNSTABLE,0.3333333333333333,1,2,low_vs_t0_mid,CONTROL
year,2025,3893,166,3727,0.4933810907703796,NEGATIVE,0.006618909229620384,True,,UNSTABLE,0.3333333333333333,1,2,low_vs_t0_mid,CONTROL
year,2026,1895,96,1799,0.44540659162497687,NEGATIVE,0.054593408375023134,True,,UNSTABLE,0.3333333333333333,1,2,low_vs_t0_mid,CONTROL
quarter,2024Q3,868,58,810,0.6536824180502342,POSITIVE,0.1536824180502342,True,,UNSTABLE,0.5,3,4,low_vs_t0_mid,CONTROL
quarter,2024Q4,1182,50,1132,0.5402826855123675,POSITIVE,0.040282685512367467,True,,UNSTABLE,0.5,3,4,low_vs_t0_mid,CONTROL
quarter,2025Q1,1152,47,1105,0.45429864253393665,NEGATIVE,0.04570135746606335,True,,UNSTABLE,0.5,3,4,low_vs_t0_mid,CONTROL
quarter,2025Q2,1057,44,1013,0.5392398815399803,POSITIVE,0.03923988153998026,True,,UNSTABLE,0.5,3,4,low_vs_t0_mid,CONTROL
quarter,2025Q3,751,26,725,0.5954907161803713,POSITIVE,0.0954907161803713,True,,UNSTABLE,0.5,3,4,low_vs_t0_mid,CONTROL
quarter,2025Q4,933,49,884,0.43421599408994366,NEGATIVE,0.06578400591005634,True,,UNSTABLE,0.5,3,4,low_vs_t0_mid,CONTROL
quarter,2026Q1,596,39,557,0.4799060903190167,NEGATIVE,0.02009390968098329,True,,UNSTABLE,0.5,3,4,low_vs_t0_mid,CONTROL
quarter,2026Q2,1001,50,951,0.40759200841219767,NEGATIVE,0.09240799158780233,True,,UNSTABLE,0.5,3,4,low_vs_t0_mid,CONTROL
quarter,2026Q3,298,7,291,,UNKNOWN,,False,GATE success_n<10,UNSTABLE,0.5,3,4,low_vs_t0_mid,CONTROL
regime,RISK_ON,4168,240,3928,0.5414078411405295,POSITIVE,0.04140784114052953,True,,UNSTABLE,0.5,1,1,low_vs_t0_mid,CONTROL
regime,RISK_OFF,3670,130,3540,0.4616286397218601,NEGATIVE,0.03837136027813992,True,,UNSTABLE,0.5,1,1,low_vs_t0_mid,CONTROL
regime,NEUTRAL,0,0,0,,UNKNOWN,,False,NO_ROWS,UNSTABLE,0.5,1,1,low_vs_t0_mid,CONTROL
board,SH_MAIN,3820,194,3626,0.5145939122375057,POSITIVE,0.014593912237505724,True,,DATA_LIMITED,,0,0,low_vs_t0_mid,CONTROL
board,SZ_MAIN,4018,176,3842,0.5081559675358478,POSITIVE,0.008155967535847797,True,,DATA_LIMITED,,0,0,low_vs_t0_mid,CONTROL
board,SZ_CHINEXT,0,0,0,,UNKNOWN,,False,NO_ROWS,DATA_LIMITED,,0,0,low_vs_t0_mid,CONTROL
board,SH_STAR,0,0,0,,UNKNOWN,,False,NO_ROWS,DATA_LIMITED,,0,0,low_vs_t0_mid,CONTROL
board,BSE,0,0,0,,UNKNOWN,,False,NO_ROWS,DATA_LIMITED,,0,0,low_vs_t0_mid,CONTROL
t0_position,LOW,263,9,254,,UNKNOWN,,False,GATE success_n<10,DATA_LIMITED,,0,0,low_vs_t0_mid,CONTROL
t0_position,MID,1609,68,1541,0.4932721303966103,NEGATIVE,0.0067278696033897245,True,,DATA_LIMITED,,0,0,low_vs_t0_mid,CONTROL
t0_position,HIGH,5126,263,4863,0.5390142372489091,POSITIVE,0.03901423724890907,True,,DATA_LIMITED,,0,0,low_vs_t0_mid,CONTROL
t0_gap_up,GAP_UP,4766,228,4538,0.49539995592772146,NEGATIVE,0.004600044072278542,True,,DATA_LIMITED,,0,0,low_vs_t0_mid,CONTROL
t0_gap_up,NO_GAP_UP,3072,142,2930,0.5400122578474259,POSITIVE,0.0400122578474259,True,,DATA_LIMITED,,0,0,low_vs_t0_mid,CONTROL
year,2024,2050,108,1942,0.5771207613380631,POSITIVE,0.07712076133806312,True,,UNSTABLE,0.3333333333333333,1,2,max_drawdown_from_post_t0_high,CONTROL
year,2025,3893,166,3727,0.49601572374822606,NEGATIVE,0.003984276251773944,True,,UNSTABLE,0.3333333333333333,1,2,max_drawdown_from_post_t0_high,CONTROL
year,2026,1895,96,1799,0.4620593616824162,NEGATIVE,0.03794063831758382,True,,UNSTABLE,0.3333333333333333,1,2,max_drawdown_from_post_t0_high,CONTROL
quarter,2024Q3,868,58,810,0.5975095785440613,POSITIVE,0.09750957854406128,True,,UNSTABLE,0.625,1,3,max_drawdown_from_post_t0_high,CONTROL
quarter,2024Q4,1182,50,1132,0.5403710247349823,POSITIVE,0.04037102473498233,True,,UNSTABLE,0.625,1,3,max_drawdown_from_post_t0_high,CONTROL
quarter,2025Q1,1152,47,1105,0.483652642726485,NEGATIVE,0.016347357273514995,True,,UNSTABLE,0.625,1,3,max_drawdown_from_post_t0_high,CONTROL
quarter,2025Q2,1057,44,1013,0.5125639414879296,POSITIVE,0.012563941487929609,True,,UNSTABLE,0.625,1,3,max_drawdown_from_post_t0_high,CONTROL
quarter,2025Q3,751,26,725,0.5168169761273209,POSITIVE,0.016816976127320915,True,,UNSTABLE,0.625,1,3,max_drawdown_from_post_t0_high,CONTROL
quarter,2025Q4,933,49,884,0.48505171299288946,NEGATIVE,0.014948287007110539,True,,UNSTABLE,0.625,1,3,max_drawdown_from_post_t0_high,CONTROL
quarter,2026Q1,596,39,557,0.5265617087879206,POSITIVE,0.026561708787920635,True,,UNSTABLE,0.625,1,3,max_drawdown_from_post_t0_high,CONTROL
quarter,2026Q2,1001,50,951,0.41974763406940063,NEGATIVE,0.08025236593059937,True,,UNSTABLE,0.625,1,3,max_drawdown_from_post_t0_high,CONTROL
quarter,2026Q3,298,7,291,,UNKNOWN,,False,GATE success_n<10,UNSTABLE,0.625,1,3,max_drawdown_from_post_t0_high,CONTROL
regime,RISK_ON,4168,240,3928,0.5264802910726408,POSITIVE,0.026480291072640827,True,,DATA_LIMITED,,0,0,max_drawdown_from_post_t0_high,CONTROL
regime,RISK_OFF,3670,130,3540,0.48122012168622336,NEGATIVE,0.018779878313776643,True,,DATA_LIMITED,,0,0,max_drawdown_from_post_t0_high,CONTROL
regime,NEUTRAL,0,0,0,,UNKNOWN,,False,NO_ROWS,DATA_LIMITED,,0,0,max_drawdown_from_post_t0_high,CONTROL
board,SH_MAIN,3820,194,3626,0.5335755227139616,POSITIVE,0.03357552271396158,True,,DATA_LIMITED,,0,0,max_drawdown_from_post_t0_high,CONTROL
board,SZ_MAIN,4018,176,3842,0.4837664450333633,NEGATIVE,0.0162335549666367,True,,DATA_LIMITED,,0,0,max_drawdown_from_post_t0_high,CONTROL
board,SZ_CHINEXT,0,0,0,,UNKNOWN,,False,NO_ROWS,DATA_LIMITED,,0,0,max_drawdown_from_post_t0_high,CONTROL
board,SH_STAR,0,0,0,,UNKNOWN,,False,NO_ROWS,DATA_LIMITED,,0,0,max_drawdown_from_post_t0_high,CONTROL
board,BSE,0,0,0,,UNKNOWN,,False,NO_ROWS,DATA_LIMITED,,0,0,max_drawdown_from_post_t0_high,CONTROL
t0_position,LOW,263,9,254,,UNKNOWN,,False,GATE success_n<10,DATA_LIMITED,,0,0,max_drawdown_from_post_t0_high,CONTROL
t0_position,MID,1609,68,1541,0.4882381570408825,NEGATIVE,0.011761842959117474,True,,DATA_LIMITED,,0,0,max_drawdown_from_post_t0_high,CONTROL
t0_position,HIGH,5126,263,4863,0.5412766063915544,POSITIVE,0.041276606391554393,True,,DATA_LIMITED,,0,0,max_drawdown_from_post_t0_high,CONTROL
t0_gap_up,GAP_UP,4766,228,4538,0.494928788476259,NEGATIVE,0.005071211523741015,True,,DATA_LIMITED,,0,0,max_drawdown_from_post_t0_high,CONTROL
t0_gap_up,NO_GAP_UP,3072,142,2930,0.5319929817814738,POSITIVE,0.031992981781473806,True,,DATA_LIMITED,,0,0,max_drawdown_from_post_t0_high,CONTROL
year,2024,2070,108,1962,0.49007531996828635,NEGATIVE,0.00992468003171365,True,,MIXED,0.6666666666666666,0,1,days_since_t0,CONTROL
year,2025,3918,169,3749,0.5295234547753168,POSITIVE,0.029523454775316815,True,,MIXED,0.6666666666666666,0,1,days_since_t0,CONTROL
year,2026,2483,129,2354,0.5420922987756285,POSITIVE,0.04209229877562848,True,,MIXED,0.6666666666666666,0,1,days_since_t0,CONTROL
quarter,2024Q3,876,58,818,0.49839811145771856,NEGATIVE,0.0016018885422814377,True,,MIXED,0.7777777777777778,0,2,days_since_t0,CONTROL
quarter,2024Q4,1194,50,1144,0.5088461538461538,POSITIVE,0.008846153846153837,True,,MIXED,0.7777777777777778,0,2,days_since_t0,CONTROL
quarter,2025Q1,1152,47,1105,0.5234620198324829,POSITIVE,0.02346201983248286,True,,MIXED,0.7777777777777778,0,2,days_since_t0,CONTROL
quarter,2025Q2,1075,46,1029,0.528541851523218,POSITIVE,0.028541851523217976,True,,MIXED,0.7777777777777778,0,2,days_since_t0,CONTROL
quarter,2025Q3,754,26,728,0.55520921386306,POSITIVE,0.05520921386305999,True,,MIXED,0.7777777777777778,0,2,days_since_t0,CONTROL
quarter,2025Q4,937,50,887,0.5279143179255918,POSITIVE,0.027914317925591847,True,,MIXED,0.7777777777777778,0,2,days_since_t0,CONTROL
quarter,2026Q1,597,39,558,0.4939573568605827,NEGATIVE,0.006042643139417325,True,,MIXED,0.7777777777777778,0,2,days_since_t0,CONTROL
quarter,2026Q2,1553,80,1473,0.5584945689069926,POSITIVE,0.05849456890699256,True,,MIXED,0.7777777777777778,0,2,days_since_t0,CONTROL
quarter,2026Q3,333,10,323,0.5928792569659442,POSITIVE,0.09287925696594423,True,,MIXED,0.7777777777777778,0,2,days_since_t0,CONTROL
regime,RISK_ON,4610,265,4345,0.5198267364352868,POSITIVE,0.019826736435286763,True,,DATA_LIMITED,,0,0,days_since_t0,CONTROL
regime,RISK_OFF,3861,141,3720,0.52300770228018,POSITIVE,0.02300770228018001,True,,DATA_LIMITED,,0,0,days_since_t0,CONTROL
regime,NEUTRAL,0,0,0,,UNKNOWN,,False,NO_ROWS,DATA_LIMITED,,0,0,days_since_t0,CONTROL
board,SH_MAIN,4140,211,3929,0.5042948352209057,POSITIVE,0.0042948352209056795,True,,DATA_LIMITED,,0,0,days_since_t0,CONTROL
board,SZ_MAIN,4331,195,4136,0.543723032286862,POSITIVE,0.04372303228686203,True,,DATA_LIMITED,,0,0,days_since_t0,CONTROL
board,SZ_CHINEXT,0,0,0,,UNKNOWN,,False,NO_ROWS,DATA_LIMITED,,0,0,days_since_t0,CONTROL
board,SH_STAR,0,0,0,,UNKNOWN,,False,NO_ROWS,DATA_LIMITED,,0,0,days_since_t0,CONTROL
board,BSE,0,0,0,,UNKNOWN,,False,NO_ROWS,DATA_LIMITED,,0,0,days_since_t0,CONTROL
t0_position,LOW,267,9,258,,UNKNOWN,,False,GATE success_n<10,DATA_LIMITED,,0,0,days_since_t0,CONTROL
t0_position,MID,1628,69,1559,0.5308633367729221,POSITIVE,0.03086333677292208,True,,DATA_LIMITED,,0,0,days_since_t0,CONTROL
t0_position,HIGH,5164,266,4898,0.49687497121734514,NEGATIVE,0.0031250287826548595,True,,DATA_LIMITED,,0,0,days_since_t0,CONTROL
t0_gap_up,GAP_UP,4870,231,4639,0.5403519380669629,POSITIVE,0.04035193806696291,True,,DATA_LIMITED,,0,0,days_since_t0,CONTROL
t0_gap_up,NO_GAP_UP,3147,149,2998,0.5007488213618922,POSITIVE,0.000748821361892249,True,,DATA_LIMITED,,0,0,days_since_t0,CONTROL
year,2024,2050,108,1942,0.4693948582980509,NEGATIVE,0.030605141701949112,True,,MIXED,0.6666666666666666,1,1,days_to_pullback_low,CONTROL
year,2025,3893,166,3727,0.5464843004968627,POSITIVE,0.046484300496862696,True,,MIXED,0.6666666666666666,1,1,days_to_pullback_low,CONTROL
year,2026,1895,96,1799,0.5610176950157495,POSITIVE,0.061017695015749496,True,,MIXED,0.6666666666666666,1,1,days_to_pullback_low,CONTROL
quarter,2024Q3,868,58,810,0.46773094934014475,NEGATIVE,0.03226905065985525,True,,MIXED,0.875,1,1,days_to_pullback_low,CONTROL
quarter,2024Q4,1182,50,1132,0.5000618374558304,POSITIVE,6.183745583043798e-05,True,,MIXED,0.875,1,1,days_to_pullback_low,CONTROL
quarter,2025Q1,1152,47,1105,0.5571964956195244,POSITIVE,0.057196495619524446,True,,MIXED,0.875,1,1,days_to_pullback_low,CONTROL
quarter,2025Q2,1057,44,1013,0.5127770797810285,POSITIVE,0.012777079781028489,True,,MIXED,0.875,1,1,days_to_pullback_low,CONTROL
quarter,2025Q3,751,26,725,0.5465517241379311,POSITIVE,0.04655172413793107,True,,MIXED,0.875,1,1,days_to_pullback_low,CONTROL
quarter,2025Q4,933,49,884,0.5735640410010158,POSITIVE,0.07356404100101577,True,,MIXED,0.875,1,1,days_to_pullback_low,CONTROL
quarter,2026Q1,596,39,557,0.5232242323804263,POSITIVE,0.023224232380426257,True,,MIXED,0.875,1,1,days_to_pullback_low,CONTROL
quarter,2026Q2,1001,50,951,0.583322818086225,POSITIVE,0.08332281808622499,True,,MIXED,0.875,1,1,days_to_pullback_low,CONTROL
quarter,2026Q3,298,7,291,,UNKNOWN,,False,GATE success_n<10,MIXED,0.875,1,1,days_to_pullback_low,CONTROL
regime,RISK_ON,4168,240,3928,0.5302910726408689,POSITIVE,0.030291072640868943,True,,DATA_LIMITED,,0,0,days_to_pullback_low,CONTROL
regime,RISK_OFF,3670,130,3540,0.5240145588874402,POSITIVE,0.024014558887440196,True,,DATA_LIMITED,,0,0,days_to_pullback_low,CONTROL
regime,NEUTRAL,0,0,0,,UNKNOWN,,False,NO_ROWS,DATA_LIMITED,,0,0,days_to_pullback_low,CONTROL
board,SH_MAIN,3820,194,3626,0.5043159085868953,POSITIVE,0.004315908586895345,True,,DATA_LIMITED,,0,0,days_to_pullback_low,CONTROL
board,SZ_MAIN,4018,176,3842,0.5559005430410298,POSITIVE,0.05590054304102976,True,,DATA_LIMITED,,0,0,days_to_pullback_low,CONTROL
board,SZ_CHINEXT,0,0,0,,UNKNOWN,,False,NO_ROWS,DATA_LIMITED,,0,0,days_to_pullback_low,CONTROL
board,SH_STAR,0,0,0,,UNKNOWN,,False,NO_ROWS,DATA_LIMITED,,0,0,days_to_pullback_low,CONTROL
board,BSE,0,0,0,,UNKNOWN,,False,NO_ROWS,DATA_LIMITED,,0,0,days_to_pullback_low,CONTROL
t0_position,LOW,263,9,254,,UNKNOWN,,False,GATE success_n<10,DATA_LIMITED,,0,0,days_to_pullback_low,CONTROL
t0_position,MID,1609,68,1541,0.5322603733251899,POSITIVE,0.03226037332518994,True,,DATA_LIMITED,,0,0,days_to_pullback_low,CONTROL
t0_position,HIGH,5126,263,4863,0.5104955632231899,POSITIVE,0.010495563223189897,True,,DATA_LIMITED,,0,0,days_to_pullback_low,CONTROL
t0_gap_up,GAP_UP,4766,228,4538,0.5478860770259717,POSITIVE,0.047886077025971696,True,,DATA_LIMITED,,0,0,days_to_pullback_low,CONTROL
