factor,missing_n,n_known_3d,n_3d,coverage_3d,succ_median_3d,succ_p25_3d,succ_p75_3d,nonsucc_median_3d,nonsucc_p25_3d,nonsucc_p75_3d,auc_3d,p_3d,spearman_3d,succ_n_3d,n_known_5d,n_5d,coverage_5d,succ_median_5d,succ_p25_5d,succ_p75_5d,nonsucc_median_5d,nonsucc_p25_5d,nonsucc_p75_5d,auc_5d,p_5d,spearman_5d,succ_n_5d,auc_3d_vs_FAILED_BREAKOUT,auc_3d_vs_NO_LAUNCH,auc_3d_vs_STRUCTURE_FAIL,q_3d,bins_n,rate_bottom,rate_top,bin_counts,or,ci_low,ci_high,haldane_corrected,effect_direction,direction_consistent_3d_5d,q_bh_3d,buckets,buckets_n,bucket_pos_n,bucket_auc_min,bucket_auc_max,stability,classification
t0_gain_retention,652,8471,7838,0.9253,0.8010416666666667,0.5331249626129089,1.1272268747620857,0.8076923076923076,0.5,1.1361619150080688,0.5019233413917399,0.9004529628211677,0.0014130096803144107,370,8466,7835,0.9255,0.8020833333333333,0.5077488902980343,1.0934910451750868,0.8077870405456611,0.5,1.1374794006055264,0.4921446795719166,0.5796414709427542,-0.00625815935585706,439,0.4411402801884453,0.5358024588247086,0.5015590218583389,,5,0.0389030612244898,0.04469987228607918,"[1568, 1567, 1568, 1569, 1566]",1.1559787849566057,0.81405344132331,1.6415223908365368,False,POSITIVE,False,0.9403711695244437,"[{'q': '2024Q3', 'n': 868, 'succ_n': 58, 'auc': 0.6485738612175393, 'direction': 'POSITIVE'}, {'q': '2024Q4', 'n': 1182, 'succ_n': 50, 'auc': 0.5364929328621908, 'direction': 'POSITIVE'}, {'q': '2025Q1', 'n': 1152, 'succ_n': 47, 'auc': 0.4745451044574949, 'direction': 'NEGATIVE'}, {'q': '2025Q2', 'n': 1057, 'succ_n': 44, 'auc': 0.5427398366687607, 'direction': 'POSITIVE'}, {'q': '2025Q3', 'n': 751, 'succ_n': 26, 'auc': 0.5178779840848806, 'direction': 'POSITIVE'}, {'q': '2025Q4', 'n': 933, 'succ_n': 49, 'auc': 0.434850863422292, 'direction': 'NEGATIVE'}, {'q': '2026Q1', 'n': 596, 'succ_n': 39, 'auc': 0.45757952400681307, 'direction': 'NEGATIVE'}, {'q': '2026Q2', 'n': 1001, 'succ_n': 50, 'auc': 0.3862986330178759, 'direction': 'NEGATIVE'}]",8,4,0.3862986330178759,0.6485738612175393,UNSTABLE,UNSTABLE
low_vs_t0_mid,652,8471,7838,0.9253,0.00303305786752545,-0.02179907689901795,0.024915267295689825,0.0032967072777529997,-0.02604631950827305,0.024818026540939203,0.5119871813431,0.4356173164552746,0.008806545206389267,370,8466,7835,0.9255,0.0032930845225027,-0.0231674001345086,0.025204599524187098,0.0032858865235464,-0.02599014758666085,0.02479385952377695,0.5065234116575974,0.6455230062453015,0.005197054030253642,439,0.45534341681130674,0.531255637590619,0.5156466832441119,,5,0.04017857142857143,0.046556122448979595,"[1568, 1567, 1568, 1567, 1568]",1.166480862133036,0.8264854273714217,1.64634191561026,False,POSITIVE,True,0.6534259746829119,"[{'q': '2024Q3', 'n': 868, 'succ_n': 58, 'auc': 0.6536824180502342, 'direction': 'POSITIVE'}, {'q': '2024Q4', 'n': 1182, 'succ_n': 50, 'auc': 0.5402826855123675, 'direction': 'POSITIVE'}, {'q': '2025Q1', 'n': 1152, 'succ_n': 47, 'auc': 0.45429864253393665, 'direction': 'NEGATIVE'}, {'q': '2025Q2', 'n': 1057, 'succ_n': 44, 'auc': 0.5392398815399803, 'direction': 'POSITIVE'}, {'q': '2025Q3', 'n': 751, 'succ_n': 26, 'auc': 0.5954907161803713, 'direction': 'POSITIVE'}, {'q': '2025Q4', 'n': 933, 'succ_n': 49, 'auc': 0.43421599408994366, 'direction': 'NEGATIVE'}, {'q': '2026Q1', 'n': 596, 'succ_n': 39, 'auc': 0.4799060903190167, 'direction': 'NEGATIVE'}, {'q': '2026Q2', 'n': 1001, 'succ_n': 50, 'auc': 0.40759200841219767, 'direction': 'NEGATIVE'}]",8,4,0.40759200841219767,0.6536824180502342,UNSTABLE,UNSTABLE
days_above_t0_mid,652,8471,7838,0.9253,1.0,1.0,2.0,1.0,1.0,2.0,0.5251514570274614,0.10188440720213876,0.02068958504156072,370,8466,7835,0.9255,1.0,1.0,2.0,1.0,1.0,2.0,0.5196695621963975,0.16544920972534438,0.017544502035092027,439,0.5079298909000743,0.5507817458991748,0.5198375555145343,,3,0.04320544998207243,0.06802721088435375,"[5578, 2113, 147]",1.6164400157494623,0.8397521134378377,3.111487643441982,False,POSITIVE,True,0.21641295731793456,"[{'q': '2024Q3', 'n': 868, 'succ_n': 58, 'auc': 0.5764474244359302, 'direction': 'POSITIVE'}, {'q': '2024Q4', 'n': 1182, 'succ_n': 50, 'auc': 0.5727385159010601, 'direction': 'POSITIVE'}, {'q': '2025Q1', 'n': 1152, 'succ_n': 47, 'auc': 0.49413690189660153, 'direction': 'NEGATIVE'}, {'q': '2025Q2', 'n': 1057, 'succ_n': 44, 'auc': 0.5310396661581261, 'direction': 'POSITIVE'}, {'q': '2025Q3', 'n': 751, 'succ_n': 26, 'auc': 0.6487267904509284, 'direction': 'POSITIVE'}, {'q': '2025Q4', 'n': 933, 'succ_n': 49, 'auc': 0.4898651768399668, 'direction': 'NEGATIVE'}, {'q': '2026Q1', 'n': 596, 'succ_n': 39, 'auc': 0.45219352759747733, 'direction': 'NEGATIVE'}, {'q': '2026Q2', 'n': 1001, 'succ_n': 50, 'auc': 0.44429022082018926, 'direction': 'NEGATIVE'}]",8,4,0.44429022082018926,0.6487267904509284,UNSTABLE,UNSTABLE
pullback_volume_ratio,653,8471,7837,0.9252,1.142994902658768,0.8965119596013077,1.5474980164089174,1.2808407149221657,0.9815467396992532,1.814214396775258,0.42109063663904966,2.8661068229851594e-07,-0.05797533369139812,370,8466,7834,0.9253,1.143215639477748,0.893983564341218,1.5523117414138792,1.2827440862941735,0.9825936938794739,1.8166407277828753,0.4176573779303568,6.388024331727138e-09,-0.06560442009527638,439,0.43290974460699233,0.46071804643233216,0.4061481328656901,,5,0.06505102040816327,0.03125,"[1568, 1567, 1567, 1567, 1568]",0.46363061353573687,0.3273181584257969,0.6567107270837643,False,NEGATIVE,True,1.7196640937910956e-06,"[{'q': '2024Q3', 'n': 868, 'succ_n': 58, 'auc': 0.39329501915708814, 'direction': 'NEGATIVE'}, {'q': '2024Q4', 'n': 1182, 'succ_n': 50, 'auc': 0.5020141342756184, 'direction': 'POSITIVE'}, {'q': '2025Q1', 'n': 1152, 'succ_n': 47, 'auc': 0.4285934341003177, 'direction': 'NEGATIVE'}, {'q': '2025Q2', 'n': 1057, 'succ_n': 44, 'auc': 0.44281163062012024, 'direction': 'NEGATIVE'}, {'q': '2025Q3', 'n': 750, 'succ_n': 26, 'auc': 0.430407989800255, 'direction': 'NEGATIVE'}, {'q': '2025Q4', 'n': 933, 'succ_n': 49, 'auc': 0.4288946347769877, 'direction': 'NEGATIVE'}, {'q': '2026Q1', 'n': 596, 'succ_n': 39, 'auc': 0.40063527137135757, 'direction': 'NEGATIVE'}, {'q': '2026Q2', 'n': 1001, 'succ_n': 50, 'auc': 0.3594321766561514, 'direction': 'NEGATIVE'}]",8,1,0.3594321766561514,0.5020141342756184,MIXED,PROMISING
min_volume_ratio,653,8471,7837,0.9252,0.9311698698496798,0.7365083623054364,1.371849225660841,1.133031659836989,0.8115838859290554,1.6455537562175524,0.4122079492107616,1.131419669064826e-08,-0.06450151443595388,370,8466,7834,0.9253,0.9320113042198012,0.7359390825408532,1.3673097496478475,1.134537110199448,0.8122954101443043,1.6475166640217904,0.40898778803014413,1.3844614343838657e-10,-0.07251169853227193,439,0.4094005702950657,0.4639205067776496,0.3959019686621133,,5,0.06696428571428571,0.02806122448979592,"[1568, 1567, 1567, 1567, 1568]",0.4022747156605424,0.280875245474249,0.5761452796829207,False,NEGATIVE,True,2.715407205755582e-07,"[{'q': '2024Q3', 'n': 868, 'succ_n': 58, 'auc': 0.398105576841209, 'direction': 'NEGATIVE'}, {'q': '2024Q4', 'n': 1182, 'succ_n': 50, 'auc': 0.47491166077738517, 'direction': 'NEGATIVE'}, {'q': '2025Q1', 'n': 1152, 'succ_n': 47, 'auc': 0.41399826706459997, 'direction': 'NEGATIVE'}, {'q': '2025Q2', 'n': 1057, 'succ_n': 44, 'auc': 0.43195279547698107, 'direction': 'NEGATIVE'}, {'q': '2025Q3', 'n': 750, 'succ_n': 26, 'auc': 0.4210582235444114, 'direction': 'NEGATIVE'}, {'q': '2025Q4', 'n': 933, 'succ_n': 49, 'auc': 0.4056007018191892, 'direction': 'NEGATIVE'}, {'q': '2026Q1', 'n': 596, 'succ_n': 39, 'auc': 0.4022925010357685, 'direction': 'NEGATIVE'}, {'q': '2026Q2', 'n': 1001, 'succ_n': 50, 'auc': 0.35095688748685594, 'direction': 'NEGATIVE'}]",8,0,0.35095688748685594,0.47491166077738517,STABLE,PROMISING
volume_slope,4352,8471,4224,0.4986,-0.5067161596247024,-0.6473196450913443,-0.36140288868015663,-0.4405647963497834,-0.5958289843324048,-0.2811666301162242,0.4333635467081673,0.000881256225560012,-0.05118019274374167,219,8466,4223,0.4988,-0.4954217980068255,-0.6471871738423566,-0.3215451000461554,-0.44116474494613545,-0.5955268186699632,-0.2813298166107424,0.44395125338222696,0.002382408001967873,-0.046753372992115856,261,0.42422011692911704,0.47994706429062106,0.4190731943141887,,5,0.07218934911242604,0.04378698224852071,"[845, 845, 844, 845, 845]",0.5885408212952442,0.386671932750717,0.895798916323694,False,NEGATIVE,True,0.003525024902240048,"[{'q': '2024Q3', 'n': 391, 'succ_n': 26, 'auc': 0.453740779768177, 'direction': 'NEGATIVE'}, {'q': '2024Q4', 'n': 792, 'succ_n': 34, 'auc': 0.4245304982151172, 'direction': 'NEGATIVE'}, {'q': '2025Q1', 'n': 561, 'succ_n': 25, 'auc': 0.3951492537313433, 'direction': 'NEGATIVE'}, {'q': '2025Q2', 'n': 536, 'succ_n': 25, 'auc': 0.3947553816046967, 'direction': 'NEGATIVE'}, {'q': '2025Q3', 'n': 500, 'succ_n': 21, 'auc': 0.4753951685058157, 'direction': 'NEGATIVE'}, {'q': '2025Q4', 'n': 506, 'succ_n': 31, 'auc': 0.41901528013582345, 'direction': 'NEGATIVE'}, {'q': '2026Q1', 'n': 326, 'succ_n': 21, 'auc': 0.3879781420765027, 'direction': 'NEGATIVE'}, {'q': '2026Q2', 'n': 471, 'succ_n': 31, 'auc': 0.4555718475073314, 'direction': 'NEGATIVE'}]",8,0,0.3879781420765027,0.4753951685058157,STABLE,DATA_LIMITED
median_range_ratio,652,8471,7838,0.9253,0.5564828879950068,0.43596211211757424,0.7234326778956482,0.6292608371071056,0.4716696921463299,0.847390264624549,0.4156382547518059,4.095805694603882e-08,-0.06197748376388358,370,8466,7835,0.9255,0.5535509674039962,0.4207327648423259,0.7147118604172678,0.6301166861272383,0.47272727272727266,0.8488409593201931,0.40454746208933967,1.688249540165998e-11,-0.07604485175058126,439,0.46018627572526655,0.4721436207530151,0.389468797845656,,5,0.0625,0.03125,"[1568, 1567, 1568, 1567, 1568]",0.4838709677419355,0.3408601275943376,0.6868832534797379,False,NEGATIVE,True,3.276644555683106e-07,"[{'q': '2024Q3', 'n': 868, 'succ_n': 58, 'auc': 0.4384418901660281, 'direction': 'NEGATIVE'}, {'q': '2024Q4', 'n': 1182, 'succ_n': 50, 'auc': 0.4135159010600707, 'direction': 'NEGATIVE'}, {'q': '2025Q1', 'n': 1152, 'succ_n': 47, 'auc': 0.45770674882064116, 'direction': 'NEGATIVE'}, {'q': '2025Q2', 'n': 1057, 'succ_n': 44, 'auc': 0.4453692901373059, 'direction': 'NEGATIVE'}, {'q': '2025Q3', 'n': 751, 'succ_n': 26, 'auc': 0.3636604774535809, 'direction': 'NEGATIVE'}, {'q': '2025Q4', 'n': 933, 'succ_n': 49, 'auc': 0.4058315633945886, 'direction': 'NEGATIVE'}, {'q': '2026Q1', 'n': 596, 'succ_n': 39, 'auc': 0.34691340975003454, 'direction': 'NEGATIVE'}, {'q': '2026Q2', 'n': 1001, 'succ_n': 50, 'auc': 0.44650893796004204, 'direction': 'NEGATIVE'}]",8,0,0.34691340975003454,0.45770674882064116,STABLE,PROMISING
range_slope,4351,8471,4225,0.4988,-0.1896962829001663,-0.3485819533392708,-0.06388040331955655,-0.183706810812387,-0.3757846420278279,-0.028429804588150476,0.4927813758813834,0.7186267864310378,-0.0055436509812748095,219,8466,4224,0.4989,-0.1742125094447849,-0.3425696284670554,-0.0365073490243188,-0.1863867110949159,-0.375894923240889,-0.02891333083626485,0.5062459938337669,0.7349556326547477,0.005209554270504915,261,0.5042461485938634,0.49640505562703396,0.48971876724286667,,5,0.040236686390532544,0.04260355029585799,"[845, 845, 845, 845, 845]",1.061441140114884,0.6576351827620401,1.7131949802266837,False,NEGATIVE,False,0.8623521437172453,"[{'q': '2024Q3', 'n': 391, 'succ_n': 26, 'auc': 0.5528977871443624, 'direction': 'POSITIVE'}, {'q': '2024Q4', 'n': 792, 'succ_n': 34, 'auc': 0.5085363960887785, 'direction': 'POSITIVE'}, {'q': '2025Q1', 'n': 561, 'succ_n': 25, 'auc': 0.43417910447761193, 'direction': 'NEGATIVE'}, {'q': '2025Q2', 'n': 536, 'succ_n': 25, 'auc': 0.42990215264187864, 'direction': 'NEGATIVE'}, {'q': '2025Q3', 'n': 501, 'succ_n': 21, 'auc': 0.5652777777777778, 'direction': 'POSITIVE'}, {'q': '2025Q4', 'n': 506, 'succ_n': 31, 'auc': 0.4831239388794567, 'direction': 'NEGATIVE'}, {'q': '2026Q1', 'n': 326, 'succ_n': 21, 'auc': 0.4891491022638564, 'direction': 'NEGATIVE'}, {'q': '2026Q2', 'n': 471, 'succ_n': 31, 'auc': 0.4546187683284457, 'direction': 'NEGATIVE'}]",8,3,0.42990215264187864,0.5652777777777778,UNSTABLE,DATA_LIMITED
quiet_days_n,652,8471,7838,0.9253,1.0,0.0,1.0,0.0,0.0,1.0,0.5847042878443521,3.609837362361645e-08,0.07182201600872586,370,8466,7835,0.9255,1.0,0.0,1.0,0.0,0.0,1.0,0.5845052919080805,2.541135302180919e-09,0.07769511004589227,439,0.5912782048103149,0.5372774195703738,0.5989678911535079,,2,0.04587536271935885,0.0632279534109817,"[7237, 601]",1.4037856577286052,0.9927232348992373,1.985058980758673,False,POSITIVE,True,3.276644555683106e-07,"[{'q': '2024Q3', 'n': 868, 'succ_n': 58, 'auc': 0.5586206896551724, 'direction': 'POSITIVE'}, {'q': '2024Q4', 'n': 1182, 'succ_n': 50, 'auc': 0.5435865724381626, 'direction': 'POSITIVE'}, {'q': '2025Q1', 'n': 1152, 'succ_n': 47, 'auc': 0.6192644651968807, 'direction': 'POSITIVE'}, {'q': '2025Q2', 'n': 1057, 'succ_n': 44, 'auc': 0.5536211074216997, 'direction': 'POSITIVE'}, {'q': '2025Q3', 'n': 751, 'succ_n': 26, 'auc': 0.5794164456233422, 'direction': 'POSITIVE'}, {'q': '2025Q4', 'n': 933, 'succ_n': 49, 'auc': 0.5951034259857789, 'direction': 'POSITIVE'}, {'q': '2026Q1', 'n': 596, 'succ_n': 39, 'auc': 0.6228421488744649, 'direction': 'POSITIVE'}, {'q': '2026Q2', 'n': 1001, 'succ_n': 50, 'auc': 0.611882229232387, 'direction': 'POSITIVE'}]",8,8,0.5435865724381626,0.6228421488744649,STABLE,PROMISING
days_since_t0,0,8471,8471,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.523376873249674,0.1113795890250735,0.01920737563828701,406,8466,8466,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.5295961632843286,0.02899233004725721,0.02635169435199628,481,0.5479036787492149,0.5010043660635708,0.5262133465378375,,2,0.0481318111053451,0.045871559633027525,"[7708, 763]",0.9507827078581796,0.6667666827460276,1.3557782369075912,False,POSITIVE,True,0.21641295731793456,"[{'q': '2024Q3', 'n': 876, 'succ_n': 58, 'auc': 0.49839811145771856, 'direction': 'NEGATIVE'}, {'q': '2024Q4', 'n': 1194, 'succ_n': 50, 'auc': 0.5088461538461538, 'direction': 'POSITIVE'}, {'q': '2025Q1', 'n': 1152, 'succ_n': 47, 'auc': 0.5234620198324829, 'direction': 'POSITIVE'}, {'q': '2025Q2', 'n': 1075, 'succ_n': 46, 'auc': 0.528541851523218, 'direction': 'POSITIVE'}, {'q': '2025Q3', 'n': 754, 'succ_n': 26, 'auc': 0.55520921386306, 'direction': 'POSITIVE'}, {'q': '2025Q4', 'n': 937, 'succ_n': 50, 'auc': 0.5279143179255918, 'direction': 'POSITIVE'}, {'q': '2026Q1', 'n': 597, 'succ_n': 39, 'auc': 0.4939573568605827, 'direction': 'NEGATIVE'}, {'q': '2026Q2', 'n': 1553, 'succ_n': 80, 'auc': 0.5584945689069926, 'direction': 'POSITIVE'}, {'q': '2026Q3', 'n': 333, 'succ_n': 10, 'auc': 0.5928792569659442, 'direction': 'POSITIVE'}]",9,7,0.4939573568605827,0.5928792569659442,MIXED,UNSTABLE
days_to_pullback_low,652,8471,7838,0.9253,2.0,1.0,2.0,1.0,1.0,2.0,0.528825692323282,0.06082730773181555,0.023971930364934852,370,8466,7835,0.9255,2.0,1.0,2.0,1.0,1.0,2.0,0.5260699312932805,0.06601969470381164,0.023509747921446025,439,0.5597151624101165,0.5186842281094445,0.526711042098748,,2,0.04764520115337086,0.04144144144144144,"[7283, 555]",0.8641632900695543,0.5615119816685591,1.3299416865242133,False,POSITIVE,True,0.14598553855635732,"[{'q': '2024Q3', 'n': 868, 'succ_n': 58, 'auc': 0.46773094934014475, 'direction': 'NEGATIVE'}, {'q': '2024Q4', 'n': 1182, 'succ_n': 50, 'auc': 0.5000618374558304, 'direction': 'POSITIVE'}, {'q': '2025Q1', 'n': 1152, 'succ_n': 47, 'auc': 0.5571964956195244, 'direction': 'POSITIVE'}, {'q': '2025Q2', 'n': 1057, 'succ_n': 44, 'auc': 0.5127770797810285, 'direction': 'POSITIVE'}, {'q': '2025Q3', 'n': 751, 'succ_n': 26, 'auc': 0.5465517241379311, 'direction': 'POSITIVE'}, {'q': '2025Q4', 'n': 933, 'succ_n': 49, 'auc': 0.5735640410010158, 'direction': 'POSITIVE'}, {'q': '2026Q1', 'n': 596, 'succ_n': 39, 'auc': 0.5232242323804263, 'direction': 'POSITIVE'}, {'q': '2026Q2', 'n': 1001, 'succ_n': 50, 'auc': 0.583322818086225, 'direction': 'POSITIVE'}]",8,7,0.46773094934014475,0.583322818086225,MIXED,UNSTABLE
pullback_duration,560,8471,7926,0.9357,1.0,1.0,1.0,1.0,1.0,1.0,0.5108168038498142,0.47938180400388575,0.013038279944232784,374,8466,7923,0.9359,1.0,1.0,1.0,1.0,1.0,1.0,0.5208637631124685,0.13941756095175806,0.02725553325706604,443,0.5253011427983115,0.48176264155394777,0.517691277063102,,1,0.04718647489275801,0.04718647489275801,[7926],,,,,POSITIVE,True,0.6767743115348975,"[{'q': '2024Q3', 'n': 869, 'succ_n': 58, 'auc': 0.4876908031804073, 'direction': 'NEGATIVE'}, {'q': '2024Q4', 'n': 1188, 'succ_n': 50, 'auc': 0.4778558875219684, 'direction': 'NEGATIVE'}, {'q': '2025Q1', 'n': 1152, 'succ_n': 47, 'auc': 0.5288052373158756, 'direction': 'POSITIVE'}, {'q': '2025Q2', 'n': 1061, 'succ_n': 45, 'auc': 0.5220472440944882, 'direction': 'POSITIVE'}, {'q': '2025Q3', 'n': 752, 'succ_n': 26, 'auc': 0.5160786183513456, 'direction': 'POSITIVE'}, {'q': '2025Q4', 'n': 934, 'succ_n': 49, 'auc': 0.516960682578116, 'direction': 'POSITIVE'}, {'q': '2026Q1', 'n': 596, 'succ_n': 39, 'auc': 0.5306817658702757, 'direction': 'POSITIVE'}, {'q': '2026Q2', 'n': 1075, 'succ_n': 53, 'auc': 0.5298157515784809, 'direction': 'POSITIVE'}]",8,6,0.4778558875219684,0.5306817658702757,MIXED,NO_SIGNAL
high_vs_pullback_high,4311,8471,4263,0.5032,-0.03659710268748975,-0.058337741666184426,-0.024216334409538923,-0.0439900867410161,-0.0733333333333333,-0.0231053604436229,0.5557400384794594,0.0050988220396983586,0.04290061225091475,222,8466,4262,0.5034,-0.03659710268748975,-0.05909436608589143,-0.022933173091189626,-0.044041450777202,-0.07337166849215035,-0.02322226341766125,0.5517517281367956,0.004789544993039074,0.043214094357925975,264,0.5036907536907537,0.5737134193016546,0.5579039507213227,,5,0.02579132473622509,0.04689331770222743,"[853, 852, 853, 852, 853]",1.8584367661858436,1.0948085499018576,3.154695142105809,False,POSITIVE,True,0.017481675564680086,"[{'q': '2024Q3', 'n': 393, 'succ_n': 26, 'auc': 0.6234542024732761, 'direction': 'POSITIVE'}, {'q': '2024Q4', 'n': 796, 'succ_n': 34, 'auc': 0.5697274972981319, 'direction': 'POSITIVE'}, {'q': '2025Q1', 'n': 561, 'succ_n': 25, 'auc': 0.4219402985074627, 'direction': 'NEGATIVE'}, {'q': '2025Q2', 'n': 543, 'succ_n': 25, 'auc': 0.5647104247104248, 'direction': 'POSITIVE'}, {'q': '2025Q3', 'n': 501, 'succ_n': 21, 'auc': 0.6490079365079365, 'direction': 'POSITIVE'}, {'q': '2025Q4', 'n': 507, 'succ_n': 31, 'auc': 0.5490986717267552, 'direction': 'POSITIVE'}, {'q': '2026Q1', 'n': 326, 'succ_n': 21, 'auc': 0.4885245901639344, 'direction': 'NEGATIVE'}, {'q': '2026Q2', 'n': 483, 'succ_n': 32, 'auc': 0.5213414634146342, 'direction': 'POSITIVE'}]",8,6,0.4219402985074627,0.6490079365079365,MIXED,PROMISING
close_vs_pullback_high,4311,8471,4263,0.5032,-0.0609517592393568,-0.08043478260869563,-0.043938973743078175,-0.071875,-0.106875,-0.0463167181296868,0.5897790886655029,6.4505965897687645e-06,0.06909894466270333,222,8466,4262,0.5034,-0.061310564295638845,-0.08373825658117685,-0.04366854959649018,-0.07204779414522965,-0.10684080575432317,-0.0465078812718297,0.5819140630921521,8.009443886125567e-06,0.06840046014703537,264,0.5088410088410088,0.5978478478478478,0.5999184039273127,,5,0.023446658851113716,0.05627198124267292,"[853, 852, 853, 852, 853]",2.483478260869565,1.46096465070027,4.221638264317642,False,POSITIVE,True,3.096286363089007e-05,"[{'q': '2024Q3', 'n': 393, 'succ_n': 26, 'auc': 0.6898972961643262, 'direction': 'POSITIVE'}, {'q': '2024Q4', 'n': 796, 'succ_n': 34, 'auc': 0.6386830322680254, 'direction': 'POSITIVE'}, {'q': '2025Q1', 'n': 561, 'succ_n': 25, 'auc': 0.46417910447761196, 'direction': 'NEGATIVE'}, {'q': '2025Q2', 'n': 543, 'succ_n': 25, 'auc': 0.57003861003861, 'direction': 'POSITIVE'}, {'q': '2025Q3', 'n': 501, 'succ_n': 21, 'auc': 0.6635912698412698, 'direction': 'POSITIVE'}, {'q': '2025Q4', 'n': 507, 'succ_n': 31, 'auc': 0.5976551911087016, 'direction': 'POSITIVE'}, {'q': '2026Q1', 'n': 326, 'succ_n': 21, 'auc': 0.509992193598751, 'direction': 'POSITIVE'}, {'q': '2026Q2', 'n': 483, 'succ_n': 32, 'auc': 0.5340909090909091, 'direction': 'POSITIVE'}]",8,7,0.46417910447761196,0.6898972961643262,MIXED,PROMISING
