setup_id,symbol,candidate_date,t0_date,first_observation_stage,s1_price,price_tick,event_search_start,event_search_end,setup_ledger_sha256,prior_intraday_ledger_sha256,authority_state_generation
002104:20260806:1176,002104,2026-08-10,2026-08-06,B1_READY,11.7400,0.01,2026-08-11,2026-08-17,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-10-b0b209bda1d7
002112:20260810:1770,002112,2026-08-11,2026-08-10,B1_READY,18.5800,0.01,2026-08-12,2026-08-19,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-11-e71e21b00729
002119:20260805:2230,002119,2026-08-10,2026-08-05,B2_READY,25.5800,0.01,2026-08-11,2026-08-14,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-10-b0b209bda1d7
002176:20260803:903,002176,2026-08-10,2026-08-03,B2_READY,9.5900,0.01,2026-08-11,2026-08-12,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-10-b0b209bda1d7
002193:20260810:471,002193,2026-08-11,2026-08-10,B1_READY,5.2000,0.01,2026-08-12,2026-08-19,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-11-e71e21b00729
002213:20260805:2886,002213,2026-08-10,2026-08-05,B2_READY,31.7900,0.01,2026-08-11,2026-08-14,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-10-b0b209bda1d7
002281:20260807:19304,002281,2026-08-11,2026-08-07,B1_READY,197.3800,0.01,2026-08-12,2026-08-18,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-11-e71e21b00729
002300:20260810:790,002300,2026-08-11,2026-08-10,B1_READY,8.8500,0.01,2026-08-12,2026-08-19,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-11-e71e21b00729
002369:20260806:627,002369,2026-08-10,2026-08-06,B1_READY,6.2200,0.01,2026-08-11,2026-08-17,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-10-b0b209bda1d7
002370:20260810:581,002370,2026-08-11,2026-08-10,B1_READY,6.2000,0.01,2026-08-12,2026-08-19,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-11-e71e21b00729
002384:20260804:17909,002384,2026-08-10,2026-08-04,B2_READY,211.9000,0.01,2026-08-11,2026-08-13,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-10-b0b209bda1d7
002388:20260810:574,002388,2026-08-11,2026-08-10,B1_READY,6.9900,0.01,2026-08-12,2026-08-19,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-11-e71e21b00729
002396:20260805:2870,002396,2026-08-10,2026-08-05,B2_READY,31.8900,0.01,2026-08-11,2026-08-14,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-10-b0b209bda1d7
002407:20260806:3609,002407,2026-08-10,2026-08-06,B2_READY,39.7100,0.01,2026-08-11,2026-08-17,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-10-b0b209bda1d7
002484:20260804:5931,002484,2026-08-10,2026-08-04,B2_READY,69.9500,0.01,2026-08-11,2026-08-13,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-10-b0b209bda1d7
002541:20260810:2057,002541,2026-08-11,2026-08-10,B1_READY,21.5200,0.01,2026-08-12,2026-08-19,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-11-e71e21b00729
002580:20260810:2099,002580,2026-08-11,2026-08-10,B1_READY,27.6900,0.01,2026-08-12,2026-08-19,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-11-e71e21b00729
002607:20260805:235,002607,2026-08-10,2026-08-05,B2_READY,2.3100,0.01,2026-08-11,2026-08-14,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-10-b0b209bda1d7
002647:20260810:1049,002647,2026-08-11,2026-08-10,B1_READY,11.6500,0.01,2026-08-12,2026-08-19,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-11-e71e21b00729
002681:20260803:476,002681,2026-08-10,2026-08-03,B2_READY,5.1000,0.01,2026-08-11,2026-08-12,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-10-b0b209bda1d7
002686:20260806:657,002686,2026-08-10,2026-08-06,B2_READY,7.2200,0.01,2026-08-11,2026-08-17,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-10-b0b209bda1d7
002696:20260810:603,002696,2026-08-11,2026-08-10,B1_READY,6.2900,0.01,2026-08-12,2026-08-19,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-11-e71e21b00729
002734:20260805:1516,002734,2026-08-10,2026-08-05,B2_READY,17.2400,0.01,2026-08-11,2026-08-14,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-10-b0b209bda1d7
002741:20260807:2630,002741,2026-08-11,2026-08-07,B1_READY,29.1800,0.01,2026-08-12,2026-08-18,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-11-e71e21b00729
002742:20260807:413,002742,2026-08-11,2026-08-07,B1_READY,4.5000,0.01,2026-08-12,2026-08-18,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-11-e71e21b00729
002783:20260810:821,002783,2026-08-11,2026-08-10,B1_READY,8.5500,0.01,2026-08-12,2026-08-19,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-11-e71e21b00729
002793:20260804:512,002793,2026-08-10,2026-08-04,B2_READY,5.5800,0.01,2026-08-11,2026-08-13,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-10-b0b209bda1d7
002796:20260804:2681,002796,2026-08-10,2026-08-04,B2_READY,33.8300,0.01,2026-08-11,2026-08-13,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-10-b0b209bda1d7
002821:20260807:17226,002821,2026-08-10,2026-08-07,B1_READY,200.0000,0.01,2026-08-11,2026-08-18,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-10-b0b209bda1d7
002902:20260803:2288,002902,2026-08-10,2026-08-03,B2_READY,26.4800,0.01,2026-08-11,2026-08-12,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-10-b0b209bda1d7
002908:20260805:758,002908,2026-08-10,2026-08-05,B2_READY,7.8000,0.01,2026-08-11,2026-08-14,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-10-b0b209bda1d7
002913:20260807:5542,002913,2026-08-10,2026-08-07,B1_READY,57.5300,0.01,2026-08-11,2026-08-18,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-10-b0b209bda1d7
002915:20260806:1865,002915,2026-08-10,2026-08-06,B2_READY,20.9700,0.01,2026-08-11,2026-08-17,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-10-b0b209bda1d7
002916:20260804:33254,002916,2026-08-10,2026-08-04,B2_READY,406.7000,0.01,2026-08-11,2026-08-13,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-10-b0b209bda1d7
002943:20260807:3596,002943,2026-08-11,2026-08-07,B1_READY,37.6600,0.01,2026-08-12,2026-08-18,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-11-e71e21b00729
002951:20260810:1547,002951,2026-08-11,2026-08-10,B1_READY,17.1500,0.01,2026-08-12,2026-08-19,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-11-e71e21b00729
002989:20260804:2180,002989,2026-08-10,2026-08-04,B2_READY,29.7000,0.01,2026-08-11,2026-08-13,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-10-b0b209bda1d7
002992:20260805:3619,002992,2026-08-10,2026-08-05,B2_READY,38.8300,0.01,2026-08-11,2026-08-14,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-10-b0b209bda1d7
003029:20260806:1876,003029,2026-08-10,2026-08-06,B1_READY,18.3500,0.01,2026-08-11,2026-08-17,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-10-b0b209bda1d7
003031:20260804:10030,003031,2026-08-10,2026-08-04,B2_READY,142.4400,0.01,2026-08-11,2026-08-13,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-10-b0b209bda1d7
003040:20260806:1246,003040,2026-08-10,2026-08-06,B2_READY,14.7600,0.01,2026-08-11,2026-08-17,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-10-b0b209bda1d7
003043:20260810:7425,003043,2026-08-11,2026-08-10,B1_READY,83.4100,0.01,2026-08-12,2026-08-19,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-11-e71e21b00729
600105:20260804:3429,600105,2026-08-10,2026-08-04,B2_READY,39.1000,0.01,2026-08-11,2026-08-13,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-10-b0b209bda1d7
600110:20260807:1046,600110,2026-08-11,2026-08-07,B1_READY,11.0900,0.01,2026-08-12,2026-08-18,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-11-e71e21b00729
600127:20260806:617,600127,2026-08-10,2026-08-06,B2_READY,6.7400,0.01,2026-08-11,2026-08-17,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-10-b0b209bda1d7
600156:20260806:884,600156,2026-08-11,2026-08-06,B1_READY,8.6400,0.01,2026-08-12,2026-08-17,33477d92689e92901de51f20594899c1f1cd0f3448f6ecb06e9acc28c92768fd,5d358b6c5a5867da6c0266c0be765b15c358f3e7c86e6435a9368d6de55300a4,stategen-2026-08-11-e71e21b00729
