episode_id,symbol,candidate_date,outcome,CHECKPOINT,A_D0cum_vs_D1full,B_D0cum_vs_anchorfull,C_D0cum,D_D1full,E_anchorfull,D0cum_vs_median5,D1full_vs_median5,F_D0cum_vs_D1_sametime,D1_sametime_available
001270:20260626:13943,001270,2026-06-30,FAILED_BREAKOUT,0945,0.1909,0.2408,3612110.0,18922017.0,14999487.0,0.3270143565975717,1.7130627845728161,0.19089455421163612,True
002693:20260629:911,002693,2026-06-30,SUCCESS,0945,0.617,0.617,13374901.0,21678511.0,21678511.0,1.0556854310385653,1.7110921590604133,0.6169658515753227,True
002915:20260629:2034,002915,2026-06-30,SUCCESS,0945,0.2869,0.2869,7772643.0,27092755.0,27092755.0,0.5197560504910727,1.811690481052875,0.28689009294182155,True
600516:20260625:677,600516,2026-06-30,FAILED_BREAKOUT,0945,0.2436,0.236,62703615.0,257435626.0,265706125.0,0.2588295209248074,1.062649095216566,0.25192836023707477,True
000756:20260629:1359,000756,2026-06-30,FAILED_BREAKOUT,0945,0.6473,0.6473,13729410.0,21208775.0,21208775.0,0.5297533330845868,0.8183468369646661,0.6473457330751069,True
002910:20260626:1227,002910,2026-06-30,NO_LAUNCH,0945,0.1985,0.1789,6095600.0,30707300.0,34064173.0,0.18195657949331798,0.9166276122900392,0.19850654404652965,True
603477:20260629:1455,603477,2026-06-30,FAILED_BREAKOUT,0945,0.364,0.364,6941026.0,19070742.0,19070742.0,0.6481836497897684,1.7809100778125635,0.3721434637971605,True
600488:20260629:484,600488,2026-07-01,SUCCESS,0945,0.1653,0.2101,19853550.0,120126224.0,94494702.0,0.17924640211841655,1.0845512994940947,0.16535375662033847,True
002472:20260630:4151,002472,2026-07-01,SUCCESS,0945,0.3905,0.3905,19937448.0,51061404.0,51061404.0,0.5639051510052132,1.4442063363956208,0.3905459026177447,True
002805:20260630:2859,002805,2026-07-01,STRUCTURE_FAIL,0945,1.0399,1.0399,9612840.0,9243991.0,9243991.0,0.33776813800818123,0.32480782243690576,1.0399014884371913,True
603717:20260623:679,603717,2026-07-01,SUCCESS,0945,0.4246,0.2914,8134600.0,19158022.0,27919082.0,0.3337940067590968,0.7861275200942794,0.42501361834627666,True
002615:20260630:690,002615,2026-07-01,FAILED_BREAKOUT,0945,0.2252,0.2252,5826200.0,25873448.0,25873448.0,0.44056970831066977,1.9565166726770935,0.22523288729526006,True
001215:20260626:3917,001215,2026-07-01,FAILED_BREAKOUT,0945,0.1613,0.1704,1183100.0,7333300.0,6943598.0,0.20579052191231595,1.2755672676355223,0.1613655582530893,True
601882:20260630:2023,601882,2026-07-01,FAILED_BREAKOUT,0945,0.3423,0.3423,2625900.0,7671647.0,7671647.0,0.3741974079073802,1.0932291487796297,0.34234435547700776,True
600846:20260630:1000,600846,2026-07-01,FAILED_BREAKOUT,0945,0.3565,0.3565,4116020.0,11547046.0,11547046.0,0.3947046921299182,1.1073010423758882,0.3565306376652866,True
603211:20260630:3551,603211,2026-07-02,SUCCESS,0945,0.154,0.1364,1810300.0,11756500.0,13276200.0,0.1592760738355417,1.03437505498953,0.15398290307489473,True
603118:20260630:1211,603118,2026-07-02,SUCCESS,0945,0.2105,0.2524,7954722.0,37793019.0,31517231.0,0.2621708631345453,1.2455782127509005,0.21048125316477098,True
002403:20260701:981,002403,2026-07-02,FAILED_BREAKOUT,0945,0.2695,0.2695,2786200.0,10340130.0,10340130.0,0.48568161375569147,1.8024589135179232,0.2706354425387784,True
000938:20260630:2886,000938,2026-07-02,FAILED_BREAKOUT,0945,0.1564,0.3161,53054710.0,339206614.0,167866097.0,0.27628867669441476,1.7664585577426233,0.1570628767118774,True
002903:20260630:4542,002903,2026-07-02,NO_LAUNCH,0945,0.1197,0.1641,1242800.0,10386263.0,7574119.0,0.13471578524734243,1.1258396973209033,0.12042562143273738,True
600661:20260701:760,600661,2026-07-02,FAILED_BREAKOUT,0945,0.2174,0.2174,3139061.0,14439310.0,14439310.0,0.38517678583764753,1.7717677405801933,0.21739688392312376,True
002442:20260701:542,002442,2026-07-02,STRUCTURE_FAIL,0945,0.3597,0.3597,11024800.0,30653800.0,30653800.0,0.35851427169585626,0.9968275870501451,0.3614036813033715,True
605300:20260629:1035,605300,2026-07-02,STRUCTURE_FAIL,0945,0.1736,0.3518,2665098.0,15354824.0,7575443.0,0.1735674729974111,1.0,0.1735674729974111,True
605018:20260630:1491,605018,2026-07-02,FAILED_BREAKOUT,0945,0.1613,0.2069,2765800.0,17144800.0,13369340.0,0.21382130791412512,1.3254478125410705,0.16132005039428865,True
603615:20260701:1777,603615,2026-07-02,FAILED_BREAKOUT,0945,0.3542,0.3542,3294344.0,9300287.0,9300287.0,0.7442826804030546,2.101189959784917,0.35421960634118066,True
002124:20260701:232,002124,2026-07-03,SUCCESS,0945,0.1496,0.1742,23493160.0,157048997.0,134834020.0,0.2653863263430933,1.7740762149364955,0.15059007762050605,True
002931:20260702:7128,002931,2026-07-03,STRUCTURE_FAIL,0945,0.7959,0.7959,11464556.0,14403804.0,14403804.0,0.8578703996087391,1.0778086036097652,0.8070502813557336,True
605111:20260630:9914,605111,2026-07-03,NO_LAUNCH,0945,0.15,0.154,5200760.0,34674402.0,33774889.0,0.14998845546060174,1.0,0.14998845546060174,True
600975:20260701:474,600975,2026-07-03,FAILED_BREAKOUT,0945,0.1811,0.2403,6692400.0,36958765.0,27849955.0,0.36813079941877097,2.0330015696880777,0.18107747918524875,True
002392:20260702:878,002392,2026-07-03,STRUCTURE_FAIL,0945,0.3239,0.3239,22681180.0,70025833.0,70025833.0,0.48501619566160614,1.4974381015315321,0.32636278548117437,True
002440:20260701:1128,002440,2026-07-03,STRUCTURE_FAIL,0945,0.1978,0.1994,12680900.0,64110203.0,63589915.0,0.1994168414912962,1.0081819263321865,0.19946298873792034,True
003030:20260702:2244,003030,2026-07-03,STRUCTURE_FAIL,0945,1.1252,1.1252,1594500.0,1417067.0,1417067.0,0.6548792508624939,0.5820055035321177,1.1353869750570897,True
002607:20260701:198,002607,2026-07-03,SUCCESS,0945,0.191,0.1662,66218900.0,346613476.0,398542549.0,0.20571961347655973,1.0768102506759674,0.19349867772927873,True
600449:20260702:1239,600449,2026-07-03,FAILED_BREAKOUT,0945,0.4798,0.4798,4821200.0,10048904.0,10048904.0,0.7533650001234461,1.5702506768440425,0.47977371462599305,True
000876:20260701:690,000876,2026-07-03,SUCCESS,0945,0.1589,0.2162,17754667.0,111744633.0,82118320.0,0.2162083564300877,1.3607759267359585,0.159910849222875,True
002842:20260702:5017,002842,2026-07-06,STRUCTURE_FAIL,0945,0.1389,0.1578,9178650.0,66098152.0,58167145.0,0.16171405321048024,1.164550349958045,0.13938141871428547,True
002693:20260702:1067,002693,2026-07-06,STRUCTURE_FAIL,0945,0.2013,0.2351,8523400.0,42348852.0,36252625.0,0.2423916193027952,1.2043324039578591,0.2014795178485503,True
002427:20260702:530,002427,2026-07-06,STRUCTURE_FAIL,0945,0.2631,0.3586,13419507.0,50995748.0,37425870.0,0.2879986242517099,1.0944295693341706,0.2635283166276688,True
002518:20260630:5359,002518,2026-07-06,STRUCTURE_FAIL,0945,0.2036,0.181,3138100.0,15410292.0,17334587.0,0.18103113734408555,0.8889910097079324,0.20401261431298567,True
000593:20260706:2466,000593,2026-07-07,STRUCTURE_FAIL,0945,0.7986,0.7986,13922795.0,17433602.0,17433602.0,0.673217957655935,0.8429782908551353,0.7986183807568855,True
603118:20260706:1342,603118,2026-07-07,UNKNOWN,0945,0.3084,0.3084,22160100.0,71862296.0,71862296.0,0.5863543211512158,1.9014701101280107,0.3083689393948671,True
001270:20260703:16332,001270,2026-07-07,STRUCTURE_FAIL,0945,0.2849,1.4869,6901770.0,24228449.0,4641621.0,0.4737774459592892,1.6631809936834892,0.2848622295219971,True
002472:20260703:4701,002472,2026-07-08,STRUCTURE_FAIL,0945,0.2736,0.2578,19244919.0,70332180.0,74641247.0,0.3194881998292304,1.1675965785184859,0.2740489698876658,True
002129:20260707:1102,002129,2026-07-08,STRUCTURE_FAIL,0945,0.3339,0.3339,117861610.0,352955169.0,352955169.0,0.333927989591222,1.0,0.33461142305832825,True
603020:20260706:1469,603020,2026-07-08,STRUCTURE_FAIL,0945,0.2945,0.6195,6053100.0,20552081.0,9771300.0,0.6194774492646833,2.1033108184172016,0.29452491939867304,True
001206:20260707:1954,001206,2026-07-08,STRUCTURE_FAIL,0945,0.6629,0.6629,5381950.0,8118678.0,8118678.0,0.9771363936759697,1.474011416370727,0.6644482793444543,True
603477:20260706:1673,603477,2026-07-08,NO_LAUNCH,0945,0.2143,0.2318,8170000.0,38126735.0,35249541.0,0.3410278311685997,1.5914660644540932,0.21430725180852894,True
002585:20260707:1137,002585,2026-07-27,STRUCTURE_FAIL,0945,0.1357,0.118,5148800.0,37952725.0,43625562.0,0.09209362427296602,0.6788385636041804,0.13804336242079926,True
603065:20260707:2025,603065,2026-07-27,STRUCTURE_FAIL,0945,0.2546,0.1756,12130871.0,47653223.0,69084779.0,0.26913783724426726,1.057243571046034,0.2546120778667466,True
002642:20260708:670,002642,2026-07-27,SUCCESS,0945,0.125,0.1227,3726700.0,29810992.0,30370112.0,0.10818900197989909,0.8654363035690439,0.1252723135783127,True
002403:20260706:1178,002403,2026-07-27,NO_LAUNCH,0945,0.1719,0.1111,843000.0,4902690.0,7587870.0,0.11278337324232532,0.6559216087324032,0.17204467855400835,True
000892:20260706:376,000892,2026-07-27,FAILED_BREAKOUT,0945,0.1458,0.1884,9685800.0,66411100.0,51402673.0,0.10645666521951783,0.7299246566685168,0.14600857437455908,True
601369:20260626:905,601369,2026-07-27,FAILED_BREAKOUT,0945,0.2372,0.1844,4112300.0,17337417.0,22299194.0,0.1458228024055461,0.6147875236275456,0.2374990449042008,True
002051:20260727:905,002051,2026-07-28,STRUCTURE_FAIL,0945,0.7206,0.7206,17465075.0,24238353.0,24238353.0,0.630813144810888,0.8754541094708395,0.7205553529152744,True
603988:20260727:1804,603988,2026-07-28,SUCCESS,0945,0.281,0.281,6003700.0,21368458.0,21368458.0,0.42994817447658856,1.5302779133666997,0.2809608442499688,True
603661:20260708:4267,603661,2026-07-28,NO_LAUNCH,0945,0.1148,0.0134,165800.0,1444700.0,12404725.0,0.0717438338381653,0.6251406317611423,0.11476431092960476,True
603315:20260727:1203,603315,2026-07-28,STRUCTURE_FAIL,0945,0.6738,0.6738,5200400.0,7718300.0,7718300.0,0.673775313216641,1.0,0.673775313216641,True
603955:20260727:1862,603955,2026-07-28,FAILED_BREAKOUT,0945,0.3185,0.3185,897800.0,2818440.0,2818440.0,0.5360320019105618,1.6827512090274046,0.3185450107151474,True
002292:20260727:776,002292,2026-07-28,FAILED_BREAKOUT,0945,0.5261,0.5261,42335200.0,80474972.0,80474972.0,0.7046725419561564,1.3395118738801401,0.5260666633099295,True
002490:20260708:697,002490,2026-07-28,STRUCTURE_FAIL,0945,0.1986,0.3137,16227114.0,81697193.0,51720734.0,0.17236699186903437,0.8678006083863053,0.19862535378094787,True
002910:20260708:1287,002910,2026-07-28,NO_LAUNCH,0945,0.1876,0.0523,1631284.0,8696784.0,31169400.0,0.1698537596118304,0.9055329782747903,0.1875732454663701,True
002174:20260727:1134,002174,2026-07-28,NO_LAUNCH,0945,0.2614,0.2614,11002379.0,42083297.0,42083297.0,0.2800293020386637,1.0710916508507653,0.2614428950279252,True
003030:20260727:2261,003030,2026-07-28,STRUCTURE_FAIL,0945,0.3235,0.3235,1198200.0,3704385.0,3704385.0,0.30183549839383816,0.9331621538287916,0.3234545005446248,True
603630:20260727:1443,603630,2026-07-28,FAILED_BREAKOUT,0945,0.498,0.498,6244380.0,12539876.0,12539876.0,0.6688689582924956,1.3432132248897515,0.497961861823833,True
600667:20260727:1792,600667,2026-07-28,STRUCTURE_FAIL,0945,0.886,0.886,177185750.0,199990977.0,199990977.0,0.7241903776107645,0.8173994869924682,0.8859687204788244,True
601369:20260528:961,601369,2026-05-29,STRUCTURE_FAIL,1000,0.7877,0.7877,18788187.0,23851203.0,23851203.0,2.301402729464889,2.921581719684882,0.787724921044863,True
000670:20260604:967,000670,2026-06-08,SUCCESS,1000,0.2563,0.3616,35842330.0,139829930.0,99118230.0,0.44557602291494264,1.7383039577470223,5.885343426216318,True
002983:20260605:2484,002983,2026-06-08,FAILED_BREAKOUT,1000,0.319,0.319,2438320.0,7644164.0,7644164.0,0.5039366173095424,1.5798476608153897,22.99087274647356,True
002631:20260605:745,002631,2026-06-08,FAILED_BREAKOUT,1000,0.5584,0.5584,25085000.0,44926796.0,44926796.0,1.0384935207691666,1.8599237215434767,227.42520398912058,True
002585:20260604:1180,002585,2026-06-08,FAILED_BREAKOUT,1000,0.3656,1.4696,108251042.0,296100486.0,73661660.0,0.5875131902904179,1.6070324863607615,8.099072891403289,True
001309:20260604:68085,001309,2026-06-08,FAILED_BREAKOUT,1000,0.2664,0.2297,4403037.0,16528073.0,19166124.0,0.34967769644466623,1.3126163812180738,7.565342671232524,True
603020:20260605:1067,603020,2026-06-08,SUCCESS,1000,0.3299,0.3299,3777500.0,11450000.0,11450000.0,0.9040541834194907,2.7402833620524603,34.59249084249084,True
002051:20260604:1202,002051,2026-06-08,FAILED_BREAKOUT,1000,0.2429,0.3304,27836970.0,114597759.0,84253743.0,0.3568315843862421,1.4689853066293757,5.702023332498967,True
603938:20260605:5282,603938,2026-06-08,FAILED_BREAKOUT,1000,0.3653,0.3653,17308206.0,47384047.0,47384047.0,0.555452038003019,1.5206408726000165,25.25919407376274,True
601869:20260602:40874,601869,2026-06-08,FAILED_BREAKOUT,1000,0.3029,0.3116,6154877.0,20317467.0,19754083.0,0.31157492858564984,1.028519876118775,7.377613081710346,True
600516:20260605:583,600516,2026-06-08,STRUCTURE_FAIL,1000,0.9895,0.9895,128564609.0,129930908.0,129930908.0,1.010438041804495,1.0211763040433623,37.58581455328101,True
603950:20260604:7005,603950,2026-06-08,NO_LAUNCH,1000,0.2367,0.1706,1681500.0,7104922.0,9853722.0,0.1886756461986598,0.7972201900333479,3.221881586510826,True
002963:20260608:1774,002963,2026-06-09,STRUCTURE_FAIL,1000,1.8912,1.8912,5142300.0,2719000.0,2719000.0,1.7079513750498208,0.9030822372791285,1.8912467819051122,True
600539:20260608:1540,600539,2026-06-09,STRUCTURE_FAIL,1000,0.5539,0.5539,7759200.0,14008100.0,14008100.0,0.6254695535815048,1.1291937382107793,0.553908096030154,True
000833:20260608:2368,000833,2026-06-09,FAILED_BREAKOUT,1000,1.8327,1.8327,43926955.0,23968869.0,23968869.0,1.6053960175817121,0.875988942063882,1.8326899282139038,True
600667:20260604:1636,600667,2026-06-09,STRUCTURE_FAIL,1000,0.3188,0.4997,96589457.0,302944282.0,193306269.0,0.25974122115519405,0.8146553484472272,0.3188357158033437,True
003030:20260601:2574,003030,2026-06-09,SUCCESS,1000,0.1471,0.1824,1119000.0,7609289.0,6133300.0,0.1470571034954777,1.0,0.14711510435640823,True
002931:20260608:6560,002931,2026-06-09,FAILED_BREAKOUT,1000,0.707,0.707,13806485.0,19529177.0,19529177.0,1.205867633469643,1.7056913800000348,0.7070068906426372,True
603070:20260605:1673,603070,2026-06-09,STRUCTURE_FAIL,1000,0.1665,0.1981,1807100.0,10854168.0,9124064.0,0.1959213322347023,1.176782167483412,0.1664890390493311,True
003018:20260609:5468,003018,2026-06-10,FAILED_BREAKOUT,1000,0.5403,0.5403,7123000.0,13183782.0,13183782.0,0.5402850259508235,1.0,0.5403751992742601,True
001215:20260609:4232,001215,2026-06-10,STRUCTURE_FAIL,1000,0.2969,0.2969,2957600.0,9960800.0,9960800.0,1.1453355535762693,3.8573364829802887,0.29709096753455483,True
600110:20260609:1181,600110,2026-06-10,FAILED_BREAKOUT,1000,0.9424,0.9424,96623028.0,102525242.0,102525242.0,0.5470811448956757,0.5804995758781873,0.942431601380663,True
002051:20260609:1223,002051,2026-06-10,STRUCTURE_FAIL,1000,0.5606,0.5606,30300049.0,54044956.0,54044956.0,0.44889689026959934,0.8006789917454366,0.5607075199602302,True
603260:20260609:3933,603260,2026-06-10,FAILED_BREAKOUT,1000,0.5744,0.5744,8700968.0,15148108.0,15148108.0,0.804326610866168,1.4003069967243513,0.574393052914595,True
603020:20260609:1164,603020,2026-06-10,STRUCTURE_FAIL,1000,0.3479,0.3479,6715200.0,19301200.0,19301200.0,0.5864803493449782,1.6856943231441048,0.3479161917393737,True
002129:20260609:981,002129,2026-06-10,FAILED_BREAKOUT,1000,0.6654,0.6654,208635927.0,313536925.0,313536925.0,0.9599551387053439,1.4426153091438658,0.6656743158969298,True
000037:20260609:1139,000037,2026-06-10,FAILED_BREAKOUT,1000,0.4589,0.4589,17534700.0,38207900.0,38207900.0,0.40492289360287087,0.8823221056812566,0.45893105316467625,True
600641:20260609:2703,600641,2026-06-10,FAILED_BREAKOUT,1000,0.5007,0.5007,27541190.0,55005809.0,55005809.0,0.6655532060818689,1.3292560173716863,0.500696026486948,True
002490:20260608:823,002490,2026-06-10,SUCCESS,1000,0.4884,0.9038,28742800.0,58847400.0,31800500.0,0.5934588580952838,1.215035097689731,0.48846010702929965,True
601869:20260609:48433,601869,2026-06-11,STRUCTURE_FAIL,1000,0.2075,0.2156,3731149.0,17984511.0,17308172.0,0.1972966311742562,0.9509894763292362,0.20746457882563502,True
605111:20260609:6199,605111,2026-06-11,SUCCESS,1000,0.2773,0.2901,6197536.0,22350446.0,21360906.0,0.2901345102122541,1.0463248141253934,0.2772891422390408,True
605018:20260609:1977,605018,2026-06-11,STRUCTURE_FAIL,1000,0.4558,0.8281,13541600.0,29707121.0,16352896.0,0.45123625458180605,0.9899073975341552,0.4558368345421288,True
600714:20260605:3290,600714,2026-06-11,FAILED_BREAKOUT,1000,0.2164,0.2318,5076900.0,23462001.0,21902502.0,0.21638819297637912,1.0,0.21638819297637912,True
600732:20260610:1207,600732,2026-06-11,FAILED_BREAKOUT,1000,0.8509,0.8509,54680263.0,64260281.0,64260281.0,1.7899317933861683,2.1035290194897036,0.8509185168362398,True
003030:20260610:2342,003030,2026-06-11,FAILED_BREAKOUT,1000,0.9681,0.9681,4149700.0,4286600.0,4286600.0,0.5964955151793928,0.6161741030358786,0.9731028984147828,True
603661:20260610:3675,603661,2026-06-11,STRUCTURE_FAIL,1000,0.4452,0.4452,2878980.0,6466582.0,6466582.0,0.44520892180753296,1.0,0.44520892180753296,True
000811:20260609:3214,000811,2026-06-11,UNKNOWN,1000,0.2457,0.2409,7367137.0,29980201.0,30585136.0,0.2457334091922866,1.0,0.2462368855059215,True
603335:20260609:768,603335,2026-06-11,FAILED_BREAKOUT,1000,0.2442,0.2869,8517949.0,34875699.0,29690312.0,0.3583072484963982,1.4670451476145945,0.2442373699807422,True
002583:20260609:939,002583,2026-06-11,FAILED_BREAKOUT,1000,0.2953,0.3965,23677900.0,80171386.0,59710537.0,0.39654475055215127,1.3426673084517728,0.29563123903723243,True
002837:20260609:6972,002837,2026-06-11,SUCCESS,1000,0.1774,0.1873,12700798.0,71581610.0,67823192.0,0.2672049168001415,1.505965069633434,0.17812977812749484,True
002378:20260611:3363,002378,2026-06-12,FAILED_BREAKOUT,1000,0.7655,0.7655,95176995.0,124338208.0,124338208.0,1.3685314447712476,1.787834837972221,0.7690819411410393,True
002842:20260611:3934,002842,2026-06-12,FAILED_BREAKOUT,1000,1.414,1.414,59170188.0,41845036.0,41845036.0,1.5863104284633105,1.1218354923297296,1.4245283109717366,True
002490:20260611:856,002490,2026-06-12,STRUCTURE_FAIL,1000,0.667,0.667,70837400.0,106210130.0,106210130.0,1.2141771179889582,1.820477735555407,0.667337042823433,True
600058:20260610:1034,600058,2026-06-12,NO_LAUNCH,1000,0.2394,1.1843,10396947.0,43435165.0,8778859.0,1.0211103888125723,4.265877110010105,0.23936704280966817,True
002428:20260611:8824,002428,2026-06-12,FAILED_BREAKOUT,1000,0.4003,0.4003,52255741.0,130552271.0,130552271.0,0.7390624097709242,1.8464244150001956,0.4011618566605255,True
603315:20260611:1650,603315,2026-06-12,FAILED_BREAKOUT,1000,0.6459,0.6459,9609300.0,14876572.0,14876572.0,0.6459350984890874,1.0,0.6459350984890874,True
600531:20260612:1309,600531,2026-06-15,NO_LAUNCH,1000,0.7033,0.7033,53416054.0,75948460.0,75948460.0,1.243858119095429,1.7685527389161773,0.703319777649211,True
002549:20260611:1815,002549,2026-06-15,STRUCTURE_FAIL,1000,0.2426,0.2521,18180151.0,74951419.0,72115096.0,0.43176033520093066,1.7800209575390986,0.2443359716426403,True
002637:20260612:1268,002637,2026-06-15,STRUCTURE_FAIL,1000,0.4035,0.4035,11346300.0,28117700.0,28117700.0,0.40352873812580686,1.0,0.40450555797189286,True
000815:20260610:1687,000815,2026-06-15,FAILED_BREAKOUT,1000,0.3099,0.2721,16513755.0,53288375.0,60681866.0,0.30989413732357196,1.0,0.31332151115571283,True
001360:20260612:1874,001360,2026-06-15,FAILED_BREAKOUT,1000,0.7046,0.7046,3871813.0,5494695.0,5494695.0,0.9942269396643038,1.4109601352748058,0.7056730873503995,True
002997:20260612:2938,002997,2026-06-15,FAILED_BREAKOUT,1000,0.4171,0.4171,2841000.0,6811400.0,6811400.0,0.5071403070332025,1.2158871831488753,0.41852653909046716,True
600667:20260611:1751,600667,2026-06-15,SUCCESS,1000,0.3066,0.3775,128026529.0,417539451.0,339185838.0,0.3774524601466409,1.2310049660740847,0.3066213951600947,True
002965:20260611:3854,002965,2026-06-15,SUCCESS,1000,0.2029,0.454,6999905.0,34491623.0,15416933.0,0.45404004804327813,2.2372558147590054,0.20507923710074377,True
000969:20260612:2446,000969,2026-06-15,FAILED_BREAKOUT,1000,1.2767,1.2767,49084133.0,38445855.0,38445855.0,1.100231529025611,0.8617722112224522,1.2854583455559008,True
603519:20260612:1364,603519,2026-06-15,FAILED_BREAKOUT,1000,0.3654,0.3654,7303332.0,19984612.0,19984612.0,1.968510652061411,5.386571718130067,0.3654477755184839,True
001206:20260612:1723,001206,2026-06-15,STRUCTURE_FAIL,1000,0.767,0.767,4180504.0,5450644.0,5450644.0,2.1116066783380325,2.753164755169024,0.7676926308923406,True
603318:20260611:985,603318,2026-06-15,SUCCESS,1000,0.2466,0.2391,20781743.0,84269384.0,86904189.0,0.30247679187476334,1.2265348929386006,0.24661083318230972,True
002927:20260612:2017,002927,2026-06-15,FAILED_BREAKOUT,1000,1.7321,1.7321,9021623.0,5208472.0,5208472.0,0.7940101741755485,0.45840751269571645,1.7553257352946898,True
600601:20260612:1289,600601,2026-06-15,FAILED_BREAKOUT,1000,0.3254,0.3254,120457978.0,370153795.0,370153795.0,0.7024291113155754,2.1584855199207946,0.32542683508080744,True
603936:20260611:2372,603936,2026-06-15,SUCCESS,1000,0.2247,0.3694,19312923.0,85964277.0,52285688.0,0.4360355157796019,1.940849547234024,0.22466219311074995,True
002208:20260610:1674,002208,2026-06-15,SUCCESS,1000,0.4321,0.5444,24433600.0,56545925.0,44883300.0,0.5349289659669573,1.2379695660850272,0.4343494362333249,True
600497:20260612:928,600497,2026-06-16,FAILED_BREAKOUT,1000,0.2769,0.7534,104388260.0,376944813.0,138549891.0,0.8766698018415243,3.165644628216817,0.27693247499336193,True
600539:20260612:1634,600539,2026-06-16,STRUCTURE_FAIL,1000,0.2192,0.3122,5359700.0,24452300.0,17168700.0,0.3121785574912486,1.424237129194406,0.2191900148452293,True
002745:20260615:1025,002745,2026-06-16,SUCCESS,1000,0.6592,0.6592,63081944.0,95692615.0,95692615.0,1.1618281306905125,1.7624436559269145,0.6592143395809593,True
000070:20260615:1881,000070,2026-06-16,SUCCESS,1000,0.5415,0.5415,65399681.0,120766983.0,120766983.0,0.6710165888319538,1.2390985359116133,0.5415405843216629,True
002174:20260615:1109,002174,2026-06-16,FAILED_BREAKOUT,1000,1.0303,1.0303,33157969.0,32182712.0,32182712.0,0.863477218039321,0.8380802402801171,1.0303037543883808,True
000593:20260615:2267,000593,2026-06-16,FAILED_BREAKOUT,1000,0.3835,0.3835,10658100.0,27788852.0,27788852.0,0.456563008102568,1.1903962114107638,0.3835386938618407,True
002106:20260615:1338,002106,2026-06-16,SUCCESS,1000,0.4244,0.4244,16534629.0,38963523.0,38963523.0,0.400180972503453,0.9430184690748525,0.42436175496758854,True
000811:20260615:3385,000811,2026-06-16,FAILED_BREAKOUT,1000,0.4149,0.4149,18969166.0,45723446.0,45723446.0,0.6327231094948296,1.5251213959506142,0.41486737460689205,True
603993:20260612:1911,603993,2026-06-16,FAILED_BREAKOUT,1000,0.2621,0.4209,191642654.0,731318674.0,455323977.0,0.713662849544348,2.723375813882405,0.2620508142528301,True
603052:20260615:9078,603052,2026-06-16,FAILED_BREAKOUT,1000,0.4201,0.4201,2257200.0,5372600.0,5372600.0,0.46830419606534845,1.1146602533141463,0.42013177977143285,True
600237:20260615:1068,600237,2026-06-16,SUCCESS,1000,1.0691,1.0691,50461340.0,47199450.0,47199450.0,0.6260437973374119,0.5855754704539615,1.0691086442744566,True
002281:20260615:22547,002281,2026-06-16,FAILED_BREAKOUT,1000,0.3542,0.3542,21027927.0,59367293.0,59367293.0,0.48775425914305814,1.3770568070996188,0.35421604892322106,True
603070:20260615:1604,603070,2026-06-16,FAILED_BREAKOUT,1000,2.497,2.497,9291705.0,3721105.0,3721105.0,1.4468778710350518,0.5794398853921736,2.4970284364456257,True
600520:20260615:2958,600520,2026-06-16,SUCCESS,1000,0.3847,0.3847,4976700.0,12937081.0,12937081.0,0.4434296813742961,1.1527087639888802,0.3846849223561327,True
002734:20260616:1639,002734,2026-06-17,SUCCESS,1000,0.3146,0.3146,9341858.0,29692354.0,29692354.0,0.7149130902867379,2.272294500304734,0.3146259084194998,True
002805:20260616:2420,002805,2026-06-17,FAILED_BREAKOUT,1000,0.525,0.525,15862698.0,30215493.0,30215493.0,0.5773602903810301,1.0997641014464237,0.5252045888451812,True
603950:20260615:6549,603950,2026-06-17,SUCCESS,1000,0.2347,0.3018,2258520.0,9623055.0,7483540.0,0.3639252336448598,1.550605059619723,0.23469885602856888,True
002428:20260615:10149,002428,2026-06-17,FAILED_BREAKOUT,1000,0.2678,0.3943,38726001.0,144621308.0,98206147.0,0.2966649304141268,1.107887960706813,0.2678907964634044,True
002729:20260616:1947,002729,2026-06-17,FAILED_BREAKOUT,1000,0.3562,0.3562,3462000.0,9720530.0,9720530.0,0.43144928825822354,1.2114141392237752,0.3562047220275889,True
603629:20260615:16737,603629,2026-06-17,FAILED_BREAKOUT,1000,0.3347,0.3846,12498536.0,37346924.0,32500800.0,0.37339129044954855,1.115731966262386,0.33466038595307074,True
600362:20260615:4736,600362,2026-06-17,SUCCESS,1000,0.1897,0.163,15044800.0,79288758.0,92320649.0,0.1897469500026725,1.0,0.1897469500026725,True
603318:20260616:965,603318,2026-06-17,FAILED_BREAKOUT,1000,0.6068,0.6068,37041100.0,61045791.0,61045791.0,0.5391305770412181,0.8885171479185986,0.6067756579646908,True
000657:20260615:8690,000657,2026-06-17,FAILED_BREAKOUT,1000,0.3195,0.325,39337927.0,123109335.0,121046353.0,0.31953650793418714,1.0,0.31956298474396266,True
600563:20260615:15730,600563,2026-06-17,FAILED_BREAKOUT,1000,0.1897,0.2687,2435463.0,12836496.0,9064409.0,0.2135630326113206,1.1256180093325525,0.18972958040885923,True
002910:20260616:1121,002910,2026-06-17,FAILED_BREAKOUT,1000,0.3956,0.3956,6866551.0,17358999.0,17358999.0,0.6214368555972116,1.5710247771952965,0.3956024817137834,True
002645:20260616:3363,002645,2026-06-17,FAILED_BREAKOUT,1000,0.6943,0.6943,31226508.0,44973928.0,44973928.0,0.4665518568748688,0.6719505626231616,0.6944034209652963,True
